Taxon_AttributeTable,NonTarget,BCG_attr,FFG,Life_Cycle,Habitat,Noteworthy,Thermal_indicator,ThermTol_Less30,MWMT_WAopt,MWMT_PCT90,Therm_TopIndicator,ThermVar,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species,Taxon_Group
Harnischia,FALSE,,,,,,,,,,,,129516,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Harnischia,,,,,,Chironomidae
Heleniella,FALSE,3,CG,multi,GENE,,cool,,16.59,20.74,,,128730,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Heleniella,,,,,,Chironomidae
Helichus,FALSE,3,SC,semi,RHEO,,,Less30,,,,,114006,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Dryopidae,,,,Helichus,,,,,,Coleoptera
Helicopsyche,FALSE,4,SC,multi,RHEO,,stenow,,25.47,28.03,steno_warm,,117016,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Helicopsychidae,,,,Helicopsyche,,,,,,Trichoptera
Helisoma,FALSE,4,SC,uni,GENE,,,Less30,,,,,76599,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Planorbidae,,,,Helisoma,,,,,,Other Non-Insect
Helius,FALSE,NA,UNKN,uni,SPEC,TRUE,,Less30,,,,,119690,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limoniinae,,,Helius,,,,,,Diptera
Helobdella,FALSE,,,,,,,Less30,,,,,69396,Animalia,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,,Glossiphoniidae,Haementeriinae,,,Helobdella,,,,,,Other Non-Insect
Helochares,FALSE,,,,,,,Less30,,,,,113150,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydrophilidae,Hydrophilinae,Hydrophilini,,Helochares,,,,,,Coleoptera
Helodon/Prosimulium,FALSE,,,,,,stenoc,,13.59,17.11,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,,,,,,,,,,Diptera
Helophorus,FALSE,NA,MH,uni,GENE,,,Less30,,,,,113106,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Helophoridae,,,,Helophorus,,,,,,Coleoptera
Hemerodromia,FALSE,5,PR,multi,RHEO,,warm,,22.38,26.40,warm,,136327,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Empididae,Hemerodromiinae,Hemerodromiini,,Hemerodromia,,,,,,Diptera
Henlea,FALSE,,,,,,,Less30,,,,,68541,Animalia,Annelida,,Clitellata,Oligochaeta,Enchytraeida,,,Enchytraeidae,,,,Henlea,,,,,,Oligochaeta
Heptageniidae,FALSE,3,SC,uni,RHEO,,eurythermal,,16.16,22.23,,yes,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,,,,,,,Ephemeroptera
Hesperoconopa,FALSE,3,CG,uni,SPEC,,cool,,15.60,20.14,,,120732,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Hesperoconopa,,,,,,Diptera
Hesperoperla pacifica,FALSE,,,,,,cowa,,19.00,22.23,coolwarm,,102971,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlidae,Acroneuriinae,Acroneuriini,,Hesperoperla,,,,,,Plecoptera
Hesperophylax,FALSE,,,,,,,Less30,,,,,116001,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Limnephilinae,Limnephilini,,Hesperophylax,,,,,,Trichoptera
Hetaerina,FALSE,,,,,,,,,,,,102048,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Calopterygidae,,,,Hetaerina,,,,,,Odonata
Heterelmis,FALSE,,,,,,,,,,,,114237,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Heterelmis,,,,,,Coleoptera
Heterlimnius corpulentus,FALSE,3,SC,semi,RHEO,,cool,,17.08,20.64,cool,,114167,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Heterlimnius,,,,,,Coleoptera
Heterocloeon,FALSE,,,,,,,,,,,,100794,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Heterocloeon,,,,,,Ephemeroptera
Heteroplectron californicum,FALSE,2,SH,semi,DEPO,TRUE,cool,,18.83,20.97,,,116537,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Calamoceratidae,Calamoceratinae,,,Heteroplectron,,,,,californicum,Trichoptera
Heterosternuta,FALSE,NA,PR,uni,GENE,,,Less30,,,,,728249,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,Hydroporini,,Heterosternuta,,,,,,Coleoptera
Heterotanytarsus,FALSE,3,CG,multi,GENE,,,Less30,,,,,128734,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Heterotanytarsus,,,,,,Chironomidae
Heterotrissocladius,FALSE,,,,,,cool,,18.03,21.94,,,128737,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Heterotrissocladius,,,,,,Chironomidae
Heterotrissocladius Marcidus Group,FALSE,4,CG,multi,GENE,,cool,,18.16,21.80,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Heterotrissocladius,,Marcidus Gr.,,,,Chironomidae
Hexagenia,FALSE,,,,,,,Less30,,,,,101537,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemeridae,,,,Hexagenia,,,,,,Ephemeroptera
Hexatoma,FALSE,3,PR,uni,DEPO,,cowa,,17.93,21.86,,,120094,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limnophilinae,,,Hexatoma,,,,,,Diptera
Himalopsyche,FALSE,,,,,,,Less30,,,,,608146,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Himalopsyche,,,,,phryganea,Trichoptera
Hirudinea,FALSE,,,,,,,,,,,,69290,Animalia,Annelida,,Clitellata,Hirudinea,,,,,,,,,,,,,,Other Non-Insect
Hirudinida,FALSE,,,,,,warm,Less30,21.70,25.63,,,69290,Animalia,Annelida,,Clitellata,Hirudinea,,,,,,,,,,,,,,Other Non-Insect
Holorusia,FALSE,,,,,,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Tipulidae,Tipulinae,,,Holorusia,,,,,hespera,Diptera
Homophylax,FALSE,,,,,,,Less30,,,,,116286,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Limnephilinae,Chilostigmini,,Homophylax,,,,,,Trichoptera
Homoplectra,FALSE,,,,,,,Less30,,,,,115618,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Diplectroninae,,,Homoplectra,,,,,,Trichoptera
Hornectes quadrimaculatus,FALSE,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,Hydroporini,,Hornectes,,,,,quadrimaculatus,Coleoptera
Hyalella,FALSE,5,CG,multi,GENE,,warm,,22.93,26.93,,,94025,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,Hyalellidae,,,,Hyalella,,,,,,Other Non-Insect
Hydaticus,FALSE,,,,,,,,,,,,112172,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Dytiscinae,Hydaticini,,Hydaticus,,,,,,Coleoptera
Hydatophylax,FALSE,,,,,,cool,,18.60,20.32,,,115995,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Limnephilinae,Stenophylacini,,Hydatophylax,,,,,,Trichoptera
Hydra,FALSE,,,,,,warm,,19.80,24.91,,,50845,Animalia,Cnidaria,,Hydrozoa,,Hydroida,Hydrida,,Hydridae,,,,Hydra,,,,,,Other Non-Insect
Hydrachna,FALSE,,,,,,,Less30,,,,,83123,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydrachnidae,,,,Hydrachna,,,,,,Other Non-Insect
Hydrachnidae,FALSE,,,,,,,Less30,,,,,83122,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydrachnidae,,,,,,,,,,Other Non-Insect
Hydraenidae,FALSE,3,PR,uni,GENE,,cowa,,19.28,22.60,,,112756,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydraenidae,,,,,,,,,,Coleoptera
Hydrobaenus,FALSE,3,SC,multi,GENE,,cool,,13.43,20.45,,,128750,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Hydrobaenus,,,,,,Chironomidae
Hydrobius,FALSE,4,PR,uni,GENE,,,Less30,,,,,113196,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydrophilidae,Hydrophilinae,Hydrophilini,,Hydrobius,,,,,,Coleoptera
Hydrochus,FALSE,NA,MH,uni,UNKN,,,Less30,,,,,113166,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydrochidae,,,,Hydrochus,,,,,,Coleoptera
Hydrodroma,FALSE,,,,,,,Less30,,,,,83225,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydrodromidae,,,,Hydrodroma,,,,,,Other Non-Insect
Hydrophilidae,FALSE,4,PR,uni,GENE,,eurythermal,,18.64,22.54,,,112811,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydrophilidae,,,,,,,,,,Coleoptera
Hydrophiloidea,FALSE,,,,,,eurythermal,,18.79,22.79,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,,,,,,,,,,,Coleoptera
Hydroporinae,FALSE,NA,PR,uni,GENE,,cowa,,18.94,22.10,,,678402,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,,,,,,,,,Coleoptera
Hydropsyche,FALSE,4,CF,uni,RHEO,,warm,,20.39,23.90,warm,,115453,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Hydropsychinae,,,Hydropsyche,,,,,,Trichoptera
Hydropsychidae,FALSE,4,UNKN,UNKN,RHEO,,eurythermal,,20.06,23.09,,yes,115398,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,,,,,,,,,,Trichoptera
Hydropsychoidea,FALSE,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,,,,,,,,,,Trichoptera
Hydroptila,FALSE,4,PH,multi,GENE,,warm,,22.10,25.86,warm,,115641,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Hydroptilini,,Hydroptila,,,,,,Trichoptera
Hydroptilidae,FALSE,4,UNKN,multi,RHEO,,warm,,21.35,25.46,,yes,115629,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,,,,,,,,,,Trichoptera
Hydrosmittia,FALSE,,,,,,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Hydrosmittia,,,,,,Chironomidae
Hydrovolzia,FALSE,,,,,,,Less30,,,,,83119,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydrovolziidae,,,,Hydrovolzia,,,,,,Other Non-Insect
Hydrovolziidae,FALSE,,,,,,,Less30,,,,,83118,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydrovolziidae,,,,,,,,,,Other Non-Insect
Hydryphantes,FALSE,,,,,,,Less30,,,,,83213,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Hydryphantes,,,,,,Other Non-Insect
Hydryphantidae,FALSE,,,,,,cool,,15.53,20.36,,,83212,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,,,,,,,Other Non-Insect
Hygrobates,FALSE,,,,,,warm,,19.30,23.84,,,83297,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hygrobatidae,,,,Hygrobates,,,,,,Other Non-Insect
Hygrobatidae,FALSE,,,,,,eurythermal,,18.90,23.00,,yes,83281,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hygrobatidae,,,,,,,,,,Other Non-Insect
Ilyodrilus,FALSE,,,,,,,,,,,,68660,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,Ilyodrilus,,,,,,Oligochaeta
Integripalpia,FALSE,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,,,,,,,,,,,Trichoptera
Ironodes,FALSE,3,SC,uni,RHEO,,cool,,16.65,20.47,,,100666,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Ironodes,,,,,,Ephemeroptera
Isogenoides,FALSE,,,,,,,Less30,,,,,103124,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Perlodini,,Isogenoides,,,,,,Plecoptera
Isonychia,FALSE,NA,CF,multi,RIVE,TRUE,,Less30,,,,,101041,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Isonychiidae,,,,Isonychia,,,,,,Ephemeroptera
Isoperla,FALSE,3,PR,uni,RHEO,,cool,,15.95,21.62,,,102995,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Isoperlinae,,,Isoperla,,,,,,Plecoptera
Isopoda,FALSE,NA,,,,,warm,,22.27,25.51,,,92120,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,,,,,,,,,,,,,Other Non-Insect
Iswaeon,FALSE,NA,CG,multi,RHEO,TRUE,,Less30,,,,,776928,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Iswaeon,,,,,,Ephemeroptera
Juga,FALSE,4,OM,semi,RHEO,,cowa,,20.35,23.30,,,71570,Animalia,Mollusca,,Gastropoda,,Neotaenioglossa,,,Pleuroceridae,,,,Juga,,,,,,Other Non-Insect
Kathroperla,FALSE,2,PR,semi,SPEC,TRUE,cold,,15.09,18.83,,,103236,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Chloroperlidae,Paraperlinae,,,Kathroperla,,,,,,Plecoptera
Kiefferulus,FALSE,,,,,,,,,,,,129522,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Kiefferulus,,,,,,Chironomidae
Kincaidiana,FALSE,,,,,,,Less30,,,,,68470,Animalia,Annelida,,Clitellata,Oligochaeta,Lumbriculida,,,Lumbriculidae,,,,Kincaidiana,,,,,,Oligochaeta
Koenikea,FALSE,,,,,,,Less30,,,,,83093,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Unionicolidae,,,,Koenikea,,,,,,Other Non-Insect
Kogotus/Rickera,FALSE,4,PR,uni,RHEO,,cold,,16.15,19.80,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Diploperlini,,Kogotus/Rickera,,,,,,Plecoptera
Kongsbergia,FALSE,,,,,,,,,,,,83000,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Aturidae,,,,Kongsbergia,,,,,,Other Non-Insect
Krendowskia,FALSE,,,,,,,,,,,,83502,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Krendowskiidae,,,,Krendowskia,,,,,,Other Non-Insect
Krendowskiidae,FALSE,,,,,,,,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Krendowskiidae,,,,,,,,,,Other Non-Insect
Krenopelopia,FALSE,NA,PR,multi,GENE,,,Less30,,,,,128170,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,Krenopelopia,,,,,,Chironomidae
Krenopsectra,FALSE,NA,,,,,,Less30,,,,,129889,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Krenopsectra,,,,,,Chironomidae
Krenosmittia,FALSE,3,CG,multi,SPEC,TRUE,cold,,14.75,19.38,,,128771,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Krenosmittia,,,,,,Chironomidae
Labiobaetis,FALSE,4,CG,multi,DEPO,TRUE,cowa,,20.20,22.95,,,568552,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Labiobaetis,,,,,,Ephemeroptera
Labrundinia,FALSE,NA,PR,multi,GENE,,,Less30,,,,,128173,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,Labrundinia,,,,,,Chironomidae
Laccobius,FALSE,4,PR,uni,GENE,,,Less30,,,,,112858,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydrophilidae,Hydrophilinae,Laccobiini,,Laccobius,,,,,,Coleoptera
Laccophilus,FALSE,,,,,,,Less30,,,,,112278,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Laccophilinae,Laccophilini,,Laccophilus,,,,,,Coleoptera
Lanx,FALSE,,,,,,,Less30,,,,,76477,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Lymnaeidae,,,,,,,,,,Other Non-Insect
Lara,FALSE,4,XY,semi,SPEC,,cool,,17.89,21.32,,,114137,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Lara,,,,,,Coleoptera
Larsia,FALSE,3,PR,multi,GENE,,eurythermal,,17.49,22.30,,,128183,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,Larsia,,,,,,Chironomidae
Lauterborniella,FALSE,,,,,,,Less30,,,,,129525,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Lauterborniella,,,,,,Chironomidae
Laversia,FALSE,,,,,,,,,,,,82971,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Laversiidae,,,,Laversia,,,,,,Other Non-Insect
Lebertia,FALSE,,,,,,eurythermal,,18.27,22.26,,,83034,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Lebertiidae,,,,Lebertia,,,,,,Other Non-Insect
Lebertiidae,FALSE,,,,,,eurythermal,,18.09,22.14,,yes,83033,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Lebertiidae,,,,,,,,,,Other Non-Insect
Lepidoptera,FALSE,4,MH,multi,UNKN,,warm,,24.98,27.88,,,117232,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,,,,,,,,,,,,,Lepidoptera
Lepidostoma,FALSE,3,SH,uni,DEPO,,eurythermal,,18.91,22.25,,,116794,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Lepidostomatidae,Lepidostomatinae,,,Lepidostoma,,,,,,Trichoptera
Leptoceridae,FALSE,4,UNKN,uni,GENE,,warm,,23.20,27.34,,yes,116547,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Leptoceridae,,,,,,,,,,Trichoptera
Leptohyphidae,FALSE,,,,,,stenow,,24.20,27.55,,,568545,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptohyphidae,,,,,,,,,,Ephemeroptera
Leptophlebiidae,FALSE,3,CG,uni,DEPO,,eurythermal,,17.77,22.31,,yes,101095,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,,,,,,,Ephemeroptera
Lestes,FALSE,,,,,,,,,,,,102061,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Lestidae,,,,Lestes,,,,,,Odonata
Lestidae,FALSE,,,,,,,Less30,,,,,102061,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Lestidae,,,,,,,,,,Odonata
Leucotrichia,FALSE,4,SC,multi,RHEO,,warm,,22.45,26.97,,,115630,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Leucotrichiini,,Leucotrichia,,,,,,Trichoptera
Leucrocuta,FALSE,3,SC,uni,RHEO,,,Less30,,,,,100676,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Leucrocuta,,,,,,Ephemeroptera
Leuctridae,FALSE,3,SH,uni,RHEO,,cold,,15.36,19.70,,yes,102840,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Leuctridae,,,,,,,,,,Plecoptera
Libellulidae,FALSE,NA,PR,uni,GENE,,,Less30,,,,,101797,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Libellulidae,,,,,,,,,,Odonata
Limnephilidae,FALSE,3,UNKN,UNKN,UNKN,,cool,,16.08,21.56,,yes,115933,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,,,,,,,,,,Trichoptera
Limnephiloidea,FALSE,NA,UNKN,UNKN,UNKN,,eurythermal,,17.01,22.26,,,598162,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,,,,,,,,,,,Trichoptera
Limnephilus,FALSE,,,,,,,Less30,,,,,116069,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Limnephilinae,Limnephilini,,Limnephilus,,,,,,Trichoptera
Limnesia,FALSE,,,,,,warm,,20.14,24.34,,,83051,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Limnesiidae,,,,Limnesia,,,,,,Other Non-Insect
Limnesiidae,FALSE,,,,,,warm,,20.10,24.22,,,83050,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Limnesiidae,,,,,,,,,,Other Non-Insect
Limnochares,FALSE,,,,,,,Less30,,,,,83146,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Limnocharidae,,,,Limnochares,,,,,,Other Non-Insect
Limnodrilus,FALSE,,,,,,,Less30,,,,,68638,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,Limnodrilus,,,,,,Oligochaeta
Limnophyes,FALSE,5,CG,multi,GENE,,eurythermal,,19.12,23.73,,,128776,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Limnophyes,,,,,,Chironomidae
Limoniidae,FALSE,,,,,,cowa,,19.47,22.96,,yes,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,,,,,,,,,,Diptera
Lipsothrix,FALSE,1i,XY,semi,SPEC,TRUE,,Less30,,,,,120749,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limoniinae,,,Lipsothrix,,,,,,Diptera
Lirceus,FALSE,,,,,,,,,,,,92666,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,Asellota,,Asellidae,,,,Lirceus,,,,,,Other Non-Insect
Ljania,FALSE,,,,,,,,,,,,83449,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Aturidae,,,,Ljania,,,,,,Other Non-Insect
Lopescladius,FALSE,3,CG,multi,SPEC,,warm,,23.32,26.74,,,128811,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Lopescladius,,,,,,Chironomidae
Lumbriculidae,FALSE,,,,,,cowa,,18.67,22.72,,,68440,Animalia,Annelida,,Clitellata,Oligochaeta,Lumbriculida,,,Lumbriculidae,,,,,,,,,,Oligochaeta
Lutrochus,FALSE,,,,,,,Less30,,,,,114037,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Lutrochidae,,,,Lutrochus,,,,,,Coleoptera
Lymnaeidae,FALSE,5,SC,uni,GENE,,warm,,21.70,26.23,,,76483,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Lymnaeidae,,,,,,,,,,Other Non-Insect
Maccaffertium,FALSE,5,,,,,,Less30,,,,,697957,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Maccaffertium,,,,,,Ephemeroptera
Macromia,FALSE,,,,,,,Less30,,,,,101918,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Macromiidae,,,,Macromia,,,,,,Odonata
Macromiidae,FALSE,,,,,,,Less30,,,,,102019,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Macromiidae,,,,,,,,,,Odonata
Macropelopia,FALSE,3,PR,multi,RHEO,,cool,,17.49,20.85,,,128034,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Macropelopiini,,Macropelopia,,,,,,Chironomidae
Macropelopiini,FALSE,,,,,,eurythermal,,18.82,22.29,,yes,128020,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Macropelopiini,,,,,,,,Chironomidae
