TaxaID,Rank,NonTarget,BCG_Attr,BCG_Attr2,FFG,HABIT,LIFE_CYCLE,AirBreather,TOLVAL_IA,FFG_IA,FFGDef_IA,HABIT_IA,HabitDef_IA,THERMAL_INDICATOR,COLD_IA,ColdWaterIndicatorTaxa,HABSTRUCT,PHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,SUBFAMILY,GENUS,SPECIES,CommonName,IA_BugTaxaID
SOMATOGYRUS DEPRESSUS,Species,FALSE,,,SC,SP,NA,FALSE,8,SC,Scraper,UN,Unidentified,,0,FALSE,,MOLLUSCA,GASTROPODA,,NEOTAENIOGLOSSA,HYDROBIIDAE,,SOMATOGYRUS,DEPRESSUS,Hydrobiid Snails,767
SOMATOCHLORA ENSIGERA,Species,FALSE,4,4_middle,PR,"SP,CB","semi,uni",FALSE,1,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,CORDULIIDAE,,SOMATOCHLORA,ENSIGERA,Greeneyed Skimmers,769
ACERPENNA,Genus,FALSE,4,4_middle,CG,SW,multi,FALSE,4.5,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,ACERPENNA,,Small Minnow Mayflies,770
FRENESIA MISSA,Species,FALSE,,,SH,SP,NA,FALSE,0,SH,Shredder,UN,Unidentified,,-1,TRUE,,ARTHROPODA,INSECTA,,TRICHOPTERA,LIMNEPHILIDAE,,FRENESIA,MISSA,Northern Case Maker Caddisflies,777
PARAPSYCHE APICALIS,Species,FALSE,,,CF,CN,uni,FALSE,0,CF,Filterer,UN,Unidentified,,-1,TRUE,,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,ARCTOPSYCHINAE,PARAPSYCHE,APICALIS,Common Netspinner Caddisflies,778
DIPLECTRONA MODESTA,Species,FALSE,3,,CF,CN,uni,FALSE,0,CF,Filterer,UN,Unidentified,,-1,TRUE,,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,DIPLECTRONINAE,DIPLECTRONA,MODESTA,Common Netspinner Caddisflies,779
PHYSA,Genus,FALSE,5,,SC,CB,NA,FALSE,8,SC,Scraper,UN,Unidentified,,0,FALSE,,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,PHYSIDAE,,PHYSA,,Physid Snails,786
ISCHNURA VERTICALIS,Species,FALSE,4,4_worse,PR,CB,uni,FALSE,9,PR,Predator,CB,Climber,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,COENAGRIONIDAE,,ISCHNURA,VERTICALIS,Narrowwinged Damselflies,790
CLOEON,Genus,FALSE,,,CG,SW,NA,FALSE,4,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,CLOEON,,Small Minnow Mayflies,793
HOMOEONEURIA,Genus,FALSE,,,CF,BU,uni,FALSE,2,CF,Filterer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,OLIGONEURIIDAE,,HOMOEONEURIA,,,794
PLATYCENTROPUS,Species,FALSE,,,SH,CB,uni,FALSE,4,SH,Shredder,CB,Climber,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,LIMNEPHILIDAE,,PLATYCENTROPUS,,Northern Case Maker Caddisflies,796
ERPOBDELLA,Genus,FALSE,4,4_worse,PR,SP,NA,FALSE,7.8,PA,Parasite,UN,Unidentified,,0,FALSE,,ANNELIDA,CLITELLATA,HIRUDINEA,ARHYNCHOBDELLIDA,ERPOBDELLIDAE,,ERPOBDELLA,,Leeches,8
ARCHILESTES,Genus,FALSE,4,4_middle,PR,CB,uni,FALSE,9,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,LESTIDAE,,ARCHILESTES,,Spreadwinged Damselflies,804
LESTES DISJUNCTUS/RECTANGULARIS,Species,FALSE,4,4_middle,PR,CB,uni,FALSE,9,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,LESTIDAE,,LESTES,DISJUNCTUS/RECTANGULARIS,Spreadwinged Damselflies,805
LEPTODEA FRAGILIS,Species,FALSE,,,CF,BU,NA,FALSE,,CF,Filterer,UN,Unidentified,,0,FALSE,,MOLLUSCA,BIVALVIA,PALAEOHETERODONTA,UNIONOIDA,UNIONIDAE,,LEPTODEA,FRAGILIS,Mussels,806
NIXE/LEUCROCUTA,Genus,FALSE,4,4_better,"SC,PR",CN,uni,FALSE,1.5,SC,Scraper,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,NIXE/LEUCROCUTA,,Flatheaded Mayflies,810
HYDROCHUS PSEUDOSQUAMIFER,Species,FALSE,4,4_worse,SH,"CB,SW",uni,FALSE,4.6,SH,Shredder,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROCHIDAE,,HYDROCHUS,PSEUDOSQUAMIFER,Water Scavenger Beetles,811
CENTROPTILUM BIFURCATUM,Species,FALSE,4,4_middle,CG,SW,NA,FALSE,2,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,CENTROPTILUM,BIFURCATUM,Small Minnow Mayflies,812
GOMPHUS FRATERNUS,Species,FALSE,4,4_middle,PR,BU,semi,FALSE,5,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,GOMPHUS,FRATERNUS,Clubtail Dragonflies,813
MONOHELEA/BEZZIA/PALPOMYIA,Genus,FALSE,,,PR,NA,NA,FALSE,6,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,DIPTERA,CERATOPOGONIDAE,,MONOHELEA/BEZZIA/PALPOMYIA,,"Biting Midges, No-See-Ums, Punkies",816
CALLIBAETIS FERRUGINEUS,Species,FALSE,4,4_worse,CG,SW,multi,FALSE,9,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,CALLIBAETIS,FERRUGINEUS,Small Minnow Mayflies,817
ACERPENNA PYGMAEA,Species,FALSE,4,4_middle,CG,SW,multi,FALSE,4,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,ACERPENNA,PYGMAEA,Small Minnow Mayflies,826
GOMPHUS EXTERNUS,Species,FALSE,4,4_middle,PR,BU,semi,FALSE,5,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,GOMPHUS,EXTERNUS,Clubtail Dragonflies,827
PISIDIUM,Genus,FALSE,4,4_middle,CF,BU,uni,FALSE,6,CF,Filterer,UN,Unidentified,,0,FALSE,,MOLLUSCA,BIVALVIA,HETERODONTA,VENEROIDA,PISIDIIDAE,,PISIDIUM,,Pea Clams,829
MUSCULIUM,Genus,FALSE,4,4_middle,CF,BU,uni,FALSE,6,CF,Filterer,UN,Unidentified,,0,FALSE,,MOLLUSCA,BIVALVIA,HETERODONTA,VENEROIDA,PISIDIIDAE,,MUSCULIUM,,Pea Clams,832
SISYRA,Genus,FALSE,3,,PR,CB,uni,FALSE,,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,NEUROPTERA,SISYRIDAE,,SISYRA,,Spongillaflies,833
GYRAULUS PARVUS,Species,FALSE,4,4_worse,SC,CB,NA,FALSE,8,SC,Scraper,UN,Unidentified,,0,FALSE,,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,PLANORBIDAE,,GYRAULUS,PARVUS,Planorbid Snails,835
TRICHOCLINOCERA/CLINOCERA,Genus,FALSE,,,PR,CN,NA,FALSE,6,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,DIPTERA,EMPIDIDAE,,TRICHOCLINOCERA/CLINOCERA,,Dance Flies,836
ARIGOMPHUS CORNUTUS,Species,FALSE,4,4_middle,PR,BU,semi,FALSE,6.4,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,ARIGOMPHUS,CORNUTUS,Clubtail Dragonflies,837
STYLURUS PLAGIATUS,Species,FALSE,4,4_middle,"PR,CG","BU,SP",semi,FALSE,4,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,STYLURUS,PLAGIATUS,Clubtail Dragonflies,838
MACROMIA TAENIOLATA,Species,FALSE,4,4_middle,PR,SP,semi,FALSE,2,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,CORDULIIDAE,,MACROMIA,TAENIOLATA,Greeneyed Skimmers,840
GOMPHUS VASTUS,Species,FALSE,4,4_middle,PR,BU,semi,FALSE,5,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,GOMPHUS,VASTUS,Clubtail Dragonflies,841
HETAERINA AMERICANA,Species,FALSE,4,4_middle,PR,"CB,CN",semi,FALSE,6,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,CALOPTERYGIDAE,,HETAERINA,AMERICANA,Broadwinged Damselflies,843
TRIAENODES,Genus,FALSE,3,,SH,"SW,CN",uni,FALSE,6,SH,Shredder,UN,Unidentified,,0,FALSE,RM,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,TRIAENODES,,Longhorned Case Maker Caddisflies,844
CERATOPSYCHE SPARNA,Species,FALSE,3,,CF,CN,uni,FALSE,1,CF,Filterer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHINAE,CERATOPSYCHE,SPARNA,Common Netspinner Caddisflies,845
ACERPENNA MACDUNNOUGHI,Species,FALSE,4,4_middle,CG,SW,multi,FALSE,5,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,ACERPENNA,MACDUNNOUGHI,Small Minnow Mayflies,847
EPHEMERELLA SUBVARIA,Species,FALSE,3,,CG,CN,uni,FALSE,1,CG,Collector/Gatherer,UN,Unidentified,,-1,TRUE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,EPHEMERELLIDAE,,EPHEMERELLA,SUBVARIA,Spiny Crawler Mayflies,848
GLOSSIPHONIA,Genus,FALSE,4,4_worse,PR,SP,NA,FALSE,7,PR,Predator,UN,Unidentified,,0,FALSE,,ANNELIDA,CLITELLATA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,,GLOSSIPHONIA,,Leeches,850
PHYSA ACUTA,Species,FALSE,5,,SC,CB,NA,FALSE,8,SC,Scraper,UN,Unidentified,,0,FALSE,,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,PHYSIDAE,,PHYSA,ACUTA,Physid Snails,851
LEPIDOSTOMA LIBUM,Species,FALSE,3,,SH,CB,uni,FALSE,1,SH,Shredder,UN,Unidentified,,-1,TRUE,,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPIDOSTOMATIDAE,,LEPIDOSTOMA,LIBUM,Lepidostomatid Case Maker Caddisflies,853
METRIOCNEMUS EURYNOTUS,Species,FALSE,,,CG,"SP,BU",uni,FALSE,,UN,Unidentified,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,,METRIOCNEMUS,EURYNOTUS,"Non-Biting Midges, Midges",855
NEOPHYLAX CONCINNUS,Species,FALSE,3,,SC,CN,uni,FALSE,3,SC,Scraper,UN,Unidentified,,-1,TRUE,,ARTHROPODA,INSECTA,,TRICHOPTERA,UENOIDAE,,NEOPHYLAX,CONCINNUS,Uenoid Case Maker Caddisflies,856
DICRANOTA IOWA,Species,FALSE,4,4_middle,PR,"BU,SP",uni,FALSE,3,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,DIPTERA,TIPULIDAE,,DICRANOTA,IOWA,Crane Flies,857
PRODIAMESA OLIVACEA,Species,FALSE,,,CG,"SP,BU",uni,FALSE,3,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,,PRODIAMESA,OLIVACEA,"Non-Biting Midges, Midges",859
PSEUDOSTENOPHYLAX UNIFORMIS,Species,FALSE,,,SH,SP,uni,FALSE,0,SH,Shredder,UN,Unidentified,,-1,TRUE,,ARTHROPODA,INSECTA,,TRICHOPTERA,LIMNEPHILIDAE,,PSEUDOSTENOPHYLAX,UNIFORMIS,Northern Case Maker Caddisflies,860
GLOSSOSOMA INTERMEDIA,Species,FALSE,3,,SC,CN,multi,FALSE,0,SC,Scraper,UN,Unidentified,,-1,TRUE,,ARTHROPODA,INSECTA,,TRICHOPTERA,GLOSSOSOMATIDAE,,GLOSSOSOMA,INTERMEDIA,Saddlecase Maker Caddisflies,862
PLANORBELLA TRIVOLVIS,Species,FALSE,4,4_worse,SC,CB,NA,FALSE,8,SC,Scraper,UN,Unidentified,,0,FALSE,,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,PLANORBIDAE,,PLANORBELLA,TRIVOLVIS,Planorbid Snails,865
ISCHNURA,Genus,FALSE,4,4_worse,PR,CB,uni,FALSE,9,PR,Predator,UN,Unidentified,,0,FALSE,RM,ARTHROPODA,INSECTA,,ODONATA,COENAGRIONIDAE,,ISCHNURA,,Narrowwinged Damselflies,869
HYDROCANTHUS IRICOLOR,Species,FALSE,,,PR,CB,uni,FALSE,6.9,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,COLEOPTERA,NOTERIDAE,,HYDROCANTHUS,IRICOLOR,Burrowing Water Beetles,870
MACCAFFERTIUM,Genus,FALSE,4,4_middle,SC,CN,uni,FALSE,3.9,SC,Scraper,CN,Clinger,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,MACCAFFERTIUM,,Flatheaded Mayflies,871
ANODONTOIDES FERUSSACIANUS,Species,FALSE,,,CF,BU,NA,FALSE,,CF,Filterer,UN,Unidentified,,0,FALSE,,MOLLUSCA,BIVALVIA,PALAEOHETERODONTA,UNIONOIDA,UNIONIDAE,,ANODONTOIDES,FERUSSACIANUS,Mussels,872
PSEUDOCENTROPTILOIDES,Genus,FALSE,,,CG,"SW,CN",NA,FALSE,4.8,CG,Collector/Gatherer,SW/CN,Swimmer/Clinger,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,PSEUDOCENTROPTILOIDES,,Small Minnow Mayflies,873
OPHIOGOMPHUS SMITHI,Species,FALSE,3,,PR,BU,semi,FALSE,1,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,OPHIOGOMPHUS,SMITHI,Clubtail Dragonflies,874
OECETIS CINERASCENS,Species,FALSE,4,4_middle,PR,"CN,SP",uni,FALSE,8,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,OECETIS,CINERASCENS,Longhorned Case Maker Caddisflies,877
EPITHECA,Genus,FALSE,4,4_middle,PR,CB,uni,FALSE,7,PR,Predator,UN,Unidentified,,0,FALSE,RM,ARTHROPODA,INSECTA,,ODONATA,CORDULIIDAE,,EPITHECA,,Greeneyed Skimmers,878
EPITHECA PRINCEPS,Species,FALSE,4,4_middle,PR,CB,uni,FALSE,7,PR,Predator,UN,Unidentified,,0,FALSE,RM,ARTHROPODA,INSECTA,,ODONATA,CORDULIIDAE,,EPITHECA,PRINCEPS,Greeneyed Skimmers,879
PHYSA GYRINA,Species,FALSE,5,,SC,CB,NA,FALSE,8,SC,Scraper,UN,Unidentified,,0,FALSE,,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,PHYSIDAE,,PHYSA,GYRINA,Physid Snails,881
CAENIS AMICA,Species,FALSE,4,4_middle,CG,SP,multi,FALSE,7,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,CAENIDAE,,CAENIS,AMICA,Small Squaregill Mayflies,882
TRAMEA,Genus,FALSE,4,4_middle,PR,SP,uni,FALSE,9,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,TRAMEA,,Skimmer Dragonflies,883
VALVATA TRICARINATA,Species,FALSE,,,SC,CB,multi,FALSE,8,SC,Scraper,UN,Unidentified,,0,FALSE,,MOLLUSCA,GASTROPODA,,HETEROSTROPHA,VALVATIDAE,,VALVATA,TRICARINATA,Valvatid Snails,884
ANCYRONYX,Genus,FALSE,4,4_middle,CG,CN,"semi,uni",FALSE,6,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,COLEOPTERA,ELMIDAE,,ANCYRONYX,,Riffle Beetles,888
NIGRONIA SERRICORNIS,Species,FALSE,3,,PR,CN,semi,FALSE,0,PR,Predator,UN,Unidentified,,-1,TRUE,,ARTHROPODA,INSECTA,,MEGALOPTERA,CORYDALIDAE,,NIGRONIA,SERRICORNIS,"Dobsonflies, Fishflies, Hellgrammites",889
CERACLEA ANCYLUS,Species,FALSE,4,4_middle,CG,"CN,SP",uni,FALSE,3,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,CERACLEA,ANCYLUS,Longhorned Case Maker Caddisflies,897
GOMPHUS GRASLINELLUS,Species,FALSE,4,4_middle,PR,BU,NA,FALSE,5,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,GOMPHUS,GRASLINELLUS,Clubtail Dragonflies,898
CLIOPERLA CLIO,Species,FALSE,3,,PR,CN,uni,FALSE,1,PR,Predator,UN,Unidentified,,-1,TRUE,CS,ARTHROPODA,INSECTA,,PLECOPTERA,PERLODIDAE,,CLIOPERLA,CLIO,Perlodid Stoneflies,899
ERPOBDELLA PUNCTATA,Species,FALSE,4,4_worse,PR,SP,NA,FALSE,7.8,PA,Parasite,UN,Unidentified,,0,FALSE,,ANNELIDA,CLITELLATA,HIRUDINEA,ARHYNCHOBDELLIDA,ERPOBDELLIDAE,,ERPOBDELLA,PUNCTATA,Leeches,9
PHORIDAE,Family,FALSE,,,CG,BU,NA,FALSE,,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,DIPTERA,PHORIDAE,,,,Humpbacked Flies,903
STENELMIS MUSGRAVEI,Species,FALSE,4,4_middle,SC,CN,"semi,uni",FALSE,5,SC,Scraper,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,COLEOPTERA,ELMIDAE,,STENELMIS,MUSGRAVEI,Riffle Beetles,904
ORCONECTES PROPINQUUS,Species,FALSE,4,4_middle,"CG,SH",SP,NA,FALSE,6,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,DECAPODA,CAMBARIDAE,,ORCONECTES,PROPINQUUS,Crayfishes,905
CERACLEA ENODIS,Species,FALSE,4,4_middle,CG,"CN,SP",uni,FALSE,3,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,CERACLEA,ENODIS,Longhorned Case Maker Caddisflies,909
NILOBEZZIA,Genus,FALSE,,,PR,BU,NA,FALSE,6,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,DIPTERA,CERATOPOGONIDAE,,NILOBEZZIA,,"Biting Midges, No-See-Ums, Punkies",911
DIPHETOR HAGENI,Species,FALSE,,,CG,SW,multi,FALSE,5,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,DIPHETOR,HAGENI,Small Minnow Mayflies,912
PROCLOEON RUBROPICTUM,Species,FALSE,4,4_middle,CG,SW,multi,FALSE,4.8,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,PROCLOEON,RUBROPICTUM,Small Minnow Mayflies,914
CERACLEA TARSIPUNCTATA,Species,FALSE,4,4_middle,CG,"CN,SP",uni,FALSE,3,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,CERACLEA,TARSIPUNCTATA,Longhorned Case Maker Caddisflies,915
PLACOBDELLA PHALERA,Species,FALSE,4,4_worse,PR,SP,NA,FALSE,7,PR,Predator,UN,Unidentified,,0,FALSE,,ANNELIDA,CLITELLATA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,,PLACOBDELLA,PHALERA,Leeches,916
ECTEMNIA,Genus,FALSE,,,CF,CN,multi,FALSE,1,CF,Filterer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,DIPTERA,SIMULIIDAE,,ECTEMNIA,,Black Flies,917
CALLIBAETIS FLORIDANUS,Species,FALSE,4,4_worse,CG,SW,multi,FALSE,9,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,CALLIBAETIS,FLORIDANUS,Small Minnow Mayflies,918
EPHYDRA,Genus,FALSE,5,,"CG,SH",BU,multi,FALSE,6,SH,Shredder,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,DIPTERA,EPHYDRIDAE,,EPHYDRA,,"Shore Flies, Brine Flies",920
CRANGONYX,Genus,FALSE,4,4_middle,CG,SP,uni,FALSE,8,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,AMPHIPODA,CRANGONYCTIDAE,,CRANGONYX,,Scuds and sideswimmers,921
STYGOBROMUS,Genus,FALSE,3,,CG,SP,uni,FALSE,8,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,AMPHIPODA,CRANGONYCTIDAE,,STYGOBROMUS,,Scuds and sideswimmers,923
CALOPTERYX MACULATA,Species,FALSE,4,4_worse,PR,CB,uni,FALSE,5,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,CALOPTERYGIDAE,,CALOPTERYX,MACULATA,Broadwinged Damselflies,924
ARGIA APICALIS,Species,FALSE,4,4_worse,PR,"CB,CN",uni,FALSE,8,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,COENAGRIONIDAE,,ARGIA,APICALIS,Narrowwinged Damselflies,927
HAEMOPIS MARMORATA,Species,FALSE,,,"PR,SH",SP,NA,FALSE,7,UN,Unidentified,UN,Unidentified,,0,FALSE,,ANNELIDA,CLITELLATA,HIRUDINEA,ARHYNCHOBDELLIDA,HAEMOPIDAE,,HAEMOPIS,MARMORATA,Leeches,929
HYDRELLIA,Genus,FALSE,,,"SH,CG",BU,multi,FALSE,6,SH,Shredder,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,DIPTERA,EPHYDRIDAE,,HYDRELLIA,,"Shore Flies, Brine Flies",930
ARCHILESTES GRANDIS,Species,FALSE,4,4_middle,PR,CB,uni,FALSE,9,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,LESTIDAE,,ARCHILESTES,GRANDIS,Spreadwinged Damselflies,932
SUCCINEA,Genus,FALSE,,,SC,NA,NA,FALSE,,SC,Scraper,UN,Unidentified,,0,FALSE,,MOLLUSCA,GASTROPODA,,STYLOMMATOPHORA,SUCCINEIDAE,,SUCCINEA,,Succineid Snails,933
EISENIELLA,Genus,FALSE,4,4_middle,CG,NA,NA,FALSE,10,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ANNELIDA,CLITELLATA,OLIGOCHAETA,HAPLOTAXIDA,LUMBRICIDAE,,EISENIELLA,,Aquatic Worms,939
PSEUDOSTENOPHYLAX,Genus,FALSE,,,SH,SP,uni,FALSE,0,SH,Shredder,UN,Unidentified,,-1,TRUE,,ARTHROPODA,INSECTA,,TRICHOPTERA,LIMNEPHILIDAE,,PSEUDOSTENOPHYLAX,,Northern Case Maker Caddisflies,941
CRAMBIDAE,Family,FALSE,3,,SH,BU,NA,FALSE,,UN,Unidentified,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,LEPIDOPTERA,CRAMBIDAE,,,,Crambid Moths,943
NYMPHULA,Genus,FALSE,,,SH,CB,NA,FALSE,7,SH,Shredder,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,LEPIDOPTERA,CRAMBIDAE,,NYMPHULA,,Crambid Moths,944
ISWAEON ANOKA,Species,FALSE,,,SC,SW,NA,FALSE,2,SC,Scraper,SW/CN,Swimmer/Clinger,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,ISWAEON,ANOKA,Small Minnow Mayflies,945
TOXOLASMA,Genus,FALSE,,,CF,BU,NA,FALSE,,CF,Filterer,UN,Unidentified,,0,FALSE,,MOLLUSCA,BIVALVIA,PALAEOHETERODONTA,UNIONOIDA,UNIONIDAE,,TOXOLASMA,,Mussels,947
TOXOLASMA PARVUM,Species,FALSE,,,CF,BU,NA,FALSE,,CF,Filterer,UN,Unidentified,,0,FALSE,,MOLLUSCA,BIVALVIA,PALAEOHETERODONTA,UNIONOIDA,UNIONIDAE,,TOXOLASMA,PARVUM,Mussels,948
BRANCHIURA SOWERBYI,Species,FALSE,4,4_middle,CG,CB,NA,FALSE,6,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ANNELIDA,CLITELLATA,OLIGOCHAETA,HAPLOTAXIDA,TUBIFICIDAE,,BRANCHIURA,SOWERBYI,Aquatic Worms,949
PERICOMA/TELMATOSCOPUS,Genus,FALSE,,,CG,BU,NA,FALSE,4,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,DIPTERA,PSYCHODIDAE,,PERICOMA/TELMATOSCOPUS,,Moth Flies,952
TABANUS/WHITNEYOMIA/ATYLOTUS,Genus,FALSE,,,PR,SP,NA,FALSE,5,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,DIPTERA,TABANIDAE,,TABANUS/WHITNEYOMIA/ATYLOTUS,,"Horse Flies, Deer Flies",953
BAETISCA OBESA,Species,FALSE,4,4_middle,CG,"SP,SW",uni,FALSE,5,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETISCIDAE,,BAETISCA,OBESA,Armored Mayflies,955
CERACLEA SPONGILLOVORAX,Species,FALSE,4,4_middle,CG,"CN,SP",uni,FALSE,3,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,CERACLEA,SPONGILLOVORAX,Longhorned Case Maker Caddisflies,958
