TaxaID,Rank,NonTarget,BCG_Attr,BCG_Attr2,FFG,FFG_Src,HABIT,HABIT_Src,LIFE_CYCLE,LIFE_CYCLE_Src,THERMAL_INDICATOR,AirBreather,PHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,SUBFAMILY,TRIBE,GENUS
HEPTAGENIIDAE,Family,FALSE,4,4_middle,SC,IA; NE; MODNR; OK; MN; NRSA,CN,NE; OK; MN,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,,
HESPEROCORIXA,Genus,FALSE,4,4_middle,PH,IA; MODNR; NRSA; Tward; MN,SW,IA; NE; MODNR; OK; MN; Tward; NRSA,uni,NRSA,,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,CORIXIDAE,,,HESPEROCORIXA
HETAERINA,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,"CB,CN",NE; OK; MN; Tward; NRSA,semi,Tward,warm,FALSE,ARTHROPODA,INSECTA,,ODONATA,CALOPTERYGIDAE,,,HETAERINA
HETAERINA AMERICANA,Species,FALSE,4,4_middle,PR,IA; NE; OK; MN; Tward; NRSA,"CB,CN",NE; MN; Tward; NRSA,semi,Tward,warm,FALSE,ARTHROPODA,INSECTA,,ODONATA,CALOPTERYGIDAE,,,HETAERINA
HETAERINA TITIA,Species,FALSE,4,4_middle,PR,OK; MN; Tward; NRSA,"CB,CN",MN; Tward; NRSA,semi,Tward,,FALSE,ARTHROPODA,INSECTA,,ODONATA,CALOPTERYGIDAE,,,HETAERINA
HETERELMIS,Genus,FALSE,4,4_middle,CG,OK; Tward,CN,Tward; NRSA,semi,Tward,,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,ELMIDAE,,,HETERELMIS
HETERELMIS VULNERATA,Species,FALSE,4,4_middle,CG,OK; Tward,CN,Tward; NRSA,semi,Tward,,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,ELMIDAE,,,HETERELMIS
HETEROCERIDAE,Family,FALSE,4,4_worse,NA,mixed,CN,NE,NA,,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HETEROCERIDAE,,,
HETEROCLOEON,Genus,FALSE,,NA,SC,IA; NE; MODNR; OK; MN; NRSA; Tward,SW,NE; MODNR; OK; MN; Tward; NRSA,multi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,,HETEROCLOEON
HETEROSTERNUTA,Genus,FALSE,4,4_middle,PR,IA; MODNR; OK; MN; Tward,SW,MODNR; MN; Tward,NA,,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,HETEROSTERNUTA
HETEROSTERNUTA DIVERSICORNIS,Species,FALSE,4,4_middle,PR,IA; OK; Tward,SW,Tward,NA,,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,HETEROSTERNUTA
HETEROSTERNUTA PULCHER,Species,FALSE,4,4_middle,PR,IA; OK; Tward,SW,Tward,NA,,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,HETEROSTERNUTA
HETEROSTERNUTA WICKHAMI,Species,FALSE,4,4_middle,PR,IA; OK; Tward,SW,Tward,NA,,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,HETEROSTERNUTA
HEXAGENIA,Genus,FALSE,4,4_middle,CG,IA; MODNR; OK; MN; Tward; NRSA,BU,IA; NE; MODNR; OK; MN; Tward; NRSA,semi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,EPHEMERIDAE,,,HEXAGENIA
HEXAGENIA LIMBATA,Species,FALSE,4,4_middle,CG,IA; MODNR; OK; MN; Tward; NRSA,BU,NE; MODNR; MN; Tward; NRSA,semi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,EPHEMERIDAE,,,HEXAGENIA
HEXATOMA,Genus,FALSE,3,,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,BU,IA; NE; MODNR; OK; MN; Tward; NRSA,uni,Tward,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,TIPULIDAE,,,HEXATOMA
HIRUDINEA,Subclass,FALSE,4,4_worse,PR,NE; OK; MN; NRSA,SP,OK; MN,semi,NRSA,,FALSE,ANNELIDA,CLITELLATA,HIRUDINEA,,,,,
HIRUDINIDAE,Family,FALSE,,NA,PR,NRSA,SP,NRSA,NA,,,FALSE,ANNELIDA,CLITELLATA,HIRUDINEA,ARHYNCHOBDELLID,HIRUDINIDAE,,,
HOMOEONEURIA,Genus,FALSE,,NA,CF,IA; MODNR; OK; MN; Tward; NRSA,BU,MODNR; OK; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,OLIGONEURIIDAE,,,HOMOEONEURIA
HOMOEONEURIA AMMOPHILA,Species,FALSE,,NA,CF,IA; OK; MN; Tward; NRSA,BU,MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,OLIGONEURIIDAE,,,HOMOEONEURIA
HYALELLA,Genus,FALSE,4,4_worse,CG,IA; NE; MODNR; OK; MN; ; NRSA,SP,MN; NRSA,multi,NRSA,,FALSE,ARTHROPODA,MALACOSTRACA,,AMPHIPODA,HYALELLIDAE,,,HYALELLA
HYALELLA AZTECA,Species,FALSE,4,4_worse,CG,IA; NE; MODNR; OK; MN; ; NRSA,SP,MN; NRSA,multi,NRSA,,FALSE,ARTHROPODA,MALACOSTRACA,,AMPHIPODA,HYALELLIDAE,,,HYALELLA
HYBOMITRA,Genus,FALSE,4,4_middle,PR,IA; MODNR; MN; Tward,SP,IA; MODNR; OK; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,TABANIDAE,,,HYBOMITRA
HYDROBAENUS,Genus,FALSE,4,4_worse,SC,NE; MODNR; MN; NRSA; Tward,SP,NE; MODNR; OK; MN; Tward; NRSA,uni,Tward,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Orthocladiinae,,HYDROBAENUS
HYDROBIIDAE,Family,FALSE,4,4_middle,SC,IA; NE; MODNR; OK; MN,CB,OK; MN,multi,NRSA,,FALSE,MOLLUSCA,GASTROPODA,,NEOTAENIOGLOSSA,HYDROBIIDAE,,,
HYDROBIUS,Genus,FALSE,4,4_worse,PR,IA; NE; MODNR; MN; NRSA,"CB,CN",OK; MN; Tward; NRSA,uni,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,,HYDROBIUS
HYDROCANTHUS,Genus,FALSE,,NA,PR,IA; Tward; NRSA,CB,Tward; NRSA,uni,Tward,,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,NOTERIDAE,,,HYDROCANTHUS
HYDROCANTHUS IRICOLOR,Species,FALSE,,NA,PR,IA; Tward; NRSA,CB,Tward; NRSA,uni,Tward,,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,NOTERIDAE,,,HYDROCANTHUS
HYDROCHARA,Genus,FALSE,,NA,PR,NE; MODNR; OK; Tward,"SW,CB",NE; MODNR; OK; MN; Tward; NRSA,uni,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,,HYDROCHARA
HYDROCHUS,Genus,FALSE,4,4_worse,SH,IA; NE; MODNR; OK; MN; Tward; NRSA,"CB,SW",Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROCHIDAE,,,HYDROCHUS
HYDROMETRA,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,SK,NE; MODNR; OK; MN; Tward; NRSA,multi,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,HYDROMETRIDAE,,,HYDROMETRA
HYDROMETRA MARTINI,Species,FALSE,4,4_middle,PR,IA; MN; Tward; NRSA,SK,MN; Tward; NRSA,multi,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,HYDROMETRIDAE,,,HYDROMETRA
HYDROPERLA,Genus,FALSE,3,,PR,MODNR; OK; MN; Tward,CN,OK; MN; Tward,uni,Tward,,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLODIDAE,,,HYDROPERLA
HYDROPERLA CROSBYI,Species,FALSE,3,,PR,MODNR; OK; MN; Tward,CN,MN; Tward,uni,Tward,,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLODIDAE,,,HYDROPERLA
HYDROPERLA FUGITANS,Species,FALSE,3,,PR,MODNR; OK; Tward,CN,Tward,uni,Tward,,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLODIDAE,,,HYDROPERLA
HYDROPHILIDAE,Family,FALSE,4,4_middle,PR,NE; MODNR; OK; MN; NRSA,SW,IA; NE; MODNR; OK; MN; ;,uni,NRSA,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,,
HYDROPHILUS,Genus,FALSE,,NA,PR,IA; NE; MODNR; OK; MN; Tward;,"SW,CB",NE; MODNR; OK; MN; Tward; NRSA,uni,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,,HYDROPHILUS
HYDROPHILUS TRIANGULARIS,Species,FALSE,,NA,PR,IA; OK; Tward,"SW,CB",Tward; NRSA,uni,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,,HYDROPHILUS
HYDROPORINI,Tribe,FALSE,4,4_middle,PR,OK,SW,NRSA,NA,,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,HYDROPORINI
HYDROPORUS,Genus,FALSE,4,4_middle,PR,IA; MN; Tward; NRSA,SW,MN; Tward; NRSA,semi,Tward,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,HYDROPORUS
HYDROPORUS NIGER,Species,FALSE,4,4_middle,PR,IA; OK; MN; Tward; NRSA,SW,MN; Tward; NRSA,semi,Tward,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,HYDROPORUS
HYDROPORUS NOTABILIS,Species,FALSE,4,4_middle,PR,IA; MN; Tward; NRSA,SW,IA; MN; Tward; NRSA,semi,Tward,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,HYDROPORUS
HYDROPSYCHE,Genus,FALSE,4,4_worse,CF,IA; NE; MODNR; OK; MN; Tward; NRSA,CN,NE; OK; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,,,HYDROPSYCHE
HYDROPSYCHE ARINALE,Species,FALSE,4,4_middle,CF,IA; NE; OK; MN; Tward; NRSA,CN,NE; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,,,HYDROPSYCHE
HYDROPSYCHE BETTENI,Species,FALSE,4,4_worse,CF,IA; NE; OK; MN; Tward; NRSA,CN,NE; MN; Tward; NRSA,uni,Tward; NRSA,cool,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,,,HYDROPSYCHE
HYDROPSYCHE BIDENS,Species,FALSE,4,4_middle,CF,IA; NE; OK; MN; Tward; NRSA,CN,NE; MN; Tward; NRSA,uni,Tward; NRSA,warm,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,,,HYDROPSYCHE
HYDROPSYCHE BIDENS/ORRIS,Species,FALSE,4,4_middle,CF,Tward; NRSA,CN,Tward; NRSA,uni,Tward; NRSA,warm,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,,,HYDROPSYCHE
HYDROPSYCHE ORRIS,Species,FALSE,4,4_middle,CF,IA; NE; OK; MN; Tward; NRSA,CN,NE; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,,,HYDROPSYCHE
HYDROPSYCHE SCALARIS,Species,FALSE,4,4_middle,CF,IA; NE; OK; MN; Tward; NRSA,CN,NE; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,,,HYDROPSYCHE
HYDROPSYCHE SIMULANS,Species,FALSE,4,4_worse,CF,IA; NE; OK; MN; Tward; NRSA,CN,NE; MN; Tward; NRSA,uni,Tward; NRSA,warm,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,,,HYDROPSYCHE
HYDROPSYCHE VALANIS,Species,FALSE,4,4_middle,CF,OK; MN; Tward; NRSA,CN,MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,,,HYDROPSYCHE
HYDROPSYCHIDAE,Family,FALSE,4,4_middle,CF,IA; NE; MODNR; OK; MN; ;,CN,NE; OK; MN,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,,,
HYDROPTILA,Genus,FALSE,4,4_middle,"SC,PH",NE; MODNR; OK; NRSA; Tward,CN,NE; OK; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPTILIDAE,,,HYDROPTILA
HYDROPTILIDAE,Family,FALSE,4,4_middle,"SC,PH",NE; MODNR; OK; NRSA; Tward,CB,IA; OK; MN,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPTILIDAE,,,
HYDROVATUS,Genus,FALSE,,NA,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,SW,NE; OK; MN; Tward; NRSA,NA,,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,HYDROVATUS
HYDROVATUS PUSTULATUS,Species,FALSE,,NA,PR,IA; OK; MN; Tward; NRSA,SW,MN; Tward; NRSA,NA,,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,HYDROVATUS
HYGROTUS,Genus,FALSE,4,4_worse,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,SW,IA; NE; MODNR; OK; MN; Tward; NRSA,multi,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,HYGROTUS
HYGROTUS ACAROIDES,Species,FALSE,4,4_worse,PR,MN; Tward; NRSA,SW,MN; Tward; NRSA,multi,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,HYGROTUS
ILYBIUS,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,SW,NE; MODNR; OK; MN; Tward; NRSA,uni,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,ILYBIUS
ILYBIUS OBLITUS,Species,FALSE,4,4_middle,PR,MN; Tward; NRSA,SW,MN; Tward; NRSA,uni,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,ILYBIUS
IRONOQUIA,Genus,FALSE,4,4_middle,SH,IA; NE; MODNR; OK; MN; Tward; NRSA,"CB,CN,SP",NRSA,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LIMNEPHILIDAE,,,IRONOQUIA
IRONOQUIA PUNCTATISSIMA,Species,FALSE,4,4_middle,SH,NE; Tward; NRSA,"CB,CN,SP",NRSA,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LIMNEPHILIDAE,,,IRONOQUIA
ISCHNURA,Genus,FALSE,4,4_worse,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,CB,NE; OK; MN; Tward; NRSA,uni,Tward,,FALSE,ARTHROPODA,INSECTA,,ODONATA,COENAGRIONIDAE,,,ISCHNURA
ISONYCHIA,Genus,FALSE,4,4_middle,CF,IA; MODNR; OK; MN; Tward; NRSA,"SW,CN",IA; NE; MODNR; OK; MN; Tward; NRSA,uni,NRSA,warm,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,ISONYCHIIDAE,,,ISONYCHIA
ISONYCHIIDAE,Family,FALSE,4,4_middle,CF,IA; MODNR; OK; MN,SW,MN,NA,,,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,ISONYCHIIDAE,,,
ISOPERLA,Genus,FALSE,3,,PR,IA; NE; MODNR; MN; Tward; NRSA,CN,NE; OK; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLODIDAE,,,ISOPERLA
ISOPERLA BILINEATA,Species,FALSE,3,,PR,IA; MN; Tward; NRSA,CN,MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLODIDAE,,,ISOPERLA
ISOPERLA MARLYNIA,Species,FALSE,3,,PR,IA; MN; Tward; NRSA,CN,MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLODIDAE,,,ISOPERLA
ISOPERLA MOHRI,Species,FALSE,3,,PR,Tward; NRSA,CN,Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLODIDAE,,,ISOPERLA
ISOTOMURUS,Genus,TRUE,,NA,CG,NE; OK; MN; NRSA,SK,NE; MN,NA,,,FALSE,ARTHROPODA,INSECTA,,COLLEMBOLA,ISOTOMIDAE,,,ISOTOMURUS
ITHYTRICHIA,Genus,FALSE,,NA,"SC,PR",NRSA; Tward; MN; OK; MODNR,CN,OK; MN; Tward; NRSA,uni,Tward,,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPTILIDAE,,,ITHYTRICHIA
ITHYTRICHIA CLAVATA,Species,FALSE,,NA,"SC,PR",NRSA; Tward; MN; OK; MODNR,CN,Tward; NRSA,uni,Tward,,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPTILIDAE,,,ITHYTRICHIA
KIEFFERULUS,Genus,FALSE,4,4_middle,CG,NE; MODNR; OK; MN; Tward; NRSA,BU,MODNR; OK; MN; Tward; NRSA,multi,Poff et al. 2006; Will Bouchard pers comm,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Chironominae,Chironomini,KIEFFERULUS
KRENOPELOPIA,Genus,FALSE,,NA,PR,MODNR; MN; Tward; NRSA,SP,MODNR; OK; MN; Tward; NRSA,NA,,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Tanypodinae,Pentaneurini,KRENOPELOPIA
LABRUNDINIA,Genus,FALSE,4,4_middle,PR,NE; MODNR; MN; Tward; NRSA,SP,NE; MODNR; OK; MN; Tward; NRSA,uni,Tward,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Tanypodinae,Pentaneurini,LABRUNDINIA
LACCOBIUS,Genus,FALSE,4,4_worse,PH,IA; MODNR; NRSA; Tward; MN,CN,OK; Tward; NRSA,uni,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,,LACCOBIUS
LACCODYTES,Genus,FALSE,,NA,PR,OK; Tward,NA,,NA,,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,LACCODYTES
LACCOPHILUS,Genus,FALSE,4,4_worse,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,SW,NE; MODNR; OK; MN; Tward; NRSA,multi,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,LACCOPHILUS
LACCOPHILUS FASCIATUS,Species,FALSE,4,4_worse,PR,IA; NE; OK; MN; Tward; NRSA,SW,NE; MN; Tward; NRSA,multi,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,LACCOPHILUS
LACCOPHILUS FASCIATUS RUFUS,Species,FALSE,4,4_worse,PR,OK; Tward; NRSA,SW,Tward; NRSA,multi,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,LACCOPHILUS
LACCOPHILUS FASCIATUS TERMINALIS,Species,FALSE,4,4_worse,PR,OK; Tward; NRSA,SW,Tward; NRSA,multi,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,LACCOPHILUS
LACCOPHILUS MACULOSUS,Species,FALSE,4,4_worse,PR,IA; OK; MN; Tward; NRSA,SW,MN; Tward; NRSA,multi,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,LACCOPHILUS
LACCOPHILUS MACULOSUS MACULOSUS,Species,FALSE,4,4_worse,PR,IA; OK; MN; Tward; NRSA,SW,Tward; NRSA,multi,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,LACCOPHILUS
LACCOPHILUS PROXIMUS,Species,FALSE,4,4_worse,PR,IA; OK; MN; Tward; NRSA,SW,MN; Tward; NRSA,multi,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,LACCOPHILUS
LAMPYRIDAE,Family,FALSE,,NA,NA,,NA,,NA,,,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,LAMPYRIDAE,,,
LARSIA,Genus,FALSE,4,4_middle,PR,NE; MODNR; MN; Tward; NRSA,SP,NE; MODNR; OK; MN; Tward; NRSA,"multi,uni",Tward,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Tanypodinae,Pentaneurini,LARSIA
LARSIA/TELOPELOPIA,Genus,FALSE,4,4_middle,PR,Tward; NRSA,SP,Tward; NRSA,"multi,uni",Tward,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Tanypodinae,Pentaneurini,LARSIA
LEPTOCERIDAE,Family,FALSE,4,4_middle,CG,NE; MODNR; OK; MN,CB,IA; OK; MN,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,,
LEPTOPHLEBIA,Genus,FALSE,4,4_better,CG,IA; NE; MODNR; OK; MN; Tward; NRSA,SW,IA; NE; MODNR; OK; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,LEPTOPHLEBIIDAE,,,LEPTOPHLEBIA
LEPTOPHLEBIIDAE,Family,FALSE,4,4_better,CG,IA; NE; MODNR; OK; MN; NRSA,"SW,CN",NE; MODNR; OK,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,LEPTOPHLEBIIDAE,,,
LESTES,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,CB,NE; OK; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,LESTIDAE,,,LESTES
LEUCROCUTA,Genus,FALSE,3,,SC,IA; OK; NRSA; Tward,CN,Tward; NRSA,uni,Tward; NRSA,warm,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,,LEUCROCUTA
LEUCROCUTA MACULIPENNIS,Species,FALSE,3,,SC,IA; OK; NRSA; Tward,CN,Tward; NRSA,uni,Tward; NRSA,warm,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,,LEUCROCUTA
LIBELLULA,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,SP,NE; MODNR; OK; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,LIBELLULA
LIBELLULA LUCTUOSA,Species,FALSE,4,4_middle,PR,IA; NE; OK; MN; Tward; NRSA,SP,NE; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,LIBELLULA
LIBELLULA PULCHELLA,Species,FALSE,4,4_middle,PR,IA; OK; MN; Tward; NRSA,SP,MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,LIBELLULA
LIBELLULA SATURATA,Species,FALSE,4,4_middle,PR,OK; Tward; NRSA,SP,Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,LIBELLULA
LIBELLULA VIBRANS,Species,FALSE,4,4_middle,PR,MN; Tward; NRSA,SP,MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,LIBELLULA
LIBELLULIDAE,Family,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; NRSA,SP,IA; NE; MODNR; OK; MN; NRSA,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,
LIMNEPHILIDAE,Family,FALSE,4,4_middle,SH,NE; MODNR; OK; MN; NRSA,CB,OK; MN,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LIMNEPHILIDAE,,,
LIMNEPHILUS,Genus,FALSE,4,4_middle,SH,IA; NE; MODNR; OK; MN; Tward; NRSA,"SP,CB",IA; NE; OK; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LIMNEPHILIDAE,,,LIMNEPHILUS
LIMNODRILUS,Genus,FALSE,4,4_middle,CG,NE; OK; MN; NRSA,"BU,CN",NE; OK; MN; NRSA,NA,,,FALSE,ANNELIDA,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,,,LIMNODRILUS
LIMNODRILUS HOFFMEISTERI,Species,FALSE,4,4_middle,CG,NE; MODNR; OK; NRSA,"BU,CN",NE; NRSA,NA,,,FALSE,ANNELIDA,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,,,LIMNODRILUS
LIMNOPHILA,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,BU,IA; NE; MODNR; OK; MN; Tward; NRSA,uni,Tward,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,TIPULIDAE,,,LIMNOPHILA
LIODESSUS,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,SW,NE; MODNR; OK; MN; Tward; NRSA,"multi,uni",Tward,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,LIODESSUS
LIODESSUS FLAVICOLLIS,Species,FALSE,,NA,PR,IA; MN; Tward; NRSA,SW,MN; Tward; NRSA,"multi,uni",Tward,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,LIODESSUS
LIRCEUS,Genus,FALSE,3,,CG,MODNR; OK; MN; NRSA,SP,OK; MN; NRSA,NA,,,FALSE,ARTHROPODA,MALACOSTRACA,,ISOPODA,ASELLIDAE,,,LIRCEUS
