Taxon_Group,Taxon_orig,NonTarget,Changed,Rationale,OTU_MTTI,OTU_MetricCalc,OTU_BCG_MariNW,OTU_BSTI,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species
Other Non-Insect,Decapoda,FALSE,no,,DNI,Decapoda,Decapoda,DNI,95599,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,,,,,,,,,,,,
Chironomidae,Demicryptochironomus,FALSE,no,,DNI,Demicryptochironomus,Demicryptochironomus,DNI,129421,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Demicryptochironomus,,,,,
Oligochaeta,Dero,FALSE,no,,Naidinae,Dero,Oligochaeta,Naidinae,68898,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Dero,,,,,
Coleoptera,Deronectes,FALSE,yes,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,678402,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,,,,,,,,
Chironomidae,Derotanypus,FALSE,no,,DNI,Derotanypus,Derotanypus,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,,,Derotanypus,,,,,
Trichoptera,Desmona,FALSE,yes,Single species,DNI,Monophylax mono,Monophylax mono,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Limnephilinae,Chilostigmini,,Monophylax,,,,,
Trichoptera,Desmona mono,FALSE,yes,Single species,DNI,Monophylax mono,Monophylax mono,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Limnephilinae,Chilostigmini,,Monophylax,,,,,
Coleoptera,Desmopachria convexa,FALSE,yes,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,678402,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,,,,,,,,
Plecoptera,Despaxia,FALSE,yes,Single species in genus in NA,Despaxia augusta,Despaxia augusta,Despaxia augusta,Despaxia augusta,102841,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Leuctridae,Leuctrinae,,,Despaxia,,,,,
Plecoptera,Despaxia augusta,FALSE,no,Single species in genus in NA,Despaxia augusta,Despaxia augusta,Despaxia augusta,Despaxia augusta,102841,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Leuctridae,Leuctrinae,,,Despaxia,,,,,
Coleoptera,Deuteronectes,FALSE,no,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Deuteronectes,Hydroporinae,Hydroporinae,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,Hydroporini,,Deuteronectes,,,,,
Diptera,Deuterophlebia,FALSE,no,,DNI,Deuterophlebia,Deuterophlebia,DNI,121287,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Deuterophlebiidae,,,,Deuterophlebia,,,,,
Diptera,Deuterophlebiidae,FALSE,yes,,DNI,Deuterophlebia,Deuterophlebia,DNI,121287,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Deuterophlebiidae,,,,Deuterophlebia,,,,,
Chironomidae,Diamesa,FALSE,no,,Diamesa,Diamesa,Diamesa,Diamesa,128355,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,Diamesa,,,,,
Chironomidae,Diamesinae,FALSE,no,,DNI,Diamesinae,Diamesinae,DNI,128341,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,,,,,,,,
Other Non-Insect,Dicata,TRUE,NonTarget,Marine,DNI,DNI,DNI,DNI,,Animalia,Mollusca,,Gastropoda,Opisthobranchia,Nudibranchia,,,Facelinidae,,,,,,,,,
Trichoptera,Dicosmoecinae,FALSE,no,,DNI,Dicosmoecinae,Dicosmoecinae,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Dicosmoecinae,,,,,,,,
Trichoptera,Dicosmoecus,FALSE,no,,DNI,Dicosmoecus,Dicosmoecus,DNI,116265,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Dicosmoecinae,,,Dicosmoecus,,,,,
Trichoptera,Dicosmoecus atripes,FALSE,no,,Dicosmoecus atripes,Dicosmoecus atripes,Dicosmoecus atripes,Dicosmoecus atripes,116266,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Dicosmoecinae,,,Dicosmoecus,,,,,atripes
Trichoptera,Dicosmoecus gilvipes,FALSE,no,,Dicosmoecus gilvipes,Dicosmoecus gilvipes,Dicosmoecus gilvipes,Dicosmoecus gilvipes,116268,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Dicosmoecinae,,,Dicosmoecus,,,,,gilvipes
Trichoptera,Dicosmoecus pallicornis,FALSE,no,,DNI,Dicosmoecus pallicornis,Dicosmoecus pallicornis,DNI,116272,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Dicosmoecinae,,,Dicosmoecus,,,,,pallicornis
Terrestrial,Dicraeus,TRUE,NonTarget,Terrestrial,DNI,DNI,DNI,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Chloropidae,,,,Dicraeus,,,,,
Diptera,Dicranomyia,FALSE,no,,Dicranomyia,Dicranomyia,Dicranomyia,DNI,119705,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limoniinae,,,Dicranomyia,,,,,
Diptera,Dicranophragma,FALSE,no,,DNI,Dicranophragma,Dicranophragma,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limnophilinae,,,Dicranophragma,,,,,
Coleoptera,Dicranopselaphus,FALSE,yes,,DNI,Psephenidae,Psephenidae,DNI,114069,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Psephenidae,,,,,,,,,
Diptera,Dicranota,FALSE,no,,Dicranota,Dicranota,Dicranota,Dicranota,121027,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Pediciidae,Pediciinae,,,Dicranota,,,,,
Terrestrial,Dicranus,TRUE,NonTarget,Terrestrial,DNI,DNI,DNI,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Asilidae,,,,,,,,,
Chironomidae,Dicrotendipes,FALSE,no,,Dicrotendipes,Dicrotendipes,Dicrotendipes,Dicrotendipes,129428,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Dicrotendipes,,,,,
Other Non-Insect,Dina,FALSE,yes,Invalid Jr. syn of Erpobdella,Hirudinida,Erpobdella,Erpobdella,Hirudinida,69439,Animalia,Annelida,,Clitellata,Hirudinea,Arhynchobdellida,Erpobdelliformes,,Erpobdellidae,,,,Dina,,,,,
Coleoptera,Dineutus,FALSE,no,,DNI,Dineutus,Gyrinidae,DNI,112653,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Gyrinidae,,,,,,,,,
Ephemeroptera,Diphetor,FALSE,yes,Single species in genus,Diphetor hageni,Diphetor hageni,Diphetor hageni,Diphetor hageni,568550,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Diphetor,,,,,
Ephemeroptera,Diphetor hageni,FALSE,no,Single species in genus,Diphetor hageni,Diphetor hageni,Diphetor hageni,Diphetor hageni,568550,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Diphetor,,,,,
Ephemeroptera,Diphetor/Fallceon,FALSE,yes,,DNI,Baetidae,Baetidae,DNI,100755,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,,,,,,
Trichoptera,Diplex,TRUE,NonTarget,????  BAD ID?????,DNI,DNI,DNI,DNI,598262,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Diplectroninae,,,Diplex,,,,,
Chironomidae,Diplocladius,FALSE,no,,Diplocladius,Diplocladius,Diplocladius,Diplocladius,128670,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Diplocladius,,,,,
Chironomidae,Diplocladius cultriger,FALSE,yes,,Diplocladius,Diplocladius,Diplocladius,Diplocladius,128670,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Diplocladius,,,,,
Plecoptera,Diploperla,FALSE,yes,,DNI,Perlodidae,Perlodidae,DNI,102994,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,,,,,,,,
Diptera,Diptera,FALSE,no,,DNI,Diptera,Diptera,DNI,118831,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,,,,,,,,,,,,
Plecoptera,Diura,FALSE,no,,DNI,Diura,Diura,DNI,103094,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Perlodini,,Diura,,,,,
Plecoptera,Diura knowltoni,FALSE,yes,,DNI,Diura,Diura,DNI,103094,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Perlodini,,Diura,,,,,
Diptera,Dixa,FALSE,no,,Dixa,Dixa,Dixa,Dixa,125810,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Dixidae,,,,Dixa,,,,,
Diptera,Dixella,FALSE,no,,Dixella,Dixella,Dixella,Dixella,125854,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Dixidae,,,,Dixella,,,,,
Diptera,Dixidae,FALSE,no,,DNI,Dixidae,Dixidae,DNI,125809,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Dixidae,,,,,,,,,
Diptera,Dolichopodidae,FALSE,no,,DNI,Dolichopodidae,Dolichopodidae,DNI,136824,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Dolichopodidae,,,,,,,,,
Trichoptera,Dolophilodes,FALSE,no,,Dolophilodes,Dolophilodes,Dolophilodes,Dolophilodes,115319,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Philopotamidae,Philopotaminae,,,Dolophilodes,,,,,
Trichoptera,Dolophilodes/Sisko,FALSE,yes,,Dolophilodes,Dolophilodes,Dolophilodes,Dolophilodes,115319,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Philopotamidae,Philopotaminae,,,Dolophilodes,,,,,
Chironomidae,Doncricotopus,FALSE,no,,DNI,Doncricotopus,Doncricotopus,DNI,128680,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Doncricotopus,,,,,
Chironomidae,Doncricotopus bicaudatus,FALSE,yes,,DNI,Doncricotopus,Doncricotopus,DNI,128680,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Doncricotopus,,,,,
Plecoptera,Doroneuria,FALSE,no,,Doroneuria,Doroneuria,Doroneuria,Doroneuria,103121,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlidae,Acroneuriinae,Acroneuriini,,Doroneuria,,,,,
Plecoptera,Doroneuria baumanni,FALSE,yes,,Doroneuria,Doroneuria,Doroneuria,Doroneuria,103121,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlidae,Acroneuriinae,Acroneuriini,,Doroneuria,,,,,
Plecoptera,Doroneuria theodora,FALSE,yes,,Doroneuria,Doroneuria,Doroneuria,Doroneuria,103121,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlidae,Acroneuriinae,Acroneuriini,,Doroneuria,,,,,
Ephemeroptera,Drunella,FALSE,no,,DNI,Drunella,Drunella,DNI,101365,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Drunella,,,,,
Ephemeroptera,Drunella coloradensis,FALSE,yes,Formatting and consistency,Drunella coloradensis/flavilinea,Drunella coloradensis/flavilinea,Drunella coloradensis/flavilinea,Drunella coloradensis/flavilinea,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Drunella,,,,,coloradensis/flavilinea
