orig_FinalID_IA,OTU_BCG_IA,modified_BCG,Notes,OTU_TaxaTolAnal
TRICORYTHODES,TRICORYTHODES,FALSE,,TRICORYTHODES
TROMBIDIFORMES,TROMBIDIFORMES,FALSE,,TROMBIDIFORMES
TROPISTERNUS,TROPISTERNUS,FALSE,,TROPISTERNUS
TROPISTERNUS AFFINIS,TROPISTERNUS AFFINIS,FALSE,,TROPISTERNUS AFFINIS
TROPISTERNUS BLATCHLEYI,TROPISTERNUS BLATCHLEYI,FALSE,,TROPISTERNUS BLATCHLEYI
TROPISTERNUS COLLARIS,TROPISTERNUS COLLARIS,FALSE,,TROPISTERNUS COLLARIS
TROPISTERNUS COLUMBIANUS,TROPISTERNUS COLUMBIANUS,FALSE,,TROPISTERNUS COLUMBIANUS
TROPISTERNUS GLABER,TROPISTERNUS GLABER,FALSE,,TROPISTERNUS GLABER
TROPISTERNUS LATERALIS,TROPISTERNUS LATERALIS,FALSE,,TROPISTERNUS LATERALIS
TROPISTERNUS MIXTUS,TROPISTERNUS MIXTUS,FALSE,,TROPISTERNUS MIXTUS
TROPISTERNUS NATATOR,TROPISTERNUS NATATOR,FALSE,,TROPISTERNUS NATATOR
TRUNCILLA DONACIFORMIS,TRUNCILLA DONACIFORMIS,FALSE,,TRUNCILLA DONACIFORMIS
TUBIFICIDAE,TUBIFICIDAE,FALSE,,TUBIFICIDAE
TURBELLARIA,TURBELLARIA,FALSE,,TURBELLARIA
UNIONIDAE,UNIONIDAE,FALSE,,UNIONIDAE
UVARUS,UVARUS,FALSE,,UVARUS
UVARUS GRANARIUS,UVARUS GRANARIUS,FALSE,,UVARUS GRANARIUS
UVARUS LACUSTRIS,UVARUS LACUSTRIS,FALSE,,UVARUS LACUSTRIS
VALVATA,VALVATA,FALSE,,VALVATA
VALVATA TRICARINATA,VALVATA TRICARINATA,FALSE,,VALVATA TRICARINATA
VELIIDAE,VELIIDAE,FALSE,,VELIIDAE
VENEROIDA,VENEROIDA,FALSE,,VENEROIDA
VIVIPARIDAE,VIVIPARIDAE,FALSE,,VIVIPARIDAE
WORMALDIA MOESTA,WORMALDIA MOESTA,FALSE,,WORMALDIA MOESTA
FAXONIUS,FAXONIUS,FALSE,,
FAXONIUS IMMUNIS,FAXONIUS IMMUNIS,FALSE,,
FAXONIUS VIRILIS,FAXONIUS VIRILIS,FALSE,,
LACUNICAMBARUS DIOGENES,LACUNICAMBARUS DIOGENES,FALSE,,
NEOCLOEON TRIANGULIFER,NEOCLOEON TRIANGULIFER,FALSE,,
TORTOPSIS PRIMUS,TORTOPSIS PRIMUS,FALSE,,
ANAFROPTILUM ALBUM,ANAFROPTILUM ALBUM,FALSE,,ANAFROPTILUM ALBUM
ANAFROPTILUM BIFURCATUM,ANAFROPTILUM BIFURCATUM,FALSE,,ANAFROPTILUM BIFURCATUM
ANAFROPTILUM VICTORIAE,ANAFROPTILUM VICTORIAE,FALSE,,ANAFROPTILUM VICTORIAE
BOREONECTES GRISEOSTRIATUS,BOREONECTES GRISEOSTRIATUS,FALSE,,BOREONECTES GRISEOSTRIATUS
CLEMNIUS LACCOPHILINUS,CLEMNIUS LACCOPHILINUS,FALSE,,HYGROTUS LACCOPHILINUS
FAXONIUS PROPINQUUS,FAXONIUS PROPINQUUS,FALSE,,ORCONECTES PROPINQUUS
FAXONIUS RUSTICUS,FAXONIUS RUSTICUS,FALSE,,ORCONECTES RUSTICUS
OECETIS SORDIDA,OECETIS SORDIDA,FALSE,,OECETIS SORDIDA
