Taxon_orig,NonTarget,Rationale,OTU_MTTI,OTU_MetricCalc,OTU_BCG_MariNW,OTU_BSTI,OTU_BCG_ORWA,altOTU_BCG_ORWA_worms
Brachycentrus (Oligoplectrum),FALSE,,DNI,Brachycentrus,Brachycentrus,DNI,Brachycentrus,Brachycentrus
Brachycentrus americanus,FALSE,,Brachycentrus americanus,Brachycentrus americanus,Brachycentrus americanus,Brachycentrus americanus,Brachycentrus americanus,Brachycentrus americanus
Brachycentrus americanus complex,FALSE,,Brachycentrus americanus,Brachycentrus americanus,Brachycentrus americanus,Brachycentrus americanus,Brachycentrus americanus,Brachycentrus americanus
Brachycentrus echo,FALSE,,DNI,Brachycentrus,Brachycentrus,DNI,Brachycentrus,Brachycentrus
Brachycentrus occidentalis,FALSE,,Brachycentrus occidentalis,Brachycentrus occidentalis,Brachycentrus occidentalis,DNI,Brachycentrus occidentalis,Brachycentrus occidentalis
Brachycera,FALSE,,DNI,Brachycera,Brachycera,DNI,Brachycera,Brachycera
Brachycercus,FALSE,,DNI,Brachycercus,Brachycercus,DNI,Brachycercus,Brachycercus
Brachypoda,FALSE,,DNI,Brachypoda,Trombidiformes,DNI,Trombidiformes,Trombidiformes
Branchiobdella,FALSE,,Branchiobdellida,Branchiobdellida,Branchiobdellida,DNI,Branchiobdellida,Branchiobdellida
Branchiobdellida,FALSE,,Branchiobdellida,Branchiobdellida,Branchiobdellida,DNI,Branchiobdellida,Branchiobdellida
Branchiobdellidae,FALSE,,Branchiobdellida,Branchiobdellida,Branchiobdellida,DNI,Branchiobdellida,Branchiobdellida
Branchiura,FALSE,,DNI,Branchiura,Oligochaeta,DNI,Oligochaeta,Oligochaeta
Branchiura sowerbyi,FALSE,,DNI,Branchiura,Oligochaeta,DNI,Oligochaeta,Oligochaeta
Bratislavia,FALSE,,DNI,Bratislavia,Oligochaeta,DNI,Oligochaeta,Oligochaeta
Brillia,FALSE,,Brillia,Brillia,Brillia,Brillia,Brillia,Brillia
Brillia Flavifrons Gr.,FALSE,,Brillia,Brillia,Brillia,Brillia,Brillia,Brillia
Brillia parva,FALSE,,Brillia,Brillia,Brillia,Brillia,Brillia,Brillia
Brillia retifinis,FALSE,,Brillia,Brillia,Brillia,Brillia,Brillia,Brillia
Brundiniella,FALSE,,Brundiniella,Brundiniella,Brundiniella,Brundiniella,Brundiniella,Brundiniella
Brundiniella eumorpha,FALSE,,Brundiniella,Brundiniella,Brundiniella,Brundiniella,Brundiniella,Brundiniella
Brychius,FALSE,,Haliplidae,Brychius,Brychius,Haliplidae,Brychius,Brychius
Bryelmis,FALSE,,Bryelmis,Bryelmis,Bryelmis,DNI,Bryelmis,Bryelmis
Bryelmis rivularis,FALSE,,Bryelmis,Bryelmis,Bryelmis,DNI,Bryelmis,Bryelmis
Bryelmis siskiyou,FALSE,,Bryelmis,Bryelmis,Bryelmis,DNI,Bryelmis,Bryelmis
Bryophaenocladius,FALSE,,DNI,Bryophaenocladius,Bryophaenocladius,DNI,Bryophaenocladius,Bryophaenocladius
Bryozoa,TRUE,excluded from BMI samples,DNI,DNI,DNI,DNI,DNI,DNI
Buenoa,TRUE,excluded from BMI samples,DNI,DNI,DNI,DNI,DNI,DNI
C. Barr undescribed,FALSE,,Bryelmis,Bryelmis,Bryelmis,DNI,Bryelmis,Bryelmis
Caecidae,TRUE,Marine,DNI,DNI,DNI,DNI,DNI,DNI
Caecidotea,FALSE,,Caecidotea,Caecidotea,Caecidotea,Caecidotea,Caecidotea,Caecidotea
Caecidotea occidentalis,FALSE,,Caecidotea,Caecidotea,Caecidotea,Caecidotea,Caecidotea,Caecidotea
Caenidae,FALSE,,DNI,Caenidae,Caenidae,DNI,Caenidae,Caenidae
Caenis,FALSE,,Caenis,Caenis,Caenis,DNI,Caenis,Caenis
Caenis amica,FALSE,,Caenis,Caenis,Caenis,DNI,Caenis,Caenis
Caenis latipennis,FALSE,,Caenis,Caenis,Caenis,DNI,Caenis,Caenis
Caenis tardata,FALSE,,Caenis,Caenis,Caenis,DNI,Caenis,Caenis
Caenis youngi,FALSE,,Caenis,Caenis,Caenis,DNI,Caenis,Caenis
Caladomyia,FALSE,"in region? Tanytarsini ( neotropical OK,TX, CA)",DNI,Tanytarsini,Tanytarsini,DNI,Tanytarsini,Tanytarsini
Calamoceratidae,FALSE,very likely pupae also very likely Heteroplectron-ss,DNI,Heteroplectron californicum,Heteroplectron californicum,DNI,Heteroplectron californicum,Heteroplectron californicum
Calanoida,TRUE,excluded from BMI samples,DNI,DNI,DNI,DNI,DNI,DNI
Calasellus,FALSE,Slashed taxon,DNI,Calasellus/Salmasellus,Calasellus/Salmasellus,DNI,Calasellus/Salmasellus,Calasellus/Salmasellus
Calasellus/Salmasellus,FALSE,Slashed taxon,DNI,Calasellus/Salmasellus,Calasellus/Salmasellus,DNI,Calasellus/Salmasellus,Calasellus/Salmasellus
Calineuria,FALSE,,Calineuria californica,Calineuria californica,Calineuria californica,Calineuria californica,Calineuria californica,Calineuria californica
Calineuria californica,FALSE,,Calineuria californica,Calineuria californica,Calineuria californica,Calineuria californica,Calineuria californica,Calineuria californica
Callibaetis,FALSE,,Callibaetis,Callibaetis,Callibaetis,DNI,Callibaetis,Callibaetis
Callibaetis fluctuans,FALSE,,Callibaetis,Callibaetis,Callibaetis,DNI,Callibaetis,Callibaetis
Callicorixa,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Callicorixa vulnerata,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Calliperla,FALSE,Single Species in Genus,DNI,Calliperla,Calliperla,DNI,Calliperla,Calliperla
Calliperla luctuosa,FALSE,Single Species in Genus,DNI,Calliperla,Calliperla,DNI,Calliperla,Calliperla
Caloparyphus,FALSE,,Stratiomyidae,Caloparyphus,Caloparyphus,DNI,Caloparyphus,Caloparyphus
Caloparyphus/Euparyphus,FALSE,,Stratiomyidae,Stratiomyidae,Stratiomyidae,DNI,Stratiomyidae,Stratiomyidae
Calopterygidae,FALSE,,DNI,Calopterygidae,Calopterygidae,DNI,Calopterygidae,Calopterygidae
Calopteryx,FALSE,,DNI,Calopteryx,Calopteryx,DNI,Calopteryx,Calopteryx
Calopteryx aequabilis,FALSE,,DNI,Calopteryx,Calopteryx,DNI,Calopteryx,Calopteryx
Cambaridae,FALSE,,DNI,Cambaridae,Cambaridae,DNI,Cambaridae,Cambaridae
Camelobaetidius,FALSE,,DNI,Camelobaetidius,Camelobaetidius,DNI,Camelobaetidius,Camelobaetidius
Camelobaetidius warreni,FALSE,,DNI,Camelobaetidius,Camelobaetidius,DNI,Camelobaetidius,Camelobaetidius
Camptocladius,FALSE,found in cow dung,DNI,Orthocladiinae,Orthocladiinae,DNI,Orthocladiinae,Orthocladiinae
Canaceidae,TRUE,Terrestrial,DNI,DNI,DNI,DNI,DNI,DNI
Canthocamptidae,TRUE,excluded from BMI samples,DNI,DNI,DNI,DNI,DNI,DNI
Capnia,FALSE,,Capniidae,Capniidae,Capniidae,Capniidae,Capniidae,Capniidae
Capnia/Arsapnia,FALSE,,Capniidae,Capniidae,Capniidae,Capniidae,Capniidae,Capniidae
Capniidae,FALSE,,Capniidae,Capniidae,Capniidae,Capniidae,Capniidae,Capniidae
Capnura,FALSE,,Capniidae,Capniidae,Capniidae,Capniidae,Capniidae,Capniidae
Carabidae,TRUE,Terrestrial,DNI,DNI,DNI,DNI,DNI,DNI
Cardiocladius,FALSE,,Cardiocladius,Cardiocladius,Cardiocladius,Cardiocladius,Cardiocladius,Cardiocladius
Cardiocladius albiplumus,FALSE,,Cardiocladius,Cardiocladius,Cardiocladius,Cardiocladius,Cardiocladius,Cardiocladius
Cardiocladius obscurus,FALSE,,Cardiocladius,Cardiocladius,Cardiocladius,Cardiocladius,Cardiocladius,Cardiocladius
Cascadoperla,FALSE,Single Species in Genus,DNI,Cascadoperla,Cascadoperla,DNI,Cascadoperla,Cascadoperla
Cascadoperla trictura,FALSE,,DNI,Cascadoperla,Cascadoperla,DNI,Cascadoperla,Cascadoperla
Catenulida,FALSE,,Trepaxonemata,Trepaxonemata,Trepaxonemata,Trepaxonemata,Trepaxonemata,Trepaxonemata
Caudata,TRUE,Fish,DNI,DNI,DNI,DNI,DNI,DNI
Caudatella,FALSE,,DNI,Caudatella,Caudatella,Caudatella,Caudatella,Caudatella
Caudatella  ,FALSE,Trailing space after genus Name,DNI,Caudatella,Caudatella,Caudatella,Caudatella,Caudatella
Caudatella cascadia,FALSE,current nomenclature,Caudatella hystrix,Caudatella hystrix,Caudatella hystrix,Caudatella,Caudatella hystrix,Caudatella hystrix
Caudatella edmundsi,FALSE,,DNI,Caudatella edmundsi,Caudatella edmundsi,Caudatella,Caudatella edmundsi,Caudatella edmundsi
Caudatella heterocaudata,FALSE,,Caudatella heterocaudata complex,Caudatella heterocaudata complex,Caudatella heterocaudata complex,Caudatella,Caudatella heterocaudata complex,Caudatella heterocaudata complex
Caudatella heterocaudata complex,FALSE,,Caudatella heterocaudata complex,Caudatella heterocaudata complex,Caudatella heterocaudata complex,Caudatella,Caudatella heterocaudata complex,Caudatella heterocaudata complex
Caudatella heterocaudata group,FALSE,,Caudatella heterocaudata complex,Caudatella heterocaudata complex,Caudatella heterocaudata complex,Caudatella,Caudatella heterocaudata complex,Caudatella heterocaudata complex
Caudatella hystrix,FALSE,,Caudatella hystrix,Caudatella hystrix,Caudatella hystrix,Caudatella,Caudatella hystrix,Caudatella hystrix
Caudatella jacobi,FALSE,,DNI,Caudatella jacobi,Caudatella jacobi,Caudatella,Caudatella jacobi,Caudatella jacobi
Caudatella orestes,FALSE,jr syn of jacobi,DNI,Caudatella jacobi,Caudatella jacobi,Caudatella,Caudatella jacobi,Caudatella jacobi
Cecidomyiidae,TRUE,Terrestrial,DNI,DNI,DNI,DNI,DNI,DNI
Cenocorixa,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Centroptilum,FALSE,Slashed taxon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon
Centroptilum album,FALSE,Slashed taxon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon
Centroptilum conturbatum,FALSE,Slashed taxon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon
Centroptilum/Procloeon,FALSE,Slashed taxon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon
Ceraclea,FALSE,,DNI,Ceraclea,Ceraclea,DNI,Ceraclea,Ceraclea
Ceraclea alces,FALSE,,DNI,Ceraclea,Ceraclea,DNI,Ceraclea,Ceraclea
Ceraclea annulicornis,FALSE,,DNI,Ceraclea,Ceraclea,DNI,Ceraclea,Ceraclea
Ceratopogon,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae
Ceratopogon borealis,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae
Ceratopogonidae,FALSE,Too Many unknown Genera,DNI,Ceratopogonidae,Ceratopogonidae,DNI,Ceratopogonidae,Ceratopogonidae
Ceratopogoninae,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae
Ceratopsyche,FALSE,,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche
Ceratopsyche alternans/cockerelli,FALSE,,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche
Ceratopsyche amblis,FALSE,,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche
Ceratopsyche centra,FALSE,,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche
Ceratopsyche cockerelli,FALSE,,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche
Ceratopsyche oslari,FALSE,,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche
Cercobrachys,FALSE,,DNI,Cercobrachys,Cercobrachys,DNI,Cercobrachys,Cercobrachys
Ceriodaphnia,TRUE,excluded from BMI samples,DNI,DNI,DNI,DNI,DNI,DNI
Cernosvitoviella,FALSE,,DNI,Cernosvitoviella,Oligochaeta,DNI,Oligochaeta,Oligochaeta
Chaetocladius,FALSE,,Chaetocladius,Chaetocladius,Chaetocladius,Chaetocladius,Chaetocladius,Chaetocladius
Chaetocladius ligni,FALSE,,Chaetocladius,Chaetocladius,Chaetocladius,Chaetocladius,Chaetocladius,Chaetocladius
Chaetogaster,FALSE,,Naidinae,Chaetogaster,Oligochaeta,Naidinae,Oligochaeta,Oligochaeta
Chama,TRUE,Marine,DNI,DNI,DNI,DNI,DNI,DNI
Chamaedrilus,FALSE,,Chamaedrilus,Chamaedrilus,Oligochaeta,DNI,Oligochaeta,Oligochaeta
Chaoboridae,FALSE,,DNI,Chaoboridae,Chaoboridae,DNI,Chaoboridae,Chaoboridae
Chaoborus,FALSE,,DNI,Chaoborus,Chaoborus,DNI,Chaoborus,Chaoborus
Cheilotrichia,FALSE,,DNI,Cheilotrichia,Cheilotrichia,DNI,Cheilotrichia,Cheilotrichia
Chelifer,FALSE,Slashed taxon,Chelifera/Metachela,Chelifera/Metachela,Chelifera/Metachela,Chelifera/Metachela,Chelifera/Metachela,Chelifera/Metachela
Chelifera,FALSE,Slashed taxon,Chelifera/Metachela,Chelifera/Metachela,Chelifera/Metachela,Chelifera/Metachela,Chelifera/Metachela,Chelifera/Metachela
Chelifera / Metachela,FALSE,Slashed taxon,Chelifera/Metachela,Chelifera/Metachela,Chelifera/Metachela,Chelifera/Metachela,Chelifera/Metachela,Chelifera/Metachela
Chelifera/Metachela,FALSE,Slashed taxon,Chelifera/Metachela,Chelifera/Metachela,Chelifera/Metachela,Chelifera/Metachela,Chelifera/Metachela,Chelifera/Metachela
Chelifera/Metachela Group,FALSE,Slashed taxon,Chelifera/Metachela,Chelifera/Metachela,Chelifera/Metachela,Chelifera/Metachela,Chelifera/Metachela,Chelifera/Metachela
Chelifera/Neoplasta,FALSE,,DNI,Empididae,Empididae,DNI,Empididae,Empididae
Chelomideopsis,FALSE,,Athienemanniidae,Chelomideopsis,Trombidiformes,DNI,Trombidiformes,Trombidiformes
Chernokrilus misnomus,FALSE,"known only from OR, CA",DNI,Chernokrilus misnomus,Chernokrilus misnomus,DNI,Chernokrilus misnomus,Chernokrilus misnomus
Cheryl Barr Undescribed,FALSE,,Bryelmis,Bryelmis,Bryelmis,DNI,Bryelmis,Bryelmis
Cheumatopsyche,FALSE,,Cheumatopsyche,Cheumatopsyche,Cheumatopsyche,Cheumatopsyche,Cheumatopsyche,Cheumatopsyche
Cheumatopsyche (Cheumatopsychodes),FALSE,,Cheumatopsyche,Cheumatopsyche,Cheumatopsyche,Cheumatopsyche,Cheumatopsyche,Cheumatopsyche
Cheumatopsyche campyla,FALSE,,Cheumatopsyche,Cheumatopsyche,Cheumatopsyche,Cheumatopsyche,Cheumatopsyche,Cheumatopsyche
Cheumatopsyche pettiti,FALSE,,Cheumatopsyche,Cheumatopsyche,Cheumatopsyche,Cheumatopsyche,Cheumatopsyche,Cheumatopsyche
Chimarra,FALSE,,Chimarra,Chimarra,Chimarra,DNI,Chimarra,Chimarra
Chioneinae,FALSE,best to leave at family,DNI,Limoniidae,Limoniidae,DNI,Limoniidae,Limoniidae
Chironomidae,FALSE,,DNI,Chironomidae,Chironomidae,DNI,Chironomidae,Chironomidae
Chironomidae-larvae,FALSE,,DNI,Chironomidae,Chironomidae,DNI,Chironomidae,Chironomidae
Chironomidae-pupae,FALSE,,DNI,Chironomidae,Chironomidae,DNI,Chironomidae,Chironomidae
Chironominae,FALSE,,DNI,Chironominae,Chironominae,DNI,Chironominae,Chironominae
Chironomini,FALSE,,DNI,Chironomini,Chironomini,DNI,Chironomini,Chironomini
Chironomus,FALSE,,Chironomus,Chironomus,Chironomus,Chironomus,Chironomus,Chironomus
Chironomus/Einfeldia,FALSE,,DNI,Chironominae,Chironominae,DNI,Chironominae,Chironominae
Chlamys,TRUE,Marine,DNI,DNI,DNI,DNI,DNI,DNI
Chloroperla,FALSE,,DNI,Chloroperlidae,Chloroperlidae,DNI,Chloroperlidae,Chloroperlidae
Chloroperlidae,FALSE,,DNI,Chloroperlidae,Chloroperlidae,DNI,Chloroperlidae,Chloroperlidae
Chloroperlinae,FALSE,,DNI,Chloroperlidae,Chloroperlidae,DNI,Chloroperlidae,Chloroperlidae
Choroterpes,FALSE,,DNI,Choroterpes,Choroterpes,DNI,Choroterpes,Choroterpes
Chrysomelidae,TRUE,Terrestrial,DNI,DNI,DNI,DNI,DNI,DNI
Chrysops,FALSE,,Tabanidae,Tabanidae,Tabanidae,Tabanidae,Tabanidae,Tabanidae
Chydoridae,TRUE,Cladocera excluded,DNI,DNI,DNI,DNI,DNI,DNI
Chyranda,FALSE,likely multiple spp.,DNI,Chyrandra,Chyrandra,DNI,Chyrandra,Chyrandra
Chyranda centralis,FALSE,likely multiple spp.,DNI,Chyrandra,Chyrandra,DNI,Chyrandra,Chyrandra
Chyranda Chyranda centralis,FALSE,likely multiple spp.,DNI,Chyrandra,Chyrandra,DNI,Chyrandra,Chyrandra
Chyrandra,FALSE,likely multiple spp.,DNI,Chyrandra,Chyrandra,DNI,Chyrandra,Chyrandra
Chyrandra centralis,FALSE,likely multiple spp.,DNI,Chyrandra,Chyrandra,DNI,Chyrandra,Chyrandra
Cinara,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Cinygma,FALSE,,Cinygma,Cinygma,Cinygma,Cinygma,Cinygma,Cinygma
Cinygmula,FALSE,,Cinygmula,Cinygmula,Cinygmula,Cinygmula,Cinygmula,Cinygmula
Cinygmula par,FALSE,,Cinygmula,Cinygmula,Cinygmula,Cinygmula,Cinygmula,Cinygmula
Cipangopaludina,FALSE,,DNI,Cipangopaludina,Cipangopaludina,DNI,Cipangopaludina,Cipangopaludina
Cipangopaludina chinensis,FALSE,,DNI,Cipangopaludina,Cipangopaludina,DNI,Cipangopaludina,Cipangopaludina
Claassenia,FALSE,Single Species in Genus,Claassenia sabulosa,Claassenia sabulosa,Claassenia sabulosa,DNI,Claassenia sabulosa,Claassenia sabulosa
Claassenia sabulosa,FALSE,Single Species in Genus,Claassenia sabulosa,Claassenia sabulosa,Claassenia sabulosa,DNI,Claassenia sabulosa,Claassenia sabulosa
Cladocera,TRUE,Cladocera excluded,DNI,DNI,DNI,DNI,DNI,DNI
Cladopelma,FALSE,,DNI,Cladopelma,Cladopelma,DNI,Cladopelma,Cladopelma
Cladotanytarsus,FALSE,,Cladotanytarsus,Cladotanytarsus,Cladotanytarsus,Cladotanytarsus,Cladotanytarsus,Cladotanytarsus
Cleptelmis,FALSE,only one species in Genus,Cleptelmis addenda,Cleptelmis addenda,Cleptelmis addenda,Cleptelmis addenda,Cleptelmis addenda,Cleptelmis addenda
Cleptelmis addenda,FALSE,only one species in Genus,Cleptelmis addenda,Cleptelmis addenda,Cleptelmis addenda,Cleptelmis addenda,Cleptelmis addenda,Cleptelmis addenda
Cleptelmis ornata,FALSE,only one species in Genus,Cleptelmis addenda,Cleptelmis addenda,Cleptelmis addenda,Cleptelmis addenda,Cleptelmis addenda,Cleptelmis addenda
Climacia californica,FALSE,I tend to exclude these,DNI,Sisyridae,Sisyridae,DNI,Sisyridae,Sisyridae
Clinidium,TRUE,Terrestrial,DNI,DNI,DNI,DNI,DNI,DNI
Clinocera,FALSE,,Clinocera,Clinocera,Clinocera,Clinocera,Clinocera,Clinocera
Clinocera stagnalis,FALSE,,Clinocera,Clinocera,Clinocera,Clinocera,Clinocera,Clinocera
Clinocerinae,FALSE,,DNI,Clinocerinae,Clinocerinae,DNI,Clinocerinae,Clinocerinae
Clinocerinae unknown larvae A,FALSE,,DNI,Clinocerinae,Clinocerinae,DNI,Clinocerinae,Clinocerinae
Clinotanypus,FALSE,,DNI,Clinotanypus,Clinotanypus,DNI,Clinotanypus,Clinotanypus
Clio,TRUE,Marine,DNI,DNI,DNI,DNI,DNI,DNI
Clitellata,FALSE,,DNI,Oligochaeta,Oligochaeta,DNI,Oligochaeta,Oligochaeta
Clostoeca,FALSE,,DNI,Clostoeca,Clostoeca,DNI,Clostoeca,Clostoeca
Clostoeca disjuncta,FALSE,,DNI,Clostoeca,Clostoeca,DNI,Clostoeca,Clostoeca
Cnidaria,FALSE,all Cnidaria,Hydra,Hydra,Hydra,DNI,Hydra,Hydra
Coelotanypodini,FALSE,,DNI,Coelotanypodini,Coelotanypodini,DNI,Coelotanypodini,Coelotanypodini
Coenagrion,FALSE,,Coenagrionidae,Coenagrionidae,Coenagrionidae,DNI,Coenagrionidae,Coenagrionidae
Coenagrion/Enallagma,FALSE,,Coenagrionidae,Coenagrionidae,Coenagrionidae,DNI,Coenagrionidae,Coenagrionidae
Coenagrionidae,FALSE,,Coenagrionidae,Coenagrionidae,Coenagrionidae,DNI,Coenagrionidae,Coenagrionidae
Coleoptera,FALSE,,DNI,Coleoptera,Coleoptera,DNI,Coleoptera,Coleoptera
Collembola,TRUE,Collembola excluded,DNI,DNI,DNI,DNI,DNI,DNI
Colligyrus,FALSE,best to leave at SuperFamily,Truncatelloidea,Truncatelloidea,Truncatelloidea,DNI,Truncatelloidea,Truncatelloidea
Colymbetes,FALSE,,DNI,Colymbetinae,Dytiscidae,DNI,Dytiscidae,Dytiscidae
Colymbetes densus,FALSE,,DNI,Colymbetinae,Dytiscidae,DNI,Dytiscidae,Dytiscidae
Colymbetes sculptilis,FALSE,,DNI,Colymbetinae,Dytiscidae,DNI,Dytiscidae,Dytiscidae
Colymbetinae,FALSE,,DNI,Colymbetinae,Dytiscidae,DNI,Dytiscidae,Dytiscidae
Compterosmittia,FALSE,,DNI,Compterosmittia,Compterosmittia,DNI,Compterosmittia,Compterosmittia
Compterosmittia sp. A,FALSE,best to leave at genus,DNI,Compterosmittia,Compterosmittia,DNI,Compterosmittia,Compterosmittia
Conchapelopia,FALSE,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group
Constempellina,FALSE,,Constempellina,Constempellina,Constempellina,Constempellina,Constempellina,Constempellina
Constempellina brevicosta,FALSE,,Constempellina,Constempellina,Constempellina,Constempellina,Constempellina,Constempellina
Constempellina sp. C,FALSE,,Constempellina,Constempellina,Constempellina,Constempellina,Constempellina,Constempellina
Copelatus,FALSE,,DNI,Copelatinae,Copelatinae,DNI,Copelatinae,Copelatinae
Copepoda,TRUE,Copepoda excluded,DNI,DNI,DNI,DNI,DNI,DNI
Coptotomus,FALSE,,DNI,Coptotomus,Dytiscidae,DNI,Dytiscidae,Dytiscidae
Coptotomus longulus,FALSE,,DNI,Coptotomus,Dytiscidae,DNI,Dytiscidae,Dytiscidae
Corbicula,FALSE,,DNI,Corbicula,Corbicula,DNI,Corbicula,Corbicula
Corbicula fluminea,FALSE,,DNI,Corbicula,Corbicula,DNI,Corbicula,Corbicula
Corbiculidae,FALSE,,DNI,Corbicula,Corbicula,DNI,Corbicula,Corbicula
Corbiculoidea,FALSE,,DNI,Corbiculoidea,Corbiculoidea,DNI,Corbiculoidea,Corbiculoidea
Cordulegaster,FALSE,,Cordulegaster,Cordulegaster,Cordulegaster,DNI,Cordulegaster,Cordulegaster
Cordulegaster dorsalis,FALSE,,Cordulegaster,Cordulegaster,Cordulegaster,DNI,Cordulegaster,Cordulegaster
Cordulegastridae,FALSE,,DNI,Cordulegastridae,Cordulegastridae,DNI,Cordulegastridae,Cordulegastridae
Corduliidae,FALSE,,DNI,Corduliidae,Corduliidae,DNI,Corduliidae,Corduliidae
Corduliidae/Libellulidae,FALSE,,DNI,Anisoptera,Anisoptera,DNI,Anisoptera,Anisoptera
Corisella,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Corisella decolor,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Corixidae,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Corophiidae,FALSE,,DNI,Americorophium,Americorophium,DNI,Americorophium,Americorophium
Corophium,FALSE,,DNI,Americorophium,Americorophium,DNI,Americorophium,Americorophium
Corticacarus,FALSE,,DNI,Corticacarus,Trombidiformes,DNI,Trombidiformes,Trombidiformes
Corydalidae,FALSE,,Corydalidae,Corydalidae,Corydalidae,Corydalidae,Corydalidae,Corydalidae
Corydalus,FALSE,,Corydalidae,Corydalidae,Corydalidae,Corydalidae,Corydalidae,Corydalidae
Corydalus cornutus,FALSE,,Corydalidae,Corydalidae,Corydalidae,Corydalidae,Corydalidae,Corydalidae
Corynidae,FALSE,Hydrozoa,DNI,Hydra,Hydra,DNI,Hydra,Hydra
Corynoneura,FALSE,,Corynoneura,Corynoneura,Corynoneura,Corynoneura,Corynoneura,Corynoneura
Corynoneura/Thienemanniella,FALSE,,DNI,Orthocladiinae,Orthocladiinae,DNI,Orthocladiinae,Orthocladiinae
Cottidae,TRUE,Fish,DNI,DNI,DNI,DNI,DNI,DNI
Crambidae,FALSE,Lot of these are terrestrial,DNI,Lepidoptera,Lepidoptera,DNI,Lepidoptera,Lepidoptera
Crangon,TRUE,marine,DNI,DNI,DNI,DNI,DNI,DNI
Crangonyctidae,FALSE,,DNI,Crangonyctidae,Crangonyctidae,DNI,Crangonyctidae,Crangonyctidae
Crangonyx,FALSE,,Crangonyx,Crangonyx,Crangonyx,DNI,Crangonyx,Crangonyx
Crassiclitellata,TRUE,Terrestrial,DNI,DNI,DNI,DNI,DNI,DNI
Crenitis,FALSE,,Hydrophilidae,Crenitis,Crenitis,Hydrophilidae,Crenitis,Crenitis
Cricotopus,FALSE,,DNI,Cricotopus,Cricotopus,DNI,Cricotopus,Cricotopus
Cricotopus (Cricotopus),FALSE,,DNI,Cricotopus,Cricotopus,DNI,Cricotopus,Cricotopus
Cricotopus (Isocladius),FALSE,FORMATTING,Cricotopus (Isocladius),Cricotopus (Isocladius),Cricotopus (Isocladius),DNI,Cricotopus (Isocladius),Cricotopus (Isocladius)
Cricotopus (Isocladius) Type I,FALSE,FORMATTING,Cricotopus (Isocladius),Cricotopus (Isocladius),Cricotopus (Isocladius),DNI,Cricotopus (Isocladius),Cricotopus (Isocladius)
Cricotopus (Nostoc.) nostocicola,FALSE,FORMATTING,Cricotopus (Nostococladius),Cricotopus (Nostococladius),Cricotopus (Nostococladius),Cricotopus (Nostococladius),Cricotopus (Nostococladius),Cricotopus (Nostococladius)
Cricotopus (Nostococladius),FALSE,FORMATTING,Cricotopus (Nostococladius),Cricotopus (Nostococladius),Cricotopus (Nostococladius),Cricotopus (Nostococladius),Cricotopus (Nostococladius),Cricotopus (Nostococladius)
Cricotopus (Nostococladius) nostocicola,FALSE,FORMATTING,Cricotopus (Nostococladius),Cricotopus (Nostococladius),Cricotopus (Nostococladius),Cricotopus (Nostococladius),Cricotopus (Nostococladius),Cricotopus (Nostococladius)
