Taxon_orig,NonTarget,Rationale,OTU_MTTI,OTU_MetricCalc,OTU_BCG_MariNW,OTU_BSTI
Ceraclea alces,FALSE,,DNI,Ceraclea,Ceraclea,DNI
Ceraclea annulicornis,FALSE,,DNI,Ceraclea,Ceraclea,DNI
Ceratopogon,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae
Ceratopogon borealis,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae
Ceratopogonidae,FALSE,Too Many unknown Genera,DNI,Ceratopogonidae,Ceratopogonidae,DNI
Ceratopogoninae,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae
Ceratopsyche,FALSE,,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche
Ceratopsyche alternans/cockerelli,FALSE,,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche
Ceratopsyche amblis,FALSE,,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche
Ceratopsyche centra,FALSE,,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche
Ceratopsyche cockerelli,FALSE,,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche
Ceratopsyche oslari,FALSE,,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche
Cercobrachys,FALSE,,DNI,Cercobrachys,Cercobrachys,DNI
Ceriodaphnia,TRUE,excluded from BMI samples,DNI,DNI,DNI,DNI
Cernosvitoviella,FALSE,,DNI,Cernosvitoviella,Oligochaeta,DNI
Chaetocladius,FALSE,,Chaetocladius,Chaetocladius,Chaetocladius,Chaetocladius
Chaetocladius ligni,FALSE,,Chaetocladius,Chaetocladius,Chaetocladius,Chaetocladius
Chaetogaster,FALSE,,Naidinae,Chaetogaster,Oligochaeta,Naidinae
Chama,TRUE,Marine,DNI,DNI,DNI,DNI
Chamaedrilus,FALSE,,Chamaedrilus,Chamaedrilus,Oligochaeta,DNI
Chaoboridae,FALSE,,DNI,Chaoboridae,Chaoboridae,DNI
Chaoborus,FALSE,,DNI,Chaoborus,Chaoborus,DNI
Cheilotrichia,FALSE,,DNI,Cheilotrichia,Cheilotrichia,DNI
Chelifer,FALSE,Slashed taxon,Chelifera/Metachela,Chelifera/Metachela,Chelifera/Metachela,Chelifera/Metachela
Chelifera,FALSE,Slashed taxon,Chelifera/Metachela,Chelifera/Metachela,Chelifera/Metachela,Chelifera/Metachela
Chelifera / Metachela,FALSE,Slashed taxon,Chelifera/Metachela,Chelifera/Metachela,Chelifera/Metachela,Chelifera/Metachela
Chelifera/Metachela,FALSE,Slashed taxon,Chelifera/Metachela,Chelifera/Metachela,Chelifera/Metachela,Chelifera/Metachela
Chelifera/Metachela Group,FALSE,Slashed taxon,Chelifera/Metachela,Chelifera/Metachela,Chelifera/Metachela,Chelifera/Metachela
Chelifera/Neoplasta,FALSE,,DNI,Empididae,Empididae,DNI
Chelomideopsis,FALSE,,Athienemanniidae,Chelomideopsis,Trombidiformes,DNI
Chernokrilus misnomus,FALSE,"known only from OR, CA",DNI,Chernokrilus misnomus,Chernokrilus misnomus,DNI
Cheryl Barr Undescribed,FALSE,,Bryelmis,Bryelmis,Bryelmis,DNI
Cheumatopsyche,FALSE,,Cheumatopsyche,Cheumatopsyche,Cheumatopsyche,Cheumatopsyche
Cheumatopsyche (Cheumatopsychodes),FALSE,,Cheumatopsyche,Cheumatopsyche,Cheumatopsyche,Cheumatopsyche
Cheumatopsyche campyla,FALSE,,Cheumatopsyche,Cheumatopsyche,Cheumatopsyche,Cheumatopsyche
Cheumatopsyche pettiti,FALSE,,Cheumatopsyche,Cheumatopsyche,Cheumatopsyche,Cheumatopsyche
Chimarra,FALSE,,Chimarra,Chimarra,Chimarra,DNI
Chioneinae,FALSE,best to leave at family,DNI,Limoniidae,Limoniidae,DNI
Chironomidae,FALSE,,DNI,Chironomidae,Chironomidae,DNI
Chironomidae-larvae,FALSE,,DNI,Chironomidae,Chironomidae,DNI
Chironomidae-pupae,FALSE,,DNI,Chironomidae,Chironomidae,DNI
Chironominae,FALSE,,DNI,Chironominae,Chironominae,DNI
Chironomini,FALSE,,DNI,Chironomini,Chironomini,DNI
Chironomus,FALSE,,Chironomus,Chironomus,Chironomus,Chironomus
Chironomus/Einfeldia,FALSE,,DNI,Chironominae,Chironominae,DNI
Chlamys,TRUE,Marine,DNI,DNI,DNI,DNI
Chloroperla,FALSE,,DNI,Chloroperlidae,Chloroperlidae,DNI
Chloroperlidae,FALSE,,DNI,Chloroperlidae,Chloroperlidae,DNI
Chloroperlinae,FALSE,,DNI,Chloroperlidae,Chloroperlidae,DNI
Choroterpes,FALSE,,DNI,Choroterpes,Choroterpes,DNI
Chrysomelidae,TRUE,Terrestrial,DNI,DNI,DNI,DNI
Chrysops,FALSE,,Tabanidae,Tabanidae,Tabanidae,Tabanidae
Chydoridae,TRUE,Cladocera excluded,DNI,DNI,DNI,DNI
Chyranda,FALSE,likely multiple spp.,DNI,Chyrandra,Chyrandra,DNI
Chyranda centralis,FALSE,likely multiple spp.,DNI,Chyrandra,Chyrandra,DNI
Chyranda Chyranda centralis,FALSE,likely multiple spp.,DNI,Chyrandra,Chyrandra,DNI
Chyrandra,FALSE,likely multiple spp.,DNI,Chyrandra,Chyrandra,DNI
Chyrandra centralis,FALSE,likely multiple spp.,DNI,Chyrandra,Chyrandra,DNI
Cinara,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Cinygma,FALSE,,Cinygma,Cinygma,Cinygma,Cinygma
Cinygmula,FALSE,,Cinygmula,Cinygmula,Cinygmula,Cinygmula
Cinygmula par,FALSE,,Cinygmula,Cinygmula,Cinygmula,Cinygmula
Cipangopaludina,FALSE,,DNI,Cipangopaludina,Cipangopaludina,DNI
Cipangopaludina chinensis,FALSE,,DNI,Cipangopaludina,Cipangopaludina,DNI
Claassenia,FALSE,Single Species in Genus,Claassenia sabulosa,Claassenia sabulosa,Claassenia sabulosa,DNI
Claassenia sabulosa,FALSE,Single Species in Genus,Claassenia sabulosa,Claassenia sabulosa,Claassenia sabulosa,DNI
Cladocera,TRUE,Cladocera excluded,DNI,DNI,DNI,DNI
Cladopelma,FALSE,,DNI,Cladopelma,Cladopelma,DNI
Cladotanytarsus,FALSE,,Cladotanytarsus,Cladotanytarsus,Cladotanytarsus,Cladotanytarsus
Cleptelmis,FALSE,only one species in Genus,Cleptelmis addenda,Cleptelmis addenda,Cleptelmis addenda,Cleptelmis addenda
Cleptelmis addenda,FALSE,only one species in Genus,Cleptelmis addenda,Cleptelmis addenda,Cleptelmis addenda,Cleptelmis addenda
Cleptelmis ornata,FALSE,only one species in Genus,Cleptelmis addenda,Cleptelmis addenda,Cleptelmis addenda,Cleptelmis addenda
Climacia californica,FALSE,I tend to exclude these,DNI,Sisyridae,Sisyridae,DNI
Clinidium,TRUE,Terrestrial,DNI,DNI,DNI,DNI
Clinocera,FALSE,,Clinocera,Clinocera,Clinocera,Clinocera
Clinocera stagnalis,FALSE,,Clinocera,Clinocera,Clinocera,Clinocera
Clinocerinae,FALSE,,DNI,Clinocerinae,Clinocerinae,DNI
Clinocerinae unknown larvae A,FALSE,,DNI,Clinocerinae,Clinocerinae,DNI
Clinotanypus,FALSE,,DNI,Clinotanypus,Clinotanypus,DNI
Clio,TRUE,Marine,DNI,DNI,DNI,DNI
Clitellata,FALSE,,DNI,Oligochaeta,Oligochaeta,DNI
Clostoeca,FALSE,,DNI,Clostoeca,Clostoeca,DNI
Clostoeca disjuncta,FALSE,,DNI,Clostoeca,Clostoeca,DNI
Cnidaria,FALSE,all Cnidaria,Hydra,Hydra,Hydra,DNI
Coelotanypodini,FALSE,,DNI,Coelotanypodini,Coelotanypodini,DNI
Coenagrion,FALSE,,Coenagrionidae,Coenagrionidae,Coenagrionidae,DNI
Coenagrion/Enallagma,FALSE,,Coenagrionidae,Coenagrionidae,Coenagrionidae,DNI
Coenagrionidae,FALSE,,Coenagrionidae,Coenagrionidae,Coenagrionidae,DNI
Coleoptera,FALSE,,DNI,Coleoptera,Coleoptera,DNI
Collembola,TRUE,Collembola excluded,DNI,DNI,DNI,DNI
Colligyrus,FALSE,best to leave at SuperFamily,Truncatelloidea,Truncatelloidea,Truncatelloidea,DNI
Colymbetes,FALSE,,DNI,Colymbetinae,Dytiscidae,DNI
Colymbetes densus,FALSE,,DNI,Colymbetinae,Dytiscidae,DNI
Colymbetes sculptilis,FALSE,,DNI,Colymbetinae,Dytiscidae,DNI
Colymbetinae,FALSE,,DNI,Colymbetinae,Dytiscidae,DNI
Compterosmittia,FALSE,,DNI,Compterosmittia,Compterosmittia,DNI
Compterosmittia sp. A,FALSE,best to leave at genus,DNI,Compterosmittia,Compterosmittia,DNI
Conchapelopia,FALSE,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group
Constempellina,FALSE,,Constempellina,Constempellina,Constempellina,Constempellina
Constempellina brevicosta,FALSE,,Constempellina,Constempellina,Constempellina,Constempellina
Constempellina sp. C,FALSE,,Constempellina,Constempellina,Constempellina,Constempellina
Copelatus,FALSE,,DNI,Copelatinae,Copelatinae,DNI
Copepoda,TRUE,Copepoda excluded,DNI,DNI,DNI,DNI
Coptotomus,FALSE,,DNI,Coptotomus,Dytiscidae,DNI
Coptotomus longulus,FALSE,,DNI,Coptotomus,Dytiscidae,DNI
Corbicula,FALSE,,DNI,Corbicula,Corbicula,DNI
Corbicula fluminea,FALSE,,DNI,Corbicula,Corbicula,DNI
Corbiculidae,FALSE,,DNI,Corbicula,Corbicula,DNI
Corbiculoidea,FALSE,,DNI,Corbiculoidea,Corbiculoidea,DNI
Cordulegaster,FALSE,,Cordulegaster,Cordulegaster,Cordulegaster,DNI
Cordulegaster dorsalis,FALSE,,Cordulegaster,Cordulegaster,Cordulegaster,DNI
Cordulegastridae,FALSE,,DNI,Cordulegastridae,Cordulegastridae,DNI
Corduliidae,FALSE,,DNI,Corduliidae,Corduliidae,DNI
Corduliidae/Libellulidae,FALSE,,DNI,Anisoptera,Anisoptera,DNI
Corisella,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Corisella decolor,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Corixidae,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Corophiidae,FALSE,,DNI,Americorophium,Americorophium,DNI
Corophium,FALSE,,DNI,Americorophium,Americorophium,DNI
Corticacarus,FALSE,,DNI,Corticacarus,Trombidiformes,DNI
Corydalidae,FALSE,,Corydalidae,Corydalidae,Corydalidae,Corydalidae
Corydalus,FALSE,,Corydalidae,Corydalidae,Corydalidae,Corydalidae
Corydalus cornutus,FALSE,,Corydalidae,Corydalidae,Corydalidae,Corydalidae
Corynidae,FALSE,Hydrozoa,DNI,Hydra,Hydra,DNI
Corynoneura,FALSE,,Corynoneura,Corynoneura,Corynoneura,Corynoneura
Corynoneura/Thienemanniella,FALSE,,DNI,Orthocladiinae,Orthocladiinae,DNI
Cottidae,TRUE,Fish,DNI,DNI,DNI,DNI
Crambidae,FALSE,Lot of these are terrestrial,DNI,Lepidoptera,Lepidoptera,DNI
Crangon,TRUE,marine,DNI,DNI,DNI,DNI
Crangonyctidae,FALSE,,DNI,Crangonyctidae,Crangonyctidae,DNI
Crangonyx,FALSE,,Crangonyx,Crangonyx,Crangonyx,DNI
Crassiclitellata,TRUE,Terrestrial,DNI,DNI,DNI,DNI
Crenitis,FALSE,,Hydrophilidae,Crenitis,Crenitis,Hydrophilidae
Cricotopus,FALSE,,DNI,Cricotopus,Cricotopus,DNI
Cricotopus (Cricotopus),FALSE,,DNI,Cricotopus,Cricotopus,DNI
Cricotopus (Isocladius),FALSE,FORMATTING,Cricotopus (Isocladius),Cricotopus (Isocladius),Cricotopus (Isocladius),DNI
Cricotopus (Isocladius) Type I,FALSE,FORMATTING,Cricotopus (Isocladius),Cricotopus (Isocladius),Cricotopus (Isocladius),DNI
Cricotopus (Nostoc.) nostocicola,FALSE,FORMATTING,Cricotopus (Nostococladius),Cricotopus (Nostococladius),Cricotopus (Nostococladius),Cricotopus (Nostococladius)
Cricotopus (Nostococladius),FALSE,FORMATTING,Cricotopus (Nostococladius),Cricotopus (Nostococladius),Cricotopus (Nostococladius),Cricotopus (Nostococladius)
Cricotopus (Nostococladius) nostocicola,FALSE,FORMATTING,Cricotopus (Nostococladius),Cricotopus (Nostococladius),Cricotopus (Nostococladius),Cricotopus (Nostococladius)
Cricotopus / Orthocladius,FALSE,,Orthocladius complex,Orthocladius complex,Orthocladius complex,Orthocladius complex
Cricotopus bicinctus,FALSE,FORMATTING,Cricotopus Bicinctus Group,Cricotopus Bicinctus Group,Cricotopus Bicinctus Group,Cricotopus Bicinctus Group
Cricotopus Bicinctus Gr.,FALSE,FORMATTING,Cricotopus Bicinctus Group,Cricotopus Bicinctus Group,Cricotopus Bicinctus Group,Cricotopus Bicinctus Group
Cricotopus bicinctus group,FALSE,FORMATTING,Cricotopus Bicinctus Group,Cricotopus Bicinctus Group,Cricotopus Bicinctus Group,Cricotopus Bicinctus Group
Cricotopus bicinctus Group,FALSE,FORMATTING,Cricotopus Bicinctus Group,Cricotopus Bicinctus Group,Cricotopus Bicinctus Group,Cricotopus Bicinctus Group
Cricotopus Bicinctus Group,FALSE,FORMATTING,Cricotopus Bicinctus Group,Cricotopus Bicinctus Group,Cricotopus Bicinctus Group,Cricotopus Bicinctus Group
Cricotopus Festivellus Gr.,FALSE,dubious,DNI,Cricotopus,Cricotopus,DNI
Cricotopus Isocladius,FALSE,FORMATTING,Cricotopus (Isocladius),Cricotopus (Isocladius),Cricotopus (Isocladius),DNI
Cricotopus Isocladius--Type I,FALSE,FORMATTING,Cricotopus (Isocladius),Cricotopus (Isocladius),Cricotopus (Isocladius),DNI
Cricotopus nostocicola,FALSE,FORMATTING,Cricotopus (Nostococladius),Cricotopus (Nostococladius),Cricotopus (Nostococladius),Cricotopus (Nostococladius)
Cricotopus Nostococladius,FALSE,FORMATTING,Cricotopus (Nostococladius),Cricotopus (Nostococladius),Cricotopus (Nostococladius),Cricotopus (Nostococladius)
Cricotopus Nostococladius--Type II,FALSE,FORMATTING,Cricotopus (Nostococladius),Cricotopus (Nostococladius),Cricotopus (Nostococladius),Cricotopus (Nostococladius)
Cricotopus Obnixus Gr.,FALSE,dubious,DNI,Cricotopus,Cricotopus,DNI
Cricotopus sylvestris group,FALSE,,DNI,Cricotopus,Cricotopus,DNI
Cricotopus Tremulus Gr.,FALSE,FORMATTING,DNI,Cricotopus Tremulus Group,Cricotopus Tremulus Group,DNI
Cricotopus tremulus group,FALSE,FORMATTING,DNI,Cricotopus Tremulus Group,Cricotopus Tremulus Group,DNI
Cricotopus tremulus Group,FALSE,FORMATTING,DNI,Cricotopus Tremulus Group,Cricotopus Tremulus Group,DNI
Cricotopus Tremulus Group,FALSE,FORMATTING,DNI,Cricotopus Tremulus Group,Cricotopus Tremulus Group,DNI
Cricotopus trifascia,FALSE,FORMATTING,Cricotopus Trifascia Group,Cricotopus Trifascia Group,Cricotopus Trifascia Group,DNI
Cricotopus Trifascia Gr.,FALSE,FORMATTING,Cricotopus Trifascia Group,Cricotopus Trifascia Group,Cricotopus Trifascia Group,DNI
Cricotopus trifascia group,FALSE,FORMATTING,Cricotopus Trifascia Group,Cricotopus Trifascia Group,Cricotopus Trifascia Group,DNI
Cricotopus trifascia Group,FALSE,FORMATTING,Cricotopus Trifascia Group,Cricotopus Trifascia Group,Cricotopus Trifascia Group,DNI
Cricotopus Trifascia Group,FALSE,FORMATTING,Cricotopus Trifascia Group,Cricotopus Trifascia Group,Cricotopus Trifascia Group,DNI
Cricotopus/Orthocladius,FALSE,,Orthocladius complex,Orthocladius complex,Orthocladius complex,Orthocladius complex
Crustacea,FALSE,TOO COARSE,DNI,Crustacea,Crustacea,DNI
Cryptochia,FALSE,,Cryptochia,Cryptochia,Cryptochia,Cryptochia
Cryptochia califca,FALSE,,Cryptochia,Cryptochia,Cryptochia,Cryptochia
Cryptochironomus,FALSE,,Cryptochironomus,Cryptochironomus,Cryptochironomus,Cryptochironomus
Cryptolabis,FALSE,,Cryptolabis,Cryptolabis,Cryptolabis,Cryptolabis
Cryptotendipes,FALSE,,DNI,Cryptotendipes,Cryptotendipes,DNI
Culex,FALSE,,DNI,Culicidae,Culicidae,DNI
Culex pipiens,FALSE,,DNI,Culicidae,Culicidae,DNI
Culicidae,FALSE,,DNI,Culicidae,Culicidae,DNI
Culicoides,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae
Culiseta,FALSE,,DNI,Culicidae,Culicidae,DNI
Culoptila,FALSE,,DNI,Culoptila,Culoptila,DNI
Cultus,FALSE,,DNI,Cultus,Cultus,DNI
Curculionidae,TRUE,Terrestrial,DNI,DNI,DNI,DNI
Cybister,FALSE,,DNI,Dytiscidae,Dytiscidae,DNI
Cyclopidae,TRUE,Generally excluded in lotic benthic samples,DNI,DNI,DNI,DNI
Cyclopoida,TRUE,Generally excluded in lotic benthic samples,DNI,DNI,DNI,DNI
Cylloepus,FALSE,OUT of RANGE,DNI,Elmidae,DNI,DNI
Cymbiodyta,FALSE,,Hydrophilidae,Cymbiodyta,Cymbiodyta,Hydrophilidae
Cyrnellus,FALSE,,DNI,Polycentropodidae,Polycentropodidae,DNI
Cystobranchus salmositicus,FALSE,,Hirudinida,Cystobranchus salmositicus,Cystobranchus salmositicus,Hirudinida
Dactylobaetis,FALSE,jr. syn. of Camelobaetidius,DNI,Camelobaetidius,Camelobaetidius,DNI
Dactylolabis,FALSE,,DNI,Dactylolabis,Dactylolabis,DNI
Daphnia,TRUE,Cladocera excluded,DNI,DNI,DNI,DNI
Daphnia pulex,TRUE,Cladocera excluded,DNI,DNI,DNI,DNI
Daphniidae,TRUE,Cladocera excluded,DNI,DNI,DNI,DNI
Dasyhelea,FALSE,,Dasyhelea,Dasyhelea,Dasyhelea,DNI
Dasyheleinae,FALSE,,Dasyhelea,Dasyhelea,Dasyhelea,DNI
Decapoda,FALSE,,DNI,Decapoda,Decapoda,DNI
Demeijerea,FALSE,,DNI,Demeijerea,Demeijerea,DNI
Demicryptochironomus,FALSE,,DNI,Demicryptochironomus,Demicryptochironomus,DNI
Dero,FALSE,,Naidinae,Dero,Oligochaeta,Naidinae
Deronectes,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
Derotanypus,FALSE,,DNI,Derotanypus,Derotanypus,DNI
Desmona,FALSE,Single species,DNI,Monophylax mono,Monophylax mono,DNI
Desmona mono,FALSE,Single species,DNI,Monophylax mono,Monophylax mono,DNI
Desmopachria convexa,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
Despaxia,FALSE,Single species in genus in NA,Despaxia augusta,Despaxia augusta,Despaxia augusta,Despaxia augusta
Despaxia augusta,FALSE,Single species in genus in NA,Despaxia augusta,Despaxia augusta,Despaxia augusta,Despaxia augusta
Deuteronectes,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Deuteronectes,Hydroporinae,Hydroporinae
Deuterophlebia,FALSE,,DNI,Deuterophlebia,Deuterophlebia,DNI
Deuterophlebiidae,FALSE,,DNI,Deuterophlebia,Deuterophlebia,DNI
Diamesa,FALSE,,Diamesa,Diamesa,Diamesa,Diamesa
Diamesinae,FALSE,,DNI,Diamesinae,Diamesinae,DNI
Dicata,TRUE,Marine,DNI,DNI,DNI,DNI
Dicosmoecinae,FALSE,,DNI,Dicosmoecinae,Dicosmoecinae,DNI
Dicosmoecus,FALSE,,DNI,Dicosmoecus,Dicosmoecus,DNI
Dicosmoecus atripes,FALSE,,Dicosmoecus atripes,Dicosmoecus atripes,Dicosmoecus atripes,Dicosmoecus atripes
Dicosmoecus gilvipes,FALSE,,Dicosmoecus gilvipes,Dicosmoecus gilvipes,Dicosmoecus gilvipes,Dicosmoecus gilvipes
Dicosmoecus pallicornis,FALSE,,DNI,Dicosmoecus pallicornis,Dicosmoecus pallicornis,DNI
Dicraeus,TRUE,Terrestrial,DNI,DNI,DNI,DNI
Dicranomyia,FALSE,,Dicranomyia,Dicranomyia,Dicranomyia,DNI
Dicranophragma,FALSE,,DNI,Dicranophragma,Dicranophragma,DNI
Dicranopselaphus,FALSE,,DNI,Psephenidae,Psephenidae,DNI
Dicranota,FALSE,,Dicranota,Dicranota,Dicranota,Dicranota
Dicranus,TRUE,Terrestrial,DNI,DNI,DNI,DNI
Dicrotendipes,FALSE,,Dicrotendipes,Dicrotendipes,Dicrotendipes,Dicrotendipes
Dina,FALSE,Invalid Jr. syn of Erpobdella,Hirudinida,Erpobdella,Erpobdella,Hirudinida
Dineutus,FALSE,,DNI,Dineutus,Gyrinidae,DNI
Dioptopsis,FALSE,european,Blephariceridae,Blephariceridae,Blephariceridae,Blephariceridae
Diphetor,FALSE,Single species in genus,Diphetor hageni,Diphetor hageni,Diphetor hageni,Diphetor hageni
Diphetor hageni,FALSE,Single species in genus,Diphetor hageni,Diphetor hageni,Diphetor hageni,Diphetor hageni
Diphetor/Fallceon,FALSE,,DNI,Baetidae,Baetidae,DNI
Diplex,TRUE,????  BAD ID?????,DNI,DNI,DNI,DNI
Diplocladius,FALSE,,Diplocladius,Diplocladius,Diplocladius,Diplocladius
Diplocladius cultriger,FALSE,,Diplocladius,Diplocladius,Diplocladius,Diplocladius
Diploperla,FALSE,,DNI,Perlodidae,Perlodidae,DNI
Diptera,FALSE,,DNI,Diptera,Diptera,DNI
Diura,FALSE,,DNI,Diura,Diura,DNI
Diura knowltoni,FALSE,,DNI,Diura,Diura,DNI
Dixa,FALSE,,Dixa,Dixa,Dixa,Dixa
Dixella,FALSE,,Dixella,Dixella,Dixella,Dixella
Dixidae,FALSE,,DNI,Dixidae,Dixidae,DNI
Doddsia,FALSE,,Taeniopterygidae,Taeniopterygidae,Taeniopterygidae,Taeniopterygidae
Doddsia occidentalis,FALSE,,Taeniopterygidae,Taeniopterygidae,Taeniopterygidae,Taeniopterygidae
Dolichopodidae,FALSE,,DNI,Dolichopodidae,Dolichopodidae,DNI
Dolophilodes,FALSE,,Dolophilodes,Dolophilodes,Dolophilodes,Dolophilodes
Dolophilodes/Sisko,FALSE,,Dolophilodes,Dolophilodes,Dolophilodes,Dolophilodes
Doncricotopus,FALSE,,DNI,Doncricotopus,Doncricotopus,DNI
Doncricotopus bicaudatus,FALSE,,DNI,Doncricotopus,Doncricotopus,DNI
Doroneuria,FALSE,,Doroneuria,Doroneuria,Doroneuria,Doroneuria
Doroneuria baumanni,FALSE,,Doroneuria,Doroneuria,Doroneuria,Doroneuria
Doroneuria theodora,FALSE,,Doroneuria,Doroneuria,Doroneuria,Doroneuria
Drunella,FALSE,,DNI,Drunella,Drunella,DNI
Drunella coloradensis,FALSE,Formatting and consistency,Drunella coloradensis/flavilinea,Drunella coloradensis/flavilinea,Drunella coloradensis/flavilinea,Drunella coloradensis/flavilinea
Drunella coloradensis/flavilinea,FALSE,Formatting and consistency,Drunella coloradensis/flavilinea,Drunella coloradensis/flavilinea,Drunella coloradensis/flavilinea,Drunella coloradensis/flavilinea
Drunella doddsii,FALSE,note some older data may have 'doddsi',Drunella doddsii,Drunella doddsii,Drunella doddsii,Drunella doddsii
Drunella flavilinea,FALSE,Formatting and consistency,Drunella coloradensis/flavilinea,Drunella coloradensis/flavilinea,Drunella coloradensis/flavilinea,Drunella coloradensis/flavilinea
Drunella flavilinea/coloradensis,FALSE,Formatting and consistency,Drunella coloradensis/flavilinea,Drunella coloradensis/flavilinea,Drunella coloradensis/flavilinea,Drunella coloradensis/flavilinea
Drunella grandis,FALSE,Formatting and consistency,Drunella grandis/spinifera,Drunella grandis/spinifera,Drunella grandis/spinifera,Drunella grandis/spinifera
Drunella grandis flavitincta,FALSE,Formatting and consistency,Drunella grandis/spinifera,Drunella grandis/spinifera,Drunella grandis/spinifera,Drunella grandis/spinifera
Drunella grandis grandis,FALSE,Formatting and consistency,Drunella grandis/spinifera,Drunella grandis/spinifera,Drunella grandis/spinifera,Drunella grandis/spinifera
Drunella grandis/spinifera,FALSE,Formatting and consistency,Drunella grandis/spinifera,Drunella grandis/spinifera,Drunella grandis/spinifera,Drunella grandis/spinifera
Drunella pelosa,FALSE,,DNI,Drunella pelosa,Drunella pelosa,DNI
Drunella spinifera,FALSE,Formatting and consistency,Drunella grandis/spinifera,Drunella grandis/spinifera,Drunella grandis/spinifera,Drunella grandis/spinifera
Dryopidae,FALSE,,DNI,Dryopidae,Dryopidae,DNI
Dubiraphia,FALSE,,Dubiraphia,Dubiraphia,Dubiraphia,Dubiraphia
Dubiraphia giulianii,FALSE,,Dubiraphia,Dubiraphia,Dubiraphia,Dubiraphia
Dubiraphia vittata,FALSE,,Dubiraphia,Dubiraphia,Dubiraphia,Dubiraphia
Dysmicohermes,FALSE,Single species in genus,Corydalidae,Dysmicohermes,Dysmicohermes,Corydalidae
Dysmicohermes disjunctus,FALSE,Single species in genus,Corydalidae,Dysmicohermes,Dysmicohermes,Corydalidae
Dytiscidae,FALSE,,DNI,Dytiscidae,Dytiscidae,DNI
Dytiscidae - adult,FALSE,,DNI,Dytiscidae,Dytiscidae,DNI
Dytiscidae - larvae,FALSE,,DNI,Dytiscidae,Dytiscidae,DNI
Dytiscus,FALSE,,DNI,Dytiscidae,Dytiscidae,DNI
Dytiscus cordieri,FALSE,,DNI,Dytiscidae,Dytiscidae,DNI
Dytiscus dauricus,FALSE,,DNI,Dytiscidae,Dytiscidae,DNI
Dytiscus fasciventrus,FALSE,,DNI,Dytiscidae,Dytiscidae,DNI
Dytiscus marginicollis,FALSE,,DNI,Dytiscidae,Dytiscidae,DNI
Ecclisocosmoecus,FALSE,single species in genus,Ecclisocosmoecus scylla,Ecclisocosmoecus scylla,Ecclisocosmoecus scylla,Ecclisocosmoecus scylla
Ecclisocosmoecus scylla,FALSE,single species in genus,Ecclisocosmoecus scylla,Ecclisocosmoecus scylla,Ecclisocosmoecus scylla,Ecclisocosmoecus scylla
Ecclisomyia,FALSE,,Ecclisomyia,Ecclisomyia,Ecclisomyia,Ecclisomyia
Ecdyonurus,FALSE,,Afghanurus,Afghanurus,Afghanurus,Afghanurus
Ecdyonurus criddlei,FALSE,,Afghanurus,Afghanurus criddlei,Afghanurus criddlei,Afghanurus
Ecdyonurus/Nixe,FALSE,,Afghanurus,Afghanurus,Afghanurus,Afghanurus
Eclipidrilus,FALSE,,Lumbriculidae,Eclipidrilus,Oligochaeta,Lumbriculidae
Ectemnia,FALSE,,DNI,Ectemnia,Ectemnia,DNI
Ectopria,TRUE,"Dubious ID, known from Eastern half of country",DNI,DNI,DNI,DNI
Einfeldia,FALSE,,DNI,Chironomini,Chironomini,DNI
Eiseniella tetraedra,TRUE,Mostly Terrestrial,DNI,DNI,DNI,DNI
