Taxon_orig,NonTarget,Rationale,OTU_MTTI,OTU_MetricCalc,OTU_BCG_MariNW,OTU_BSTI,OTU_BCG_ORWA,altOTU_BCG_ORWA_worms
Tipula dis,FALSE,,Tipula,Tipula,Tipula,Tipula,Tipula,Tipula
Tipulidae,FALSE,,DNI,Tipulidae,Tipulidae,DNI,Tipulidae,Tipulidae
Tipulidae sp. MAA#01,FALSE,,DNI,Tipulidae,Tipulidae,DNI,Tipulidae,Tipulidae
Tipulidae sp. MAA#02,FALSE,,DNI,Tipulidae,Tipulidae,DNI,Tipulidae,Tipulidae
Tipulidae/Limoniidae/Pedicidiidae/Cylindrotomidae,FALSE,,DNI,Nematocera,Nematocera,DNI,Nematocera,Nematocera
Tipuloidea,FALSE,,DNI,Nematocera,Nematocera,DNI,Nematocera,Nematocera
Todothyas,FALSE,nomenclature,DNI,Parathyas,Trombidiformes,DNI,Parathyas,Parathyas
Tokunagaia,FALSE,,DNI,Tokunagaia,Tokunagaia,DNI,Tokunagaia,Tokunagaia
Torrenticola,FALSE,,Torrenticola,Torrenticola,Trombidiformes,Torrenticola,Torrenticola,Torrenticola
Torrenticolidae,FALSE,,DNI,Torrenticolidae,Trombidiformes,DNI,Torrenticolidae,Torrenticolidae
Tramea,FALSE,,DNI,Libellulidae,Libellulidae,DNI,Libellulidae,Libellulidae
Traverella,FALSE,,DNI,Traverella,Traverella,DNI,Traverella,Traverella
Traverella albertana,FALSE,,DNI,Traverella,Traverella,DNI,Traverella,Traverella
Trepaxonemata,FALSE,,Trepaxonemata,Platyhelminthes,Trepaxonemata,Trepaxonemata,Platyhelminthes,Platyhelminthes
Trepobates,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Triaenodes,FALSE,,DNI,Triaenodes,Triaenodes,DNI,Triaenodes,Triaenodes
Tribelos,FALSE,,Tribelos,Tribelos,Tribelos,Tribelos,Tribelos,Tribelos
Tribelos jucundus,FALSE,,Tribelos,Tribelos,Tribelos,Tribelos,Tribelos,Tribelos
Trichoclinocera,FALSE,,Trichoclinocera,Clinocera/Trichoclinocera,Trichoclinocera,Trichoclinocera,Clinocera/Trichoclinocera,Clinocera/Trichoclinocera
Trichocorixa,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Trichoptera,FALSE,TOO COARSE,DNI,Trichoptera,Trichoptera,DNI,Trichoptera,Trichoptera
Trichoptera sp. AJF#01,FALSE,TOO COARSE,DNI,Trichoptera,Trichoptera,DNI,Trichoptera,Trichoptera
Trichoptera sp. AJF#02,FALSE,TOO COARSE,DNI,Trichoptera,Trichoptera,DNI,Trichoptera,Trichoptera
Trichotipula,FALSE,Subgenus of Tipula,Tipula,Tipula,Tipula,Tipula,Tipula,Tipula
Tricladida,FALSE,,Trepaxonemata,Platyhelminthes,Trepaxonemata,Trepaxonemata,Platyhelminthes,Platyhelminthes
Tricorythodes,FALSE,,Tricorythodes,Tricorythodes,Tricorythodes,Tricorythodes,Tricorythodes,Tricorythodes
Tricorythodes explicatus,FALSE,,Tricorythodes,Tricorythodes,Tricorythodes,Tricorythodes,Tricorythodes,Tricorythodes
Tricorythodes minutus,FALSE,,Tricorythodes,Tricorythodes,Tricorythodes,Tricorythodes,Tricorythodes,Tricorythodes
Tricyphona,FALSE,best to leave at family,DNI,Pediciidae,Pediciidae,DNI,Pediciidae,Pediciidae
Trissopelopia,FALSE,,DNI,Trissopelopia,Trissopelopia,DNI,Trissopelopia,Trissopelopia
Triznaka,FALSE,,DNI,Chloroperlidae,Chloroperlidae,DNI,Chloroperlidae,Chloroperlidae
Trombidiformes,FALSE,,DNI,Trombidiformes,Trombidiformes,DNI,Trombidiformes,Trombidiformes
Tropisternus,FALSE,,Hydrophilidae,Tropisternus,Tropisternus,Hydrophilidae,Tropisternus,Tropisternus
Truncatelloidea,FALSE,,Truncatelloidea,Truncatelloidea,Truncatelloidea,Truncatelloidea,Truncatelloidea,Truncatelloidea
Tubifex,FALSE,,Tubificinae,Tubifex,Oligochaeta,Tubificinae,Oligochaeta,Tubificinae
Tubificidae,FALSE,,Tubificinae,Tubificinae,Oligochaeta,Tubificinae,Oligochaeta,Tubificinae
Tubificina,FALSE,,Tubificinae,Tubificinae,Oligochaeta,Tubificinae,Oligochaeta,Tubificinae
Tubificinae,FALSE,,Tubificinae,Tubificinae,Oligochaeta,Tubificinae,Oligochaeta,Tubificinae
Tubificoid Naididae,FALSE,,Tubificinae,Tubificinae,Oligochaeta,Tubificinae,Oligochaeta,Tubificinae
Tubificoid Naididae with hair chaetae,FALSE,,Tubificinae,Tubificinae,Oligochaeta,Tubificinae,Oligochaeta,Tubificinae
Tubificoid Naididae without hair chaetae,FALSE,,Tubificinae,Tubificinae,Oligochaeta,Tubificinae,Oligochaeta,Tubificinae
Tubularia,FALSE,,Trepaxonemata,Platyhelminthes,Trepaxonemata,Trepaxonemata,Platyhelminthes,Platyhelminthes
Turbellaria,FALSE,,Trepaxonemata,Platyhelminthes,Trepaxonemata,Trepaxonemata,Platyhelminthes,Platyhelminthes
Turbinidae,TRUE,Marine,DNI,DNI,DNI,DNI,DNI,DNI
Turbo,TRUE,Marine,DNI,DNI,DNI,DNI,DNI,DNI
Tvetenia,FALSE,,Tvetenia,Tvetenia,Tvetenia,Tvetenia,Tvetenia,Tvetenia
Tvetenia bavarica,FALSE,FORMATTING,Tvetenia,Tvetenia Bavarica Group,Tvetenia Bavarica Group,Tvetenia,Tvetenia Bavarica Group,Tvetenia Bavarica Group
Tvetenia Bavarica Gr.,FALSE,FORMATTING,Tvetenia,Tvetenia Bavarica Group,Tvetenia Bavarica Group,Tvetenia,Tvetenia Bavarica Group,Tvetenia Bavarica Group
Tvetenia bavarica group,FALSE,FORMATTING,Tvetenia,Tvetenia Bavarica Group,Tvetenia Bavarica Group,Tvetenia,Tvetenia Bavarica Group,Tvetenia Bavarica Group
Tvetenia Bavarica Group,FALSE,FORMATTING,Tvetenia,Tvetenia Bavarica Group,Tvetenia Bavarica Group,Tvetenia,Tvetenia Bavarica Group,Tvetenia Bavarica Group
Tvetenia bavarica Group,FALSE,formatting,Tvetenia,Tvetenia Bavarica Group,Tvetenia Bavarica Group,Tvetenia,Tvetenia Bavarica Group,Tvetenia Bavarica Group
Tvetenia Discoloripes Gr.,FALSE,FORMATTING,Tvetenia,Tvetenia Discoloripes Group,Tvetenia Discoloripes Group,Tvetenia,Tvetenia tshernovskii,Tvetenia tshernovskii
Tvetenia discoloripes group,FALSE,FORMATTING,Tvetenia,Tvetenia Discoloripes Group,Tvetenia Discoloripes Group,Tvetenia,Tvetenia tshernovskii,Tvetenia tshernovskii
Tvetenia Discoloripes Group,FALSE,FORMATTING,Tvetenia,Tvetenia Discoloripes Group,Tvetenia Discoloripes Group,Tvetenia,Tvetenia tshernovskii,Tvetenia tshernovskii
Tvetenia paucunca,FALSE,,Tvetenia,Tvetenia,Tvetenia,Tvetenia,Tvetenia,Tvetenia
Tvetenia tshernovskii,FALSE,FORMATTING,Tvetenia,Tvetenia Discoloripes Group,Tvetenia Discoloripes Group,Tvetenia,Tvetenia tshernovskii,Tvetenia tshernovskii
Tvetenia vitracies,FALSE,FORMATTING,Tvetenia,Tvetenia Discoloripes Group,Tvetenia Discoloripes Group,Tvetenia,Tvetenia tshernovskii,Tvetenia tshernovskii
Tvetenia Vitracies Group,FALSE,FORMATTING,Tvetenia,Tvetenia Discoloripes Group,Tvetenia Discoloripes Group,Tvetenia,Tvetenia tshernovskii,Tvetenia tshernovskii
Twinnia,FALSE,,DNI,Twinnia,Twinnia,DNI,Twinnia,Twinnia
Tyrrellia,FALSE,,DNI,Tyrrellia,Trombidiformes,DNI,Tyrrellia,Tyrrellia
Uenoidae,FALSE,,DNI,Uenoidae,Uenoidae,DNI,Uenoidae,Uenoidae
Uenoinae,FALSE,,DNI,Uenoidae,Uenoidae,DNI,Uenoidae,Uenoidae
Ulomorpha,FALSE,,DNI,Ulomorpha,Ulomorpha,DNI,Ulomorpha,Ulomorpha
Uncinais,FALSE,monotypic - Uncinais uncinata,Naidinae,Uncinais uncinata,Oligochaeta,Naidinae,Oligochaeta,Naidinae
Uncinais uncinata,FALSE,There is only one species in this genus,Naidinae,Uncinais uncinata,Oligochaeta,Naidinae,Oligochaeta,Naidinae
UNID'd terrestrial,TRUE,Terrestrial. TOO COARSE,DNI,DNI,DNI,DNI,DNI,DNI
Unionacea,FALSE,,DNI,Unionoidea,Unionoidea,DNI,Unionoidea,Unionoidea
Unionicola,FALSE,,DNI,Unionicola,Trombidiformes,DNI,Unionicola,Unionicola
Unionicolidae,FALSE,,DNI,Unionicolidae,Trombidiformes,DNI,Unionicolidae,Unionicolidae
Unionidae,FALSE,,DNI,Unionoidea,Unionoidea,DNI,Unionida,Unionida
Unioninae,FALSE,,DNI,Unionoidea,Unionoidea,DNI,Unionida,Unionida
Unionoida,FALSE,,DNI,Unionoidea,Unionoidea,DNI,Unionida,Unionida
Unionoidea,FALSE,,DNI,Unionoidea,Unionoidea,DNI,Unionida,Unionida
Uromunna acarina,TRUE,marine,DNI,DNI,DNI,DNI,DNI,DNI
Utacapnia,FALSE,,Capniidae,Capniidae,Capniidae,Capniidae,Capniidae,Capniidae
Utaperla,FALSE,,DNI,Paraperlinae,Paraperlinae,DNI,Paraperlinae,Paraperlinae
Utaxatax,FALSE,,DNI,Utaxatax,Trombidiformes,DNI,Utaxatax,Utaxatax
Uvarus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
Uvarus subtilis,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
Valvata,FALSE,,DNI,Valvata,Valvata,DNI,Valvata,Valvata
Valvata humeralis,FALSE,,DNI,Valvata,Valvata,DNI,Valvata,Valvata
Valvatidae,FALSE,,DNI,Valvata,Valvata,DNI,Valvata,Valvata
Varichaetadrilus,FALSE,,Tubificinae,Varichaetadrilus,Oligochaeta,Tubificinae,Oligochaeta,Tubificinae
Vejdovskyella,FALSE,,Naidinae,Vejdovskyella,Oligochaeta,Naidinae,Oligochaeta,Naidinae
Veliidae,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Veneroida,FALSE,,DNI,Veneroida,Veneroida,DNI,Veneroida,Veneroida
Virgatanytarsus,FALSE,,DNI,Tanytarsini,Tanytarsini,DNI,Tanytarsini,Tanytarsini
Visoka,FALSE,Single species in Genus,Visoka cataractae,Visoka cataractae,Visoka cataractae,Visoka cataractae,Visoka cataractae,Visoka cataractae
Visoka cataractae,FALSE,Single species in Genus,Visoka cataractae,Visoka cataractae,Visoka cataractae,Visoka cataractae,Visoka cataractae,Visoka cataractae
Volsellacarus,FALSE,,DNI,Volsellacarus,Trombidiformes,DNI,Volsellacarus,Volsellacarus
Vorticifex,FALSE,,DNI,Vorticifex,Vorticifex,DNI,Vorticifex,Vorticifex
Vorticifex effusa,FALSE,,DNI,Vorticifex,Vorticifex,DNI,Vorticifex,Vorticifex
Wandesia,FALSE,,Wandesia,Wandesia,Trombidiformes,Wandesia,Wandesia,Wandesia
Wiedemannia,FALSE,,Wiedemannia,Roederiodes/Wiedemannia,Wiedemannia,Wiedemannia,Roederiodes/Wiedemannia,Roederiodes/Wiedemannia
Woolastookia,FALSE,,DNI,Woolastookia,Trombidiformes,DNI,Woolastookia,Woolastookia
Wormaldia,FALSE,,Wormaldia,Wormaldia,Wormaldia,Wormaldia,Wormaldia,Wormaldia
Wormaldia anilla,FALSE,,Wormaldia,Wormaldia,Wormaldia,Wormaldia,Wormaldia,Wormaldia
Wormaldia gabriella,FALSE,,Wormaldia,Wormaldia,Wormaldia,Wormaldia,Wormaldia,Wormaldia
Xenochironomus,FALSE,Single species in Genus,DNI,Xenochironomus xenolabis,Xenochironomus xenolabis,DNI,Xenochironomus xenolabis,Xenochironomus xenolabis
Xenochironomus xenolabis,FALSE,Single species in Genus,DNI,Xenochironomus xenolabis,Xenochironomus xenolabis,DNI,Xenochironomus xenolabis,Xenochironomus xenolabis
Xylotopus,FALSE,monotypic,DNI,Xylotopus,Xylotopus,DNI,Xylotopus par,Xylotopus par
Xylotopus par,FALSE,,DNI,Xylotopus,Xylotopus,DNI,Xylotopus par,Xylotopus par
Xystonotus,FALSE,,DNI,Xystonotus,Trombidiformes,DNI,Xystonotus,Xystonotus
Yamatotipula,FALSE,,DNI,Tipulidae,Tipulidae,DNI,Tipulidae,Tipulidae
Ylodes,FALSE,Ylodes is jr. syn of Triaenodes,DNI,Triaenodes,Triaenodes,DNI,Triaenodes,Triaenodes
Yoraperla,FALSE,,Yoraperla,Yoraperla,Yoraperla,Yoraperla,Yoraperla,Yoraperla
Yoraperla brevis,FALSE,,Yoraperla,Yoraperla,Yoraperla,Yoraperla,Yoraperla,Yoraperla
Yoraperla mariana,FALSE,,Yoraperla,Yoraperla mariana,Yoraperla,Yoraperla,Yoraperla,Yoraperla
Yoraperla nigrisoma,FALSE,,Yoraperla,Yoraperla,Yoraperla,Yoraperla,Yoraperla,Yoraperla
Yoraperla siletz,FALSE,,Yoraperla,Yoraperla,Yoraperla,Yoraperla,Yoraperla,Yoraperla
Yphria,FALSE,monotypic,DNI,Yphria,Yphria,DNI,Yphria californica,Yphria californica
Yphria californica,FALSE,,DNI,Yphria,Yphria,DNI,Yphria californica,Yphria californica
Zaitzevia,FALSE,,Zaitzevia,Zaitzevia,Zaitzevia,Zaitzevia,Zaitzevia,Zaitzevia
Zaitzevia milleri,FALSE,,Zaitzevia,Zaitzevia,Zaitzevia,Zaitzevia,Zaitzevia,Zaitzevia
Zaitzevia parvula,FALSE,,Zaitzevia,Zaitzevia,Zaitzevia,Zaitzevia,Zaitzevia,Zaitzevia
Zaitzevia parvulus,FALSE,,Zaitzevia,Zaitzevia,Zaitzevia,Zaitzevia,Zaitzevia,Zaitzevia
Zaitzevia posthonia,FALSE,,Zaitzevia,Zaitzevia,Zaitzevia,Zaitzevia,Zaitzevia,Zaitzevia
Zapada,FALSE,,DNI,Zapada,Zapada,DNI,Zapada,Zapada
Zapada chila,FALSE,,Zapada Oregonensis Group,Zapada Oregonensis Group,Zapada Oregonensis Group,Zapada Oregonensis Group,Zapada Oregonensis Group,Zapada Oregonensis Group
Zapada cinctipes,FALSE,,Zapada cinctipes,Zapada cinctipes,Zapada cinctipes,Zapada cinctipes,Zapada cinctipes,Zapada cinctipes
Zapada columbiana,FALSE,,Zapada columbiana,Zapada columbiana,Zapada columbiana,Zapada columbiana,Zapada columbiana,Zapada columbiana
Zapada columbiana/oregonensis group,FALSE,,DNI,Zapada,Zapada,DNI,Zapada,Zapada
Zapada frigida,FALSE,,Zapada frigida,Zapada frigida,Zapada frigida,Zapada frigida,Zapada frigida,Zapada frigida
Zapada oregonensis,FALSE,Formatting,Zapada Oregonensis Group,Zapada Oregonensis Group,Zapada Oregonensis Group,Zapada Oregonensis Group,Zapada Oregonensis Group,Zapada Oregonensis Group
Zapada Oregonensis Gr.,FALSE,Formatting,Zapada Oregonensis Group,Zapada Oregonensis Group,Zapada Oregonensis Group,Zapada Oregonensis Group,Zapada Oregonensis Group,Zapada Oregonensis Group
Zapada oregonensis group,FALSE,Formatting,Zapada Oregonensis Group,Zapada Oregonensis Group,Zapada Oregonensis Group,Zapada Oregonensis Group,Zapada Oregonensis Group,Zapada Oregonensis Group
Zapada Oregonensis Group,FALSE,Formatting,Zapada Oregonensis Group,Zapada Oregonensis Group,Zapada Oregonensis Group,Zapada Oregonensis Group,Zapada Oregonensis Group,Zapada Oregonensis Group
Zapada oregonensis Group,FALSE,Formatting,Zapada Oregonensis Group,Zapada Oregonensis Group,Zapada Oregonensis Group,Zapada Oregonensis Group,Zapada Oregonensis Group,Zapada Oregonensis Group
Zapada/Malenka,FALSE,,DNI,Nemouridae,Nemouridae,DNI,Nemouridae,Nemouridae
Zavrelia,FALSE,,DNI,Zavrelia,Zavrelia,DNI,Zavrelia,Zavrelia
Zavrelimyia,FALSE,Current Nomenclature,Zavrelimyia,Zavrelimyia,Zavrelimyia,Zavrelimyia,Zavrelimyia,Zavrelimyia
Zoniagrion,FALSE,almost entierly restricted to california,DNI,Coenagrionidae,Coenagrionidae,DNI,Coenagrionidae,Coenagrionidae
Zygoptera,FALSE,,DNI,Zygoptera,Zygoptera,DNI,Zygoptera,Zygoptera
Copelatinae,FALSE,,DNI,Copelatinae,Copelatinae,DNI,Copelatinae,Copelatinae
Oroperla barbara,FALSE,"single species, mostly California",DNI,Oroperla barbara,Oroperla barbara,DNI,Oroperla barbara,Oroperla barbara
Ceratopogonini,FALSE,no need to take to tribe,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,,Ceratopogoninae,Ceratopogoninae
Cognettia,FALSE,STE of Family for Enchytraeidae,Enchytraeidae,Oligochaeta,Oligochaeta,,Oligochaeta,Enchytraeidae
Hydropsyche breviculata,FALSE,this species is known from Taiwan and not known from NA,Hydropsyche,Hydropsyche,Hydropsyche,,Hydropsyche,Hydropsyche
Hydroptila brailovskyi,FALSE,known from Costa Rica and Mexico,Hydroptila,Hydroptila,Hydroptila,,Hydroptila,Hydroptila
Hydroptila catamarcensis,FALSE,known from Argentina,Hydroptila,Hydroptila,Hydroptila,,Hydroptila,Hydroptila
Microtendipes pedellus aberrans,FALSE,sub species,Microtendipes,Microtendipes Pedellus Group,Microtendipes Pedellus Group,,Microtendipes Pedellus Group,Microtendipes Pedellus Group
Nais behningi,FALSE,,Naidinae,Nais,Oligochaeta,,Oligochaeta,Oligochaeta
Orconectes,FALSE,nomenclature,DNI,Faxonius,Orconectes,,Faxonius,Faxonius
Orconectes (Faxonius),FALSE,"Faxonius all Orconectes are cave dwelling, but we started this long before that change occurred",DNI,Faxonius,Orconectes,,Faxonius,Faxonius
Orimarga,FALSE,,Limoniidae,Limoniidae,Limoniidae,,Limoniidae,Limoniidae
Rhabdomastix (Rhabdomastix),FALSE,,Rhabdomastix,Rhabdomastix,Rhabdomastix,,Rhabdomastix,Rhabdomastix
Stephensoniana,FALSE,to match OTUs,Naidinae,Stephensoniana,Oligochaeta,,Oligochaeta,Oligochaeta
Tubifex tubifex,FALSE,just to bring to genus,Tubificinae,Tubifex,Oligochaeta,,Oligochaeta,Oligochaeta
Aagaardia,FALSE,,,Aagaardia,Aagaardia,,Aagaardia,Aagaardia
Abedus,FALSE,More benthic associated and included by some labs in BMI biomonitoring data.,,Abedus,Abedus,,Abedus,Abedus
Abiskomyia,FALSE,,,Abiskomyia,Abiskomyia,,Abiskomyia,Abiskomyia
Acalcarella,FALSE,,,Acalcarella,Acalcarella,,Acalcarella,Acalcarella
Acentrella parvula,FALSE,,,Acentrella parvula,Acentrella parvula,,Acentrella parvula,Acentrella parvula
Acercopsis,FALSE,,,Acercopsis,Acercopsis,,Acercopsis,Acercopsis
Acroloxus coloradensis,FALSE,,,Acroloxus coloradensis,Acroloxus coloradensis,,Acroloxus coloradensis,Acroloxus coloradensis
Afghanurus simplicioides,FALSE,,,Ecdyonurus simplicioides,Ecdyonurus simplicioides,,Ecdyonurus simplicioides,Ecdyonurus simplicioides
Agabetes,FALSE,,,Agabetes,Agabetes,,Agabetes,Agabetes
Agraylea multipunctata,FALSE,More complete descriptions and how to separate species in prep,,Agraylea multipunctata,Agraylea multipunctata,,Agraylea multipunctata,Agraylea multipunctata
Agraylea saltesea,FALSE,More complete descriptions and how to separate species in prep,,Agraylea saltesea,Agraylea saltesea,,Agraylea saltesea,Agraylea saltesea
Agrypnia,FALSE,,,Agrypnia,Agrypnia,,Agrypnia,Agrypnia
Alitta succinea,FALSE,,,Alitta succinea,Alitta succinea,,Alitta succinea,Alitta succinea
Allonais,FALSE,,,Allonais,Oligochaeta,,Oligochaeta,Oligochaeta
Ameribrachypoda,FALSE,,,Ameribrachypoda,Trombidiformes,,Ameribrachypoda,Ameribrachypoda
Amerothyasella,FALSE,,,Amerothyasella,Trombidiformes,,Amerothyasella,Amerothyasella
Amphichaeta,FALSE,,,Amphichaeta,Oligochaeta,,Oligochaeta,Oligochaeta
Amphicteis floridus,FALSE,,,Amphicteis floridus,Amphicteis floridus,,Amphicteis floridus,Amphicteis floridus
Anabolia,FALSE,,,Anabolia,Anabolia,,Anabolia,Anabolia
Anepeorus rusticus,FALSE,,,Anepeorus rusticus,Anepeorus rusticus,,Anepeorus rusticus,Anepeorus rusticus
Angarotipula,FALSE,"Formerly a subgenus of Tipula, see Broso 2017",,Angarotipula,Angarotipula,,Angarotipula,Angarotipula
Anisitsiellidae,FALSE,,,Anisitsiellidae,Trombidiformes,,Anisitsiellidae,Anisitsiellidae
Anisogammarus pugettensis,FALSE,,,Anisogammarus pugettensis,Anisogammarus pugettensis,,Anisogammarus pugettensis,Anisogammarus pugettensis
Anthropotamus,FALSE,"Range extension of Anthropotamus to CA, Sierras, Upper Truckee River (McCafferty & Meyer 2007). On watch list for PNW.",,Anthropotamus,Anthropotamus,,Anthropotamus,Anthropotamus
Aplexa elongata,FALSE,"Northern distribution.  Found in temporary pools, edges of ponds and slow streams.",,Aplexa elongata,Aplexa elongata,,Aplexa elongata,Aplexa elongata
Apohyale,FALSE,,,Apohyale,Apohyale,,Apohyale,Apohyale
Apteraliplus parvulus,FALSE,"Monotypic. Known now from CA, eastern WA, Willamette Valley, and southern ID.",,Apteraliplus parvulus,Apteraliplus parvulus,,Apteraliplus parvulus,Apteraliplus parvulus
Arctocorisa,TRUE,"Swimmers, divers, water surface, and shore dwelling hemipterans incidentally collected in BMI biomonitoring samples. Inclusion in BMI data sets by labs and data consumers is variable.",,Arctocorisa,Arctocorisa,,Arctocorisa,Arctocorisa
Arctopora,FALSE,,,Arctopora,Arctopora,,Arctopora,Arctopora
Arctopsyche Grandis Group,FALSE,,,Arctopsyche Grandis Group,Arctopsyche Grandis Group,,Arctopsyche Grandis Group,Arctopsyche Grandis Group
Arctopsyche ladogensis,FALSE,,,Arctopsyche ladogensis,Arctopsyche ladogensis,,Arctopsyche ladogensis,Arctopsyche ladogensis
Arcynopteryx dichroa,FALSE,"Arcynopteryx compacta (Mclachlan, 1872) is a junior synonym of Arcynopteryx dichroa (Mclachlan, 1872). See Teslenko (2012)",,Arcynopteryx dichroa,Arcynopteryx dichroa,,Arcynopteryx dichroa,Arcynopteryx dichroa
Arthroplea bipunctata,FALSE,"Single genus in family Arthropleidae. Monotypic genus in North America. A highly specialized species found in lentic and riverine depositional habitats. Rare, and of conservation concern. Please pass specimens encountered onto specialists. Mayfly Central",,Arthroplea bipunctata,Arthroplea bipunctata,,Arthroplea bipunctata,Arthroplea bipunctata
Asellidae (subterranean),FALSE,"covers Calasellus, Salmasellus and any other subterranean genera that may occur in western N Amer",,Asellidae (subterranean),Asellidae (subterranean),,Asellidae (subterranean),Asellidae (subterranean)
Assiminea,FALSE,,,Assiminea,Assiminea,,Assiminea,Assiminea
Astacidea,FALSE,includes all crayfish families,,Astacidea,Astacidea,,Astacidea,Astacidea
Atylotus/Tabanus/Whitneyomyia,FALSE,,,Atylotus/Tabanus/Whitneyomyia,Atylotus/Tabanus/Whitneyomyia,,Atylotus/Tabanus/Whitneyomyia,Atylotus/Tabanus/Whitneyomyia
Axarus,FALSE,,,Axarus,Axarus,,Axarus,Axarus
Axonopsis,FALSE,,,Axonopsis,Trombidiformes,,Axonopsis,Axonopsis
Baetis adonis,FALSE,"As Baetis sp. A in Morihara & Mccafferty, 1979.",,Baetis adonis,Baetis adonis,,Baetis adonis,Baetis adonis
Baetis intercalaris complex,FALSE,,,Baetis intercalaris complex,Baetis intercalaris complex,,Baetis intercalaris complex,Baetis intercalaris complex
Baetis magnus,FALSE,"Baetis sp. B in Morihara & McCafferty, 1979",,Baetis magnus,Baetis magnus,,Baetis magnus,Baetis magnus
Baetis vernus complex,FALSE,"Baetis vernus complex, Baetis brunneicolor, Baetis vernus, Baetis bundyae, Baetis hudsonicus are all Vernus Group members",,Baetis vernus complex,Baetis vernus complex,,Baetis vernus complex,Baetis vernus complex
Bandakia,FALSE,,,Bandakia,Trombidiformes,,Bandakia,Bandakia
Bathynellacea,FALSE,,,Bathynellacea,Bathynellacea,,Bathynellacea,Bathynellacea
Bharatalbia,FALSE,,,Bharatalbia,Bharatalbia,,Bharatalbia,Bharatalbia
Biomphalaria havenensis,FALSE,,,Biomphalaria havenensis,Biomphalaria havenensis,,Biomphalaria havenensis,Biomphalaria havenensis
Bittacomorphella,FALSE,,,Bittacomorphella,Bittacomorphella,,Bittacomorphella,Bittacomorphella
Brachycentrus numerosus complex,FALSE,,,Brachycentrus numerosus complex,Brachycentrus numerosus complex,,Brachycentrus numerosus complex,Brachycentrus numerosus complex
Brachycercinae,FALSE,"Includes these genera that occur in the west and may be in the PNW; Brachycercus, Cercobrachys, and Susperatus.",,Brachycercinae,Brachycercinae,,Brachycercinae,Brachycercinae
Brachypodopsis,FALSE,,,Brachypodopsis,Brachypodopsis,,Brachypodopsis,Brachypodopsis
Branchiodrilus,FALSE,,,Branchiodrilus,Oligochaeta,,Oligochaeta,Oligochaeta
Branchiopoda,FALSE,,,Branchiopoda,Branchiopoda,,Branchiopoda,Branchiopoda
Brechmorhoga,FALSE,,,Brechmorhoga,Brechmorhoga,,Brechmorhoga,Brechmorhoga
Bythinia tentaculata,FALSE,,,Bythinia tentaculata,Bythinia tentaculata,,Bythinia tentaculata,Bythinia tentaculata
Caeninae,FALSE,"In rare cases damaged or immature larvae may have to be left at family level, but ID to at least to subfamily is usually possible. Note that Caenis is almost exclusively found in biomonitoring samples from PNW streams and rivers. Other species and genera",,Caeninae,Caeninae,,Caeninae,Caeninae
Canacidae,FALSE,,,Canacidae,Canacidae,,Canacidae,Canacidae
Canalipalpata,FALSE,,,Canalipalpata,Canalipalpata,,Canalipalpata,Canalipalpata
Cardiocladius albiplumas,FALSE,,,Cardiocladius albiplumas,Cardiocladius albiplumas,,Cardiocladius albiplumas,Cardiocladius albiplumas
Cardiocladius Obscurus Group,FALSE,,,Cardiocladius Obscurus Group,Cardiocladius Obscurus Group,,Cardiocladius Obscurus Group,Cardiocladius Obscurus Group
Caudatella columbiella,FALSE,"Caudatella heterocaudata californica Allen & Edmunds, 1961 is a junior synonym (Jacobus 2010). Ephemerella columbiella McDunnough, 1935 is a junior synonym.",,Caudatella columbiella,Caudatella columbiella,,Caudatella columbiella,Caudatella columbiella
Celina,FALSE,,,Celina,Celina,,Celina,Celina
Centrolimnesia,FALSE,,,Centrolimnesia,Trombidiformes,,Centrolimnesia,Centrolimnesia
Chauliodinae,FALSE,,,Chauliodinae,Chauliodinae,,Chauliodinae,Chauliodinae
Clarkhydrus,FALSE,Adults key to Stictotarsus/Boreonectes in Merritt et al. 2019. Use Fery and Ribera 2018 to separate genera.,,Clarkhydrus,Clarkhydrus,,Clarkhydrus,Clarkhydrus
Clemnius,FALSE,Keys to Hygrotus in Merritt et al. 2019; use Villastrigo et al. 2017 for placement in Clemnius. Uncommon in bioassessment samples. Lentic and lotic. Two species in the PNW.,,Clemnius,Clemnius,,Clemnius,Clemnius
Climacia,FALSE,,,Climacia,Climacia,,Climacia,Climacia
Clinocera/Trichoclinocera,FALSE,"Separation of Clinocera and Trichoclinocera is problematic. The Merrritt et al. 2019 key character is whether the anal division has a median process that is distinctly forked or weakly bifid. There is much variation, even within populations on forking of",,Clinocera/Trichoclinocera,Clinocera/Trichoclinocera,,Clinocera/Trichoclinocera,Clinocera/Trichoclinocera
Clistoronia,FALSE,,,Clistoronia,Clistoronia,,Clistoronia,Clistoronia
Cloeodes,FALSE,,,Cloeodes,Cloeodes,,Cloeodes,Cloeodes
