Taxon_Group,Taxon_Orig,Rank,NonTarget,Rationale,source_MPCA,source_RedLake,Notes,BenTaxaID,FinalID,OTU_BCG,OTU_IBI,TSN,ParTSN,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,Family,SubFamily,Tribe,Genus,SubGenus,Species,Variety
,Prosimulium,Genus,FALSE,,MN BCG Access db,,,627,Prosimulium,Simuliidae,,126703,126648,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Simuliidae,Simuliinae,Prosimuliini,Prosimulium,,,
,Prosimulium magnum,Species,FALSE,,MN BCG Access db,,,628,Prosimulium magnum,Simuliidae,,126733,126703,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Simuliidae,Simuliinae,Prosimuliini,Prosimulium,,Prosimulium magnum,
,Prosimulium multidentatum,Species,FALSE,,MN BCG Access db,,,1599,Prosimulium multidentatum,Simuliidae,,126737,126703,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Simuliidae,Simuliinae,Prosimuliini,Prosimulium,,multidentatum,
,Prosobranchia,SubClass,FALSE,,MN BCG Access db,,,1377,Prosobranchia,DNI,,78780,69459,Mollusca,,Gastropoda,Prosobranchia,,,,,,,,,
,Prostigmata,SubOrder,FALSE,,,AWQMS_Invert_Data_Export,,,Prostigmata,DNI,,,,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,,,,,,,
,Prostoma,Genus,FALSE,,MN BCG Access db,,,1400,Prostoma,Nemertea,,57577,57556,Nemertea,,Enopla,,Hoplonemertea,Monostilifera,Tetrastemmatidae,,,Prostoma,,,
,Prostoma graecense,Species,FALSE,,MN BCG Access db,,,1402,Prostoma graecense,Nemertea,,57578,57577,Nemertea,,Enopla,,Hoplonemertea,Monostilifera,Tetrastemmatidae,,,Prostoma,,Prostoma graecense,
,Protoplasa,Genus,FALSE,,MN BCG Access db,,,630,Protoplasa,Tanyderidae,,125800,125799,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Tanyderidae,,,Protoplasa,,,
,Protoplasa fitchii,Species,FALSE,,MN BCG Access db,,,631,Protoplasa fitchii,Tanyderidae,,125801,125800,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Tanyderidae,,,Protoplasa,,Protoplasa fitchii,
,Protoptila,Genus,FALSE,,MN BCG Access db,,,1241,Protoptila,Protoptila,,115221,115096,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Glossosomatidae,Protoptilinae,,Protoptila,,,
,Protoptila erotica,Species,FALSE,,MN BCG Access db,,,1242,Protoptila erotica,Protoptila,,115226,115221,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Glossosomatidae,Protoptilinae,,Protoptila,,erotica,
,Protoptila maculata,Species,FALSE,,MN BCG Access db,,,1243,Protoptila maculata,Protoptila,,115223,115221,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Glossosomatidae,Protoptilinae,,Protoptila,,maculata,
,Protoptila/Culoptila,Genus,FALSE,,MN BCG Access db,,,1534,Protoptila/Culoptila,Protoptila/Culoptila,,,598220,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,Glossosomatidae,Protoptilinae,,Protoptila/Culoptila,,,
,Protoptilinae,Tribe,FALSE,,MN BCG Access db,,,1441,Protoptilinae,Glossosomatidae,,598220,117120,Arthropoda,,Insecta,Pterygota,Trichoptera,,Glossosomatidae,Protoptilinae,Protoptilinae,,,,
,Protziidae,Family,FALSE,,MN BCG Access db,,,117,Protziidae,Acari,,83164,82770,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Protziidae,,,,,,
,Psectrocladius,Genus,FALSE,,MN BCG Access db,,,525,Psectrocladius,Psectrocladius,,129018,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Psectrocladius,,,
,Psectrotanypus,Genus,FALSE,,MN BCG Access db,,,560,Psectrotanypus,Psectrotanypus,,128048,128020,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Macropelopiini,Psectrotanypus,,,
,Psephenidae,Family,FALSE,,MN BCG Access db,,,257,Psephenidae,Psephenidae,,114069,113998,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Psephenidae,,,,,,
,Psephenus,Genus,FALSE,,MN BCG Access db,,,260,Psephenus,Psephenus,,114070,114069,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Psephenidae,Psepheninae,,Psephenus,,,
,Psephenus herricki,Species,FALSE,,MN BCG Access db,,,261,Psephenus herricki,Psephenus,,114072,114070,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Psephenidae,Psepheninae,,Psephenus,,Psephenus herricki,
,Pseudocentroptiloides,Genus,FALSE,,MN BCG Access db,,,780,Pseudocentroptiloides,Pseudocentroptiloides,,568554,100755,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Baetidae,,,Pseudocentroptiloides,,,
,Pseudocentroptiloides usa,Species,FALSE,,MN BCG Access db,,,781,Pseudocentroptiloides usa,Pseudocentroptiloides,,609583,568554,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Baetidae,,,Pseudocentroptiloides,,Pseudocentroptiloides usa,
,Pseudochironomini,Tribe,FALSE,,MN BCG Access db,,,1761,Pseudochironomini,DNI,,129850,129228,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Pseudochironomini,,,,
,Pseudochironomus,Genus,FALSE,,MN BCG Access db,,,419,Pseudochironomus,Pseudochironomus,,129851,129850,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Pseudochironomini,Pseudochironomus,,Pseudochironomus,
,Pseudocloeon,Genus,FALSE,,MN BCG Access db,,,782,Pseudocloeon,Pseudocloeon,,100771,100755,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Baetidae,,,Pseudocloeon,,,
,Pseudocloeon dardanum,Species,FALSE,,MN BCG Access db,,,783,Pseudocloeon dardanum,Pseudocloeon,,568680,100771,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Baetidae,,,Pseudocloeon,,Pseudocloeon dardanum,
,Pseudocloeon ephippiatum,Species,FALSE,,MN BCG Access db,,,784,Pseudocloeon ephippiatum,Pseudocloeon,,609584,100771,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Baetidae,,,Pseudocloeon,,Pseudocloeon ephippiatum,
,Pseudocloeon frondale,Species,FALSE,,MN BCG Access db,,,785,Pseudocloeon frondale,Pseudocloeon,,568684,100771,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Baetidae,,,Pseudocloeon,,Pseudocloeon frondale,
,Pseudocloeon propinquum,Species,FALSE,,MN BCG Access db,,,786,Pseudocloeon propinquum,Pseudocloeon,,568681,100771,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Baetidae,,,Pseudocloeon,,Pseudocloeon propinquum,
,Pseudodiamesa,Genus,FALSE,,MN BCG Access db,,,1600,Pseudodiamesa,Pseudodiamesa,,128416,128351,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Diamesinae,Diamesini,Pseudodiamesa,,,
,Pseudolimnophila,Genus,FALSE,,MN BCG Access db,,,648,Pseudolimnophila,Pseudolimnophila,,120365,120030,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Tipulidae,Limoniinae,Hexatomini,Pseudolimnophila,,,
,Pseudorthocladius,Genus,FALSE,,MN BCG Access db,,,526,Pseudorthocladius,Pseudorthocladius,,129052,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Pseudorthocladius,,,
,Pseudorthocladius/Parachaetocladius,Genus,FALSE,,MN BCG Access db,,,527,Pseudorthocladius/Parachaetocladius,Pseudorthocladius/Parachaetocladius,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Pseudorthocladius/Parachaetocladius,,,
,Pseudosmittia,Genus,FALSE,,MN BCG Access db,,,528,Pseudosmittia,Pseudosmittia,,129071,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Pseudosmittia,,,
,Pseudostenophylax,Genus,FALSE,,MN BCG Access db,,,1762,Pseudostenophylax,Pseudostenophylax,,115989,598215,Arthropoda,,Insecta,Pterygota,Trichoptera,,Limnephilidae,Pseudostenophylacinae,,Pseudostenophylax,,,
,Pseudosuccinea,Genus,FALSE,,MN BCG Access db,,,1348,Pseudosuccinea,Pseudosuccinea,,76528,76483,Mollusca,,Gastropoda,,Basommatophora,,Lymnaeidae,Lymnaeinae,,Pseudosuccinea,,,
,Pseudosuccinea columella,Species,FALSE,,MN BCG Access db,,,1349,Pseudosuccinea columella,Pseudosuccinea,,76529,76528,Mollusca,,Gastropoda,,Basommatophora,,Lymnaeidae,Lymnaeinae,,Pseudosuccinea,,Pseudosuccinea columella,
,Psilometriocnemus,Genus,FALSE,,MN BCG Access db,,,1601,Psilometriocnemus,Psilometriocnemus,,129083,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,,Psilometriocnemus,,,
,Psilotreta,Genus,FALSE,,MN BCG Access db,,,1212,Psilotreta,Psilotreta,,116497,116496,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Odontoceridae,Odontocerinae,,Psilotreta,,,
,Psilotreta frontalis,Species,FALSE,,MN BCG Access db,,,1213,Psilotreta frontalis,Psilotreta,,116498,116497,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Odontoceridae,Odontocerinae,,Psilotreta,,Psilotreta frontalis,
,Psilotreta labida,Species,FALSE,,MN BCG Access db,,,1214,Psilotreta labida,Psilotreta,,116500,116497,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Odontoceridae,Odontocerinae,,Psilotreta,,Psilotreta labida,
,Psychoda,Genus,FALSE,,MN BCG Access db,,,614,Psychoda,Psychodidae,,125468,125391,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Psychodidae,Psychodinae,,Psychoda,,,
,Psychodidae,Family,FALSE,,MN BCG Access db,,,608,Psychodidae,Psychodidae,,125351,125350,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Psychodidae,,,,,,
,Psychodinae,Subfamily,FALSE,,MN BCG Access db,,,611,Psychodinae,Psychodidae,,125391,125351,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Psychodidae,Psychodinae,,,,,
,Psychoglypha,Genus,FALSE,,MN BCG Access db,,,1197,Psychoglypha,Psychoglypha,,115974,568767,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephilidae,Limnephilinae,Chilostigmini,Psychoglypha,,,
,Psychomyia,Genus,FALSE,,MN BCG Access db,,,1134,Psychomyia,Psychomyia,,115335,115334,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Psychomyiidae,Psychomyiinae,,Psychomyia,,,
,Psychomyia flavida,Species,FALSE,,MN BCG Access db,,,1135,Psychomyia flavida,Psychomyia,,115341,115335,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Psychomyiidae,Psychomyiinae,,Psychomyia,,Psychomyia flavida,
,Psychomyia nomada,Species,FALSE,,MN BCG Access db,,,1442,Psychomyia nomada,Psychomyia,,115344,115335,Arthropoda,,Insecta,Pterygota,Trichoptera,,Psychomyiidae,Psychomyiinae,,Psychomyia,,Psychomyia nomada,
,Psychomyiidae,Family,FALSE,,MN BCG Access db,,,1131,Psychomyiidae,Psychomyiidae,,115334,115095,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Psychomyiidae,,,,,,
,Pteronarcella,Genus,FALSE,,MN BCG Access db,,,1047,Pteronarcella,Pteronarcella,,102485,102470,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Pteronarcyidae,Pteronarcyinae,Pteronarcellini,Pteronarcella,,,
,Pteronarcyidae,Family,FALSE,,MN BCG Access db,,,1831,Pteronarcyidae,Pteronarcyidae,,102470,102913,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Pteronarcyidae,,,,,,
,Pteronarcys,Genus,FALSE,,MN BCG Access db,,,1048,Pteronarcys,Pteronarcys,,102471,102470,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Pteronarcyidae,Pteronarcyinae,Pteronarcyini,Pteronarcys,,,
,Pteronarcys biloba,Species,FALSE,,MN BCG Access db,,,1049,Pteronarcys biloba,Pteronarcys,,102474,102471,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Pteronarcyidae,Pteronarcyinae,Pteronarcyini,Pteronarcys,,Pteronarcys biloba,
,Pteronarcys proteus,Species,FALSE,,MN BCG Access db,,,1050,Pteronarcys proteus,Pteronarcys,,102480,102471,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Pteronarcyidae,Pteronarcyinae,Pteronarcyini,Pteronarcys,,Pteronarcys proteus,
,Ptilodactylidae,Family,FALSE,,MN BCG Access db,,,172,Ptilodactylidae,Ptilodactylidae,,114265,113998,Arthropoda,,Insecta,Pterygota,Coleoptera,,Ptilodactylidae,,,,,,
,Ptilostomis,Genus,FALSE,,MN BCG Access db,,,1220,Ptilostomis,Ptilostomis,,115868,115867,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Phryganeidae,Phryganeinae,,Ptilostomis,,,
,Ptychoptera,Genus,FALSE,,MN BCG Access db,,,617,Ptychoptera,Ptychopteridae,,125786,125785,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ptychopteridae,Ptychopterinae,,Ptychoptera,,,
,Ptychopteridae,Family,FALSE,,MN BCG Access db,,,615,Ptychopteridae,Ptychopteridae,,125763,125762,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ptychopteridae,,,,,,
,Pulmonata,SubClass,FALSE,,MN BCG Access db,,,1385,Pulmonata,DNI,,,,Mollusca,,Gastropoda,Pulmonata,,,,,,,,,
,Pycnopsyche,Genus,FALSE,,MN BCG Access db,,,1205,Pycnopsyche,Pycnopsyche,,116409,568769,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephilidae,Limnephilinae,Stenophylacini,Pycnopsyche,,,
,Pycnopsyche lepida,Species,FALSE,,MN BCG Access db,,,1206,Pycnopsyche lepida,Pycnopsyche,,116416,116409,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephilidae,Limnephilinae,Stenophylacini,Pycnopsyche,,Pycnopsyche lepida,
,Pyralidae,Family,FALSE,,MN BCG Access db,,,873,Pyralidae,Pyralidae,,117641,117639,Arthropoda,,Insecta,Pterygota,Lepidoptera,Microlepidoptera,Pyralidae,,,,,,
,Quadrula,Genus,FALSE,,MN BCG Access db,,,1334,Quadrula,Unionidae,,80059,79913,Mollusca,,Bivalvia,Palaeoheterodonta,Unionoida,,Unionidae,,,Quadrula,,,
,Quistradrilus,Genus,FALSE,,MN BCG Access db,,,63,Quistradrilus,Oligochaeta,,68793,68585,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Tubificidae,,,Quistradrilus,,,
,Quistradrilus multisetosus,Species,FALSE,,MN BCG Access db,,,1645,Quistradrilus multisetosus,Oligochaeta,,68794,68793,Annelida,,Clitellata,Oligochaeta,Tubificida,,Tubificidae,,,Quistradrilus,,Quistradrilus multisetosus,
,Radotanypus,Genus,FALSE,,MN BCG Access db,,,561,Radotanypus,Radotanypus,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Macropelopiini,Radotanypus,,,
,Ranatra,Genus,FALSE,,MN BCG Access db,,,1763,Ranatra,Nepidae,,103748,717622,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Nepidae,Ranatrinae,,Ranatra,,,
,Ranatra fusca,Species,FALSE,,MN BCG Access db,,,1602,Ranatra fusca,Nepidae,,103755,103748,Arthropoda,,Insecta,Pterygota,Hemiptera,,Nepidae,Ranatrinae,,Ranatra,,Ranatra fusca,
,Ranatra nigra,Species,FALSE,,MN BCG Access db,,,859,Ranatra nigra,Nepidae,,103754,103748,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Nepidae,Ranatrinae,,Ranatra,,Ranatra nigra,
,Raptoheptagenia,Genus,FALSE,,MN BCG Access db,,,1764,Raptoheptagenia,Raptoheptagenia,,100749,100504,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Raptoheptagenia,,,
,Reomyia,Genus,FALSE,,MN BCG Access db,,,585,Reomyia,Reomyia,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Reomyia,,,
,Rhabdomastix,Genus,FALSE,,MN BCG Access db,,,634,Rhabdomastix,Rhabdomastix,,120968,120397,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Tipulidae,Limoniinae,Eriopterini,Rhabdomastix,,,
,Rhagovelia,Genus,FALSE,,MN BCG Access db,,,865,Rhagovelia,Veliidae,,103886,103885,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Veliidae,Rhagoveliinae,,Rhagovelia,,,
,Rhagovelia knighti,Species,FALSE,,MN BCG Access db,,,866,Rhagovelia knighti,Veliidae,,103890,103886,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Veliidae,Rhagoveliinae,,Rhagovelia,Rhagovelia (Rhagovelia),Rhagovelia knighti,
,Rhagovelia obesa,Species,FALSE,,MN BCG Access db,,,867,Rhagovelia obesa,Veliidae,,103887,103886,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Veliidae,Rhagoveliinae,,Rhagovelia,Rhagovelia (Rhagovelia),Rhagovelia obesa,
,Rhagovelia oriander,Species,FALSE,,MN BCG Access db,,,868,Rhagovelia oriander,Veliidae,,103896,103886,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Veliidae,Rhagoveliinae,,Rhagovelia,Rhagovelia (Rhagovelia),Rhagovelia oriander,
,Rhagoveliinae,SubFamily,FALSE,,MN BCG Access db,,,1454,Rhagoveliinae,Veliidae,,721742,103885,Arthropoda,,Insecta,Pterygota,Hemiptera,,Veliidae,Rhagoveliinae,,,,,
,Rhamphomyia,Genus,FALSE,,MN BCG Access db,,,281,Rhamphomyia,Rhamphomyia,,136123,135930,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Empididae,Empidinae,,Rhamphomyia,,,
,Rhantus,Genus,FALSE,,MN BCG Access db,,,148,Rhantus,Rhantus,,112086,111963,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Colymbetinae,Colymbetini,Rhantus,,,
,Rheocricotopus,Genus,FALSE,,MN BCG Access db,,,529,Rheocricotopus,Rheocricotopus,,129086,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Rheocricotopus,,,
,Rheocricotopus eminellobus,Species,FALSE,,MN BCG Access db,,,1603,Rheocricotopus eminellobus,Rheocricotopus,,129096,129086,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Rheocricotopus,,eminellobus,
,Rheocricotopus robacki,Species,FALSE,,MN BCG Access db,,,530,Rheocricotopus robacki,Rheocricotopus,,129102,129086,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Rheocricotopus,,Rheocricotopus robacki,
,Rheocricotopus tuberculatus,Species,FALSE,,MN BCG Access db,,,1500,Rheocricotopus tuberculatus,Rheocricotopus,,129105,129086,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Rheocricotopus,,Rheocricotopus tuberculatus,
,Rheopelopia,Genus,FALSE,,MN BCG Access db,,,586,Rheopelopia,Rheopelopia,,128226,128078,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Rheopelopia,,,
,Rheopelopia perda,Species,FALSE,,MN BCG Access db,,,587,Rheopelopia perda,Rheopelopia,,128231,128226,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Rheopelopia,,Rheopelopia perda,
,Rheosmittia,Genus,FALSE,,MN BCG Access db,,,531,Rheosmittia,Rheosmittia,,129107,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Rheosmittia,,,
,Rheotanytarsus,Genus,FALSE,,MN BCG Access db,,,432,Rheotanytarsus,Rheotanytarsus,,129952,129872,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,,,
,Rheotanytarsus exiguus Gr.,Genus,FALSE,,MN BCG Access db,,,1529,Rheotanytarsus exiguus Gr.,Rheotanytarsus,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,,,
,Rheotanytarsus pellucidus Gr.,Genus,FALSE,,MN BCG Access db,,,1530,Rheotanytarsus pellucidus Gr.,Rheotanytarsus,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,,,
,Rheotanytarsus pentapoda,Species,FALSE,,MN BCG Access db,,,433,Rheotanytarsus pentapoda,Rheotanytarsus,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,,Rheotanytarsus pentapoda,
,Rheumatobates,Genus,FALSE,,MN BCG Access db,,,846,Rheumatobates,Gerridae,,103802,103801,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Gerridae,Rhagodotarsinae,,Rheumatobates,,,
,Rheumatobates rileyi,Species,FALSE,,MN BCG Access db,,,847,Rheumatobates rileyi,Gerridae,,103803,103802,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Gerridae,Rhagodotarsinae,,Rheumatobates,,Rheumatobates rileyi,
,Rhinoncus,Genus,FALSE,,MN BCG Access db,,,196,Rhinoncus,Curculionidae,,188024,114666,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Curculionidae,,,Rhinoncus,,,
,Rhithrogena,Genus,FALSE,,MN BCG Access db,,,803,Rhithrogena,Rhithrogena,,100572,100504,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Rhithrogena,,,
,Rhithrogena pellucida,Species,FALSE,,MN BCG Access db,,,804,Rhithrogena pellucida,Rhithrogena,,100588,100572,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Rhithrogena,,Rhithrogena pellucida,
,Rhyacophila,Genus,FALSE,,MN BCG Access db,,,1275,Rhyacophila,Rhyacophila,,115097,115096,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophilidae,,,Rhyacophila,,,
,Rhyacophila acutiloba,Species,FALSE,,MN BCG Access db,,,1276,Rhyacophila acutiloba,Rhyacophila,,115160,115097,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophilidae,,,Rhyacophila,,Rhyacophila acutiloba,
,Rhyacophila carolina,Species,FALSE,,MN BCG Access db,,,1277,Rhyacophila carolina,Rhyacophila,,115131,115097,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophilidae,,,Rhyacophila,,Rhyacophila carolina,
,Rhyacophila fenestra,Species,FALSE,,MN BCG Access db,,,1501,Rhyacophila fenestra,Rhyacophila,,115132,115097,Arthropoda,,Insecta,Pterygota,Trichoptera,,Rhyacophilidae,,,Rhyacophila,,fenestra,
,Rhyacophila fenestra/ledra,Species,FALSE,,MN BCG Access db,,,1278,Rhyacophila fenestra/ledra,Rhyacophila,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophilidae,,,Rhyacophila,,Rhyacophila fenestra/ledra,
,Rhyacophila formosa,Species,FALSE,,MN BCG Access db,,,1279,Rhyacophila formosa,Rhyacophila,,115203,115097,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophilidae,,,Rhyacophila,,Rhyacophila formosa,
,Rhyacophila fuscula,Species,FALSE,,MN BCG Access db,,,1280,Rhyacophila fuscula,Rhyacophila,,115133,115097,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophilidae,,,Rhyacophila,,Rhyacophila fuscula,
,Rhyacophila mainensis,Species,FALSE,,MN BCG Access db,,,1281,Rhyacophila mainensis,Rhyacophila,,115206,115097,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophilidae,,,Rhyacophila,,Rhyacophila mainensis,
,Rhyacophila manistee,Species,FALSE,,MN BCG Access db,,,1502,Rhyacophila manistee,Rhyacophila,,115149,115097,Arthropoda,,Insecta,Pterygota,Trichoptera,,Rhyacophilidae,,,Rhyacophila,,manistee,
,Rhyacophila minora,Genus,FALSE,,MN BCG Access db,,,1531,Rhyacophila minora,Rhyacophila,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,,Rhyacophilidae,,,Rhyacophila,,,
,Rhyacophila nigrita,Species,FALSE,,MN BCG Access db,,,1282,Rhyacophila nigrita,Rhyacophila,,115138,115097,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophilidae,,,Rhyacophila,,Rhyacophila nigrita,
,Rhyacophila torva,Species,FALSE,,MN BCG Access db,,,1283,Rhyacophila torva,Rhyacophila,,115144,115097,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophilidae,,,Rhyacophila,,Rhyacophila torva,
,Rhyacophilidae,Family,FALSE,,MN BCG Access db,,,1274,Rhyacophilidae,DNI,,115096,115095,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophilidae,,,,,,
,Rhynchohydracaridae,Family,FALSE,,MN BCG Access db,,,87,Rhynchohydracaridae,Acari,,,,Arthropoda,,Arachnida,Acarina,Trombidiformes,,Rhynchohydracaridae,,,,,,
,Rhyncholimnochares,Genus,FALSE,,MN BCG Access db,,,1503,Rhyncholimnochares,Acari,,83149,83145,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Limnocharidae,,,Rhyncholimnochares,,,
,Ripistes,Genus,FALSE,,MN BCG Access db,,,1792,Ripistes,Oligochaeta,,68963,68854,Annelida,,Clitellata,Oligochaeta,Tubificida,Tubificina,Naididae,,,Ripistes,,,
,Ripistes parasita,Species,FALSE,,MN BCG Access db,,,1504,Ripistes parasita,Oligochaeta,,68964,68963,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,,,Ripistes,,parasita,
,Robackia,Genus,FALSE,,MN BCG Access db,,,403,Robackia,Robackia,,129730,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Robackia,,,
,Robackia claviger,Species,FALSE,,MN BCG Access db,,,404,Robackia claviger,Robackia,,129731,129730,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Robackia,,Robackia claviger,
,Robackia demeijerei,Species,FALSE,,MN BCG Access db,,,405,Robackia demeijerei,Robackia,,129733,129730,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Robackia,,Robackia demeijerei,
