TaxaID,Rank,NonTarget,BCG_Attr,BCG_Attr2,FFG,HABIT,HABSTRUCT,HABSTRUCT_Full,LIFE_CYCLE,AirBreather,TOLVAL_IA,FFG_IA,FFGDef_IA,HABIT_IA,HabitDef_IA,COLD_IA,ColdWaterIndicatorTaxa,PHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,SUBFAMILY,GENUS,SPECIES,CommonName,IA_BugTaxaID
ACENTRELLA,Genus,FALSE,4,4_middle,CG,"SW,CN",CS,coarse,multi,FALSE,4.2,CG,Collector/Gatherer,SW/CN,Swimmer/Clinger,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,ACENTRELLA,,Small Minnow Mayflies,207
ACENTRELLA PARVULA,Species,FALSE,4,4_middle,CG,SW,,,multi,FALSE,4,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,ACENTRELLA,PARVULA,Small Minnow Mayflies,210
ACENTRELLA TURBIDA,Species,FALSE,4,4_middle,CG,SW,,,multi,FALSE,6,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,ACENTRELLA,TURBIDA,Small Minnow Mayflies,208
ACERPENNA,Genus,FALSE,4,4_middle,CG,SW,,,multi,FALSE,4.5,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,ACERPENNA,,Small Minnow Mayflies,770
ACERPENNA MACDUNNOUGHI,Species,FALSE,4,4_middle,CG,SW,,,multi,FALSE,5,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,ACERPENNA,MACDUNNOUGHI,Small Minnow Mayflies,847
ACERPENNA PYGMAEA,Species,FALSE,4,4_middle,CG,SW,,,multi,FALSE,4,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,ACERPENNA,PYGMAEA,Small Minnow Mayflies,826
ACILIUS,Genus,FALSE,4,4_middle,PR,SW,,,uni,TRUE,5.2,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,ACILIUS,,Predaceous Diving Beetles,68
ACILIUS FRATERNUS,Species,FALSE,4,4_middle,PR,SW,,,uni,TRUE,5.2,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,ACILIUS,FRATERNUS,Predaceous Diving Beetles,722
ACILIUS MEDIATUS,Species,FALSE,4,4_middle,PR,SW,,,uni,TRUE,5.2,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,ACILIUS,MEDIATUS,Predaceous Diving Beetles,723
ACILIUS SYLVANUS,Species,FALSE,4,4_middle,PR,SW,,,uni,TRUE,5.2,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,ACILIUS,SYLVANUS,Predaceous Diving Beetles,69
ACRONEURIA,Genus,FALSE,3,,PR,CN,,,semi,FALSE,0,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,ACRONEURIA,,Common Stoneflies,403
ACRONEURIA ABNORMIS,Species,FALSE,3,,PR,CN,,,semi,FALSE,0,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,ACRONEURIA,ABNORMIS,Common Stoneflies,565
ACRONEURIA LYCORIAS,Species,FALSE,3,,PR,CN,,,semi,FALSE,0,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,ACRONEURIA,LYCORIAS,Common Stoneflies,620
ACTINOBDELLA INEQUIANNULATA,Species,FALSE,,,PR,SP,,,NA,FALSE,7,PR,Predator,UN,Unidentified,0,FALSE,ANNELIDA,CLITELLATA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,,ACTINOBDELLA,INEQUIANNULATA,Leeches,724
AEDES,Genus,FALSE,4,4_middle,CF,SW,,,multi,TRUE,,CF,Filterer,BU,Burrower,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CULICIDAE,,AEDES,,Mosquitoes,1124
AESHNA,Genus,FALSE,4,4_middle,PR,CB,,,semi,FALSE,5,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,AESHNIDAE,,AESHNA,,Darner Dragonflies,357
AESHNA UMBROSA,Species,FALSE,4,4_middle,PR,CB,,,semi,FALSE,5,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,AESHNIDAE,,AESHNA,UMBROSA,Darner Dragonflies,624
AESHNA/ANAX,Genus,FALSE,,,PR,CB,,,semi,FALSE,6.5,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,AESHNIDAE,,AESHNA/ANAX,,Darner Dragonflies,705
AESHNIDAE,Family,FALSE,4,4_middle,PR,"CB,CN",,,uni,FALSE,2.9,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,AESHNIDAE,,,,Darner Dragonflies,356
AGABINAE,Subfamily,FALSE,,,PR,SW,,,NA,TRUE,5,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,AGABINAE,,,Predaceous Diving Beetles,1030
AGABINI-COMPLEX,Tribe,FALSE,,,NA,NA,,,NA,TRUE,5,UN,,UN,,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,AGABINAE,AGABINI-COMPLEX,,Predaceous Diving Beetles,959
AGABUS,Genus,FALSE,4,4_middle,PR,SW,RM,root_mat,semi,TRUE,5,PR,Predator,SW/DV,Swimmer/Diver,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,AGABINAE,AGABUS,,Predaceous Diving Beetles,70
AGABUS AMBIGUUS,Species,FALSE,4,4_middle,PR,SW,,,semi,TRUE,5,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,AGABINAE,AGABUS,AMBIGUUS,Predaceous Diving Beetles,795
AGABUS DISINTEGRATUS,Species,FALSE,4,4_middle,PR,SW,,,semi,TRUE,5,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,AGABINAE,AGABUS,DISINTEGRATUS,Predaceous Diving Beetles,800
AGABUS/ILYBISOMA/PLATAMBUS,Genus,FALSE,4,4_middle,PR,SW,,,NA,TRUE,5,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,AGABINAE,AGABUS/ILYBISOMA/PLATAMBUS,,Predaceous Diving Beetles,967
AGABUS/ILYBIUS,Genus,FALSE,4,4_middle,PR,SW,,,NA,TRUE,5,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,AGABINAE,AGABUS/ILYBIUS,,Predaceous Diving Beetles,635
AGNETINA,Genus,FALSE,3,,PR,CN,,,semi,FALSE,2,PR,Predator,cn,Clinger,0,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,AGNETINA,,Common Stoneflies,404
AGNETINA CAPITATA,Species,FALSE,3,,PR,CN,,,semi,FALSE,2,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,AGNETINA,CAPITATA,Common Stoneflies,567
ALASMIDONTA MARGINATA,Species,FALSE,,,NA,BU,,,NA,FALSE,6,CF,Filterer,UN,Unidentified,0,FALSE,MOLLUSCA,BIVALVIA,PALAEOHETERODONTA,UNIONOIDA,UNIONIDAE,,ALASMIDONTA,MARGINATA,Mussels,1068
ALLOCAPNIA,Genus,FALSE,3,,SH,"SP,CN",CS,coarse,uni,FALSE,3,SH,Shredder,sp/cn,Sprawler/Clinger,0,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,CAPNIIDAE,,ALLOCAPNIA,,Small Winter Stoneflies,399
ALLUAUDOMYIA,Genus,FALSE,,,PR,"SP,BU",,,uni,FALSE,6,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CERATOPOGONIDAE,,ALLUAUDOMYIA,,"Biting Midges, No-See-Ums, Punkies",161
AMERCAENIS,Genus,FALSE,4,4_middle,"CF,CG",SP,,,uni,FALSE,5,CF,Filterer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,CAENIDAE,,AMERCAENIS,,Small Squaregill Mayflies,553
AMERCAENIS RIDENS,Species,FALSE,4,4_middle,"CF,CG",SP,,,uni,FALSE,5,CF,Filterer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,CAENIDAE,,AMERCAENIS,RIDENS,Small Squaregill Mayflies,552
AMNICOLA LIMOSUS,Species,FALSE,4,4_middle,SC,CB,,,NA,FALSE,5,SC,,UN,,0,FALSE,MOLLUSCA,GASTROPODA,,NEOTAENIOGLOSSA,HYDROBIIDAE,,AMNICOLA,LIMOSUS,Hydrobiid Snails,765
AMPHIAGRION,Genus,FALSE,,,PR,"CN,CB",,,NA,FALSE,9,PR,Predator,cn/cb,Clinger/Climber,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,COENAGRIONIDAE,,AMPHIAGRION,,Narrowwinged Damselflies,366
AMPHINEMURA,Genus,FALSE,3,,SH,"SP,CN",CS,coarse,uni,FALSE,2,SH,Shredder,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,NEMOURIDAE,,AMPHINEMURA,,Nemourid Stoneflies,401
AMPHINEMURA DELOSA,Species,FALSE,3,,SH,"SP,CN",,,uni,FALSE,3,SH,Shredder,SP/CN,Sprawler/Clinger,0,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,NEMOURIDAE,,AMPHINEMURA,DELOSA,Nemourid Stoneflies,1102
AMPHINEMURA VARSHAVA,Species,FALSE,3,,SH,"SP,CN",,,uni,FALSE,2,SH,Shredder,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,NEMOURIDAE,,AMPHINEMURA,VARSHAVA,Nemourid Stoneflies,1079
AMPHIPODA,Order,FALSE,,,CG,SP,,,NA,FALSE,,UN,Unidentified,UN,Unidentified,0,FALSE,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,AMPHIPODA,,,,,Scuds and sideswimmers,37
ANABOLIA,Genus,FALSE,,,SH,SP,,,uni,FALSE,5,SH,Shredder,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LIMNEPHILIDAE,,ANABOLIA,,Northern Case Maker Caddisflies,464
ANACAENA,Genus,FALSE,4,4_middle,PR,BU,,,uni,TRUE,8.2,UN,Unidentified,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,ANACAENA,,Giant Water Scavenger Beetles,128
ANACAENA LUTESCENS,Species,FALSE,4,4_middle,PR,BU,,,uni,TRUE,8.2,UN,Unidentified,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,ANACAENA,LUTESCENS,Giant Water Scavenger Beetles,605
ANAX,Genus,FALSE,4,4_worse,PR,"CB,CN",,,"multi,uni",FALSE,8,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,AESHNIDAE,,ANAX,,Darner Dragonflies,358
ANAX JUNIUS,Species,FALSE,4,4_worse,PR,"CB,CN",,,"multi,uni",FALSE,8,PR,Predator,cb/sp,Climber/Sprawler,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,AESHNIDAE,,ANAX,JUNIUS,Darner Dragonflies,359
ANCYLIDAE,Family,FALSE,4,4_middle,SC,CB,,,uni,FALSE,6,SC,Scraper,UN,Unidentified,0,FALSE,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,ANCYLIDAE,,,,Ancylid Snails,493
ANCYRONYX,Genus,FALSE,4,4_middle,CG,CN,,,"semi,uni",FALSE,6,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,ELMIDAE,,ANCYRONYX,,Riffle Beetles,888
ANCYRONYX VARIEGATUS,Species,FALSE,4,4_middle,CG,CN,SG,snag,"semi,uni",FALSE,6,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,ELMIDAE,,ANCYRONYX,VARIEGATUS,Riffle Beetles,98
ANNELIDA,Phylum,FALSE,,,"CG,PR",BU,,,NA,FALSE,,UN,Unidentified,UN,Unidentified,0,FALSE,ANNELIDA,,,,,,,,Segmented Worms,1
ANODONTINAE,Subfamily,FALSE,,,CF,NA,,,NA,FALSE,6,CF,Filterer,UN,Unidentified,0,FALSE,MOLLUSCA,BIVALVIA,PALAEOHETERODONTA,UNIONOIDA,UNIONIDAE,,ANODONTINAE,,Mussels,511
ANODONTOIDES FERUSSACIANUS,Species,FALSE,,,CF,BU,,,NA,FALSE,,CF,Filterer,UN,Unidentified,0,FALSE,MOLLUSCA,BIVALVIA,PALAEOHETERODONTA,UNIONOIDA,UNIONIDAE,,ANODONTOIDES,FERUSSACIANUS,Mussels,872
ANOPHELES,Genus,FALSE,4,4_middle,CF,SW,,,multi,TRUE,9.1,CF,Filterer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CULICIDAE,,ANOPHELES,,Mosquitoes,171
ANTHOPOTAMUS,Genus,FALSE,4,4_worse,CF,BU,,,uni,FALSE,4,CF,Filterer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,POTAMANTHIDAE,,ANTHOPOTAMUS,,Hacklegilled Burrower Mayflies,296
ANTHOPOTAMUS MYOPS,Species,FALSE,4,4_worse,CF,BU,,,uni,FALSE,4,CF,Filterer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,POTAMANTHIDAE,,ANTHOPOTAMUS,MYOPS,Hacklegilled Burrower Mayflies,297
ANTOCHA,Genus,FALSE,3,,CG,CN,,,multi,FALSE,3,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,TIPULIDAE,,ANTOCHA,,Crane Flies,197
APOBAETIS,Genus,FALSE,,,CG,"SW,CN",NF,pool,multi,FALSE,4.8,CG,Collector/Gatherer,SW/CN,Swimmer/Clinger,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,APOBAETIS,,Small Minnow Mayflies,1110
AQUARIUS,Genus,FALSE,4,4_middle,PR,SK,,,multi,FALSE,6.4,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,HEMIPTERA,GERRIDAE,,AQUARIUS,,Water Striders,312
AQUARIUS REMIGIS,Species,FALSE,4,4_middle,PR,SK,,,multi,FALSE,6.4,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,HEMIPTERA,GERRIDAE,,AQUARIUS,REMIGIS,Water Striders,313
ARCHILESTES,Genus,FALSE,4,4_middle,PR,CB,,,uni,FALSE,9,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,LESTIDAE,,ARCHILESTES,,Spreadwinged Damselflies,804
ARCHILESTES GRANDIS,Species,FALSE,4,4_middle,PR,CB,,,uni,FALSE,9,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,LESTIDAE,,ARCHILESTES,GRANDIS,Spreadwinged Damselflies,932
ARGIA,Genus,FALSE,4,4_worse,PR,"CB,CN",,,uni,FALSE,6,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,COENAGRIONIDAE,,ARGIA,,Narrowwinged Damselflies,367
ARGIA APICALIS,Species,FALSE,4,4_worse,PR,"CB,CN",,,uni,FALSE,8,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,COENAGRIONIDAE,,ARGIA,APICALIS,Narrowwinged Damselflies,927
ARGIA MOESTA,Species,FALSE,4,4_worse,PR,"CB,CN",,,uni,FALSE,6,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,COENAGRIONIDAE,,ARGIA,MOESTA,Narrowwinged Damselflies,619
ARHYNCHOBDELLIDA,Order,FALSE,,,NA,SP,,,NA,FALSE,,UN,Unidentified,UN,Unidentified,0,FALSE,ANNELIDA,CLITELLATA,HIRUDINEA,ARHYNCHOBDELLIDA,,,,,Leeches,3
ARIGOMPHUS,Genus,FALSE,4,4_middle,PR,BU,,,semi,FALSE,6.4,PR,Predator,bu,Burrower,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,ARIGOMPHUS,,Clubtail Dragonflies,375
ARIGOMPHUS CORNUTUS,Species,FALSE,4,4_middle,PR,BU,,,semi,FALSE,6.4,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,ARIGOMPHUS,CORNUTUS,Clubtail Dragonflies,837
ASELLIDAE,Family,FALSE,4,4_middle,CG,SP,,,NA,FALSE,8,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,ISOPODA,ASELLIDAE,,,,Aquatic Sowbugs,51
ATHERIX,Genus,FALSE,4,4_better,PR,SP,,,uni,FALSE,2,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,ATHERICIDAE,,ATHERIX,,Aquatic Snipe Flies,158
ATHERIX VARIEGATUS,Species,FALSE,4,4_better,PR,SP,,,uni,FALSE,2,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,ATHERICIDAE,,ATHERIX,VARIEGATUS,Aquatic Snipe Flies,159
ATRICHOPOGON,Genus,FALSE,4,4_middle,"CG,PR","CN,SP",SG,snag,multi,FALSE,6.8,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CERATOPOGONIDAE,,ATRICHOPOGON,,"Biting Midges, No-See-Ums, Punkies",162
ATTANEURIA,Genus,FALSE,3,,PR,"CN,SW",,,semi,FALSE,1,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,ATTANEURIA,,Common Stoneflies,568
ATTANEURIA RURALIS,Species,FALSE,3,,PR,"CN,SW",,,semi,FALSE,1,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,ATTANEURIA,RURALIS,Common Stoneflies,569
BAETIDAE,Family,FALSE,4,4_middle,CG,SW,,,multi,FALSE,4.8,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,,,Small Minnow Mayflies,206
BAETIS,Genus,FALSE,4,4_middle,CG,"SW,CN",,,multi,FALSE,4.6,CG,Collector/Gatherer,sw/cb,Swimmer/Climber,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,BAETIS,,Small Minnow Mayflies,209
BAETIS BRUNNEICOLOR,Species,FALSE,4,4_middle,CG,"SW,CN",,,multi,FALSE,4,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,BAETIS,BRUNNEICOLOR,Small Minnow Mayflies,211
BAETIS FLAVISTRIGA,Species,FALSE,4,4_middle,CG,"SW,CN",,,multi,FALSE,4,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,BAETIS,FLAVISTRIGA,Small Minnow Mayflies,215
BAETIS INTERCALARIS,Species,FALSE,4,4_middle,CG,"SW,CN",,,multi,FALSE,6,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,BAETIS,INTERCALARIS,Small Minnow Mayflies,216
BAETIS PLUTO,Species,FALSE,4,4_middle,CG,"SW,CN",,,multi,FALSE,6,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,BAETIS,PLUTO,Small Minnow Mayflies,217
BAETIS TRICAUDATUS,Species,FALSE,4,4_middle,CG,"SW,CN",,,multi,FALSE,2,CG,,UN,,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,BAETIS,TRICAUDATUS,Small Minnow Mayflies,219
BAETISCA,Genus,FALSE,4,4_middle,CG,"SP,SW",,,uni,FALSE,4,CG,Collector/Gatherer,sp,Sprawler,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETISCIDAE,,BAETISCA,,Armored Mayflies,238
BAETISCA LACUSTRIS,Species,FALSE,4,4_middle,CG,"SP,SW",,,uni,FALSE,5,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETISCIDAE,,BAETISCA,LACUSTRIS,Armored Mayflies,239
BAETISCA LAURENTINA,Species,FALSE,4,4_middle,CG,"SP,SW",,,uni,FALSE,3,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETISCIDAE,,BAETISCA,LAURENTINA,Armored Mayflies,240
BAETISCA OBESA,Species,FALSE,4,4_middle,CG,"SP,SW",,,uni,FALSE,5,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETISCIDAE,,BAETISCA,OBESA,Armored Mayflies,955
BAETISCIDAE,Family,FALSE,4,4_middle,CG,"SP,CN",,,uni,FALSE,3.9,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETISCIDAE,,,,Armored Mayflies,237
BASIAESCHNA JANATA,Species,FALSE,4,4_better,PR,"CB,CN",RM,root_mat,uni,FALSE,6,PR,Predator,CB/SP,Climber/Sprawler,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,AESHNIDAE,,BASIAESCHNA,JANATA,Darner Dragonflies,1074
BELOSTOMA,Genus,FALSE,4,4_middle,PR,CB,RM,root_mat,"multi,uni",FALSE,9.8,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,HEMIPTERA,BELOSTOMATIDAE,,BELOSTOMA,,Giant Water Bugs,300
BELOSTOMA FLUMINEUM,Species,FALSE,4,4_middle,PR,CB,,,"multi,uni",FALSE,9.8,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,HEMIPTERA,BELOSTOMATIDAE,,BELOSTOMA,FLUMINEUM,Giant Water Bugs,301
BELOSTOMATIDAE,Family,FALSE,4,4_middle,PR,CB,,,multi,FALSE,9.6,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,HEMIPTERA,BELOSTOMATIDAE,,,,Giant Water Bugs,299
BEROSUS,Genus,FALSE,4,4_middle,"PH,CG",SW,,,multi,TRUE,5,PI,Piercer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,BEROSUS,,Giant Water Scavenger Beetles,129
BEROSUS ACULEATUS,Species,FALSE,4,4_middle,"PH,CG",SW,,,multi,TRUE,5,PI,Piercer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,BEROSUS,ACULEATUS,Giant Water Scavenger Beetles,956
BEROSUS FRATERNUS,Species,FALSE,4,4_middle,"PH,CG",SW,,,multi,TRUE,5,PI,Piercer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,BEROSUS,FRATERNUS,Giant Water Scavenger Beetles,613
BEROSUS INFUSCATUS,Species,FALSE,4,4_middle,"PH,CG",SW,,,multi,TRUE,5,PI,Piercer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,BEROSUS,INFUSCATUS,Giant Water Scavenger Beetles,726
BEROSUS PANTHERINUS,Species,FALSE,4,4_middle,"PH,CG",SW,,,multi,TRUE,5,PI,Piercer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,BEROSUS,PANTHERINUS,Giant Water Scavenger Beetles,1032
BEROSUS PEREGRINUS,Species,FALSE,4,4_middle,"PH,CG",SW,,,multi,TRUE,5,PI,Piercer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,BEROSUS,PEREGRINUS,Giant Water Scavenger Beetles,599
BEROSUS SAYI,Species,FALSE,4,4_middle,"PH,CG",SW,,,multi,TRUE,5,PI,Piercer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,BEROSUS,SAYI,Giant Water Scavenger Beetles,728
BEZZIA,Genus,FALSE,4,4_middle,PR,SP,,,"multi,uni",FALSE,6,PR,Predator,bu,Burrower,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CERATOPOGONIDAE,,BEZZIA,,"Biting Midges, No-See-Ums, Punkies",163
BEZZIA/PALPOMYIA,Genus,FALSE,4,4_middle,PR,SP,,,NA,FALSE,6,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CERATOPOGONIDAE,,BEZZIA/PALPOMYIA,,"Biting Midges, No-See-Ums, Punkies",164
BITTACOMORPHA,Genus,FALSE,,,CG,BU,,,uni,TRUE,9,CG,Collector/Gatherer,BU,Burrower,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,PTYCHOPTERIDAE,,BITTACOMORPHA,,Phantom Crane Flies,1002
BITTACOMORPHA CLAVIPES,Species,FALSE,,,CG,BU,,,uni,TRUE,9,CG,Collector/Gatherer,BU,Burrower,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,PTYCHOPTERIDAE,,BITTACOMORPHA,CLAVIPES,Phantom Crane Flies,1106
BIVALVIA,Class,FALSE,,,CF,BU,,,NA,FALSE,,CF,Filterer,UN,Unidentified,0,FALSE,MOLLUSCA,BIVALVIA,,,,,,,Mussels and Clams,504
BOYERIA,Genus,FALSE,4,4_middle,PR,"CB,CN",RM,root_mat,multi,FALSE,2,PR,Predator,cb,Climber,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,AESHNIDAE,,BOYERIA,,Darner Dragonflies,360
BOYERIA VINOSA,Species,FALSE,4,4_middle,PR,"CB,CN",,,multi,FALSE,2,PR,Predator,cb/sp,Climber/Sprawler,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,AESHNIDAE,,BOYERIA,VINOSA,Darner Dragonflies,361
BRACHYCENTRIDAE,Family,FALSE,4,4_middle,CF,CB,,,semi,FALSE,1,UN,Unidentified,cn/cb,Clinger/Climber,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,BRACHYCENTRIDAE,,,,Humpless Case Maker Caddisflies,419
