TAXON,NonTarget,FFG,Habit,Life_Cycle,Thermal_indicator,Rank,Taxon_Group,Plot_Label,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,Genus,Species,GenusGroup_TolAnal,GenusSlash_TolAnal,SubGenus_TolAnal,SpeciesGroup_TolAnal,SpeciesSubGroup_TolAnal,SpeciesComplex _TolAnal,SpeciesSlash_TolAnal,Species_TolAnal
SIPHLOPLECTON BASALE,FALSE,"PR,CG","SW,CN",,,Species,EPHEMEROPTERA,METRETOPODIDAE-SIPHLOPLECTON BASALE,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,METRETOPODIDAE,,,SIPHLOPLECTON,BASALE,,,,,,,,SIPHLOPLECTON BASALE
SIPHLOPLECTON INTERLINEATUM,FALSE,"PR,CG","SW,CN",,,Species,EPHEMEROPTERA,METRETOPODIDAE-SIPHLOPLECTON INTERLINEATUM,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,METRETOPODIDAE,,,SIPHLOPLECTON,INTERLINEATUM,,,,,,,,SIPHLOPLECTON INTERLINEATUM
SKWALA,FALSE,PR,"SP,CN",uni,,Genus,PLECOPTERA,PERLODIDAE-SKWALA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,PERLODIDAE,PERLODINAE,ARCYNOPTERYGINI,SKWALA,,,,,,,,,
SLAVINA,FALSE,CG,"BU,SP",uni,,Genus,OLIGOCHAETA,NAIDIDAE-SLAVINA,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,NAIDINAE,,SLAVINA,,,,,,,,,
SLAVINA APPENDICULATA,FALSE,CG,"BU,SP",uni,,Species,OLIGOCHAETA,NAIDIDAE-SLAVINA APPENDICULATA,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,NAIDINAE,,SLAVINA,APPENDICULATA,,,,,,,,SLAVINA APPENDICULATA
SMICRIDEA,FALSE,NA,NA,,,Genus,TRICHOPTERA,HYDROPSYCHIDAE-SMICRIDEA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPSYCHIDAE,SMICRIDEINAE,,SMICRIDEA,,,,,,,,,
SMITTIA,FALSE,CG,BU,multi,,Genus,CHIRONOMIDAE,SMITTIA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,SMITTIA,,,,,,,,,
SOMATOCHLORA,FALSE,PR,"SP,CB",,,Genus,ODONATA,CORDULIIDAE-SOMATOCHLORA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,LIBELLULIDAE/CORDULIIDAE,CORDULIIDAE,CORDULIINAE,,SOMATOCHLORA,,,,,,,,,
SOMATOCHLORA ALBICINCTA,FALSE,PR,"SP,CB",,,Species,ODONATA,CORDULIIDAE-SOMATOCHLORA ALBICINCTA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,LIBELLULIDAE/CORDULIIDAE,CORDULIIDAE,CORDULIINAE,,SOMATOCHLORA,ALBICINCTA,,,,,,,,SOMATOCHLORA ALBICINCTA
SOMATOCHLORA CINGULATA,FALSE,PR,"SP,CB",,,Species,ODONATA,CORDULIIDAE-SOMATOCHLORA CINGULATA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,LIBELLULIDAE/CORDULIIDAE,CORDULIIDAE,CORDULIINAE,,SOMATOCHLORA,CINGULATA,,,,,,,,SOMATOCHLORA CINGULATA
SOMATOCHLORA ELONGATA,FALSE,PR,"SP,CB",,,Species,ODONATA,CORDULIIDAE-SOMATOCHLORA ELONGATA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,LIBELLULIDAE/CORDULIIDAE,CORDULIIDAE,CORDULIINAE,,SOMATOCHLORA,ELONGATA,,,,,,,,SOMATOCHLORA ELONGATA
SOMATOCHLORA ENSIGERA,FALSE,PR,"SP,CB",,,Species,ODONATA,CORDULIIDAE-SOMATOCHLORA ENSIGERA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,LIBELLULIDAE/CORDULIIDAE,CORDULIIDAE,CORDULIINAE,,SOMATOCHLORA,ENSIGERA,,,,,,,,SOMATOCHLORA ENSIGERA
SOMATOCHLORA FORCIPATA,FALSE,PR,"SP,CB",,,Species,ODONATA,CORDULIIDAE-SOMATOCHLORA FORCIPATA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,LIBELLULIDAE/CORDULIIDAE,CORDULIIDAE,CORDULIINAE,,SOMATOCHLORA,FORCIPATA,,,,,,,,SOMATOCHLORA FORCIPATA
SOMATOCHLORA FRANKLINI,FALSE,PR,"SP,CB",,,Species,ODONATA,CORDULIIDAE-SOMATOCHLORA FRANKLINI,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,LIBELLULIDAE/CORDULIIDAE,CORDULIIDAE,CORDULIINAE,,SOMATOCHLORA,FRANKLINI,,,,,,,,SOMATOCHLORA FRANKLINI
SOMATOCHLORA HINEANA,FALSE,PR,"SP,CB",,,Species,ODONATA,CORDULIIDAE-SOMATOCHLORA HINEANA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,LIBELLULIDAE/CORDULIIDAE,CORDULIIDAE,CORDULIINAE,,SOMATOCHLORA,HINEANA,,,,,,,,SOMATOCHLORA HINEANA
SOMATOCHLORA INCURVATA,FALSE,PR,"SP,CB",,,Species,ODONATA,CORDULIIDAE-SOMATOCHLORA INCURVATA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,LIBELLULIDAE/CORDULIIDAE,CORDULIIDAE,CORDULIINAE,,SOMATOCHLORA,INCURVATA,,,,,,,,SOMATOCHLORA INCURVATA
SOMATOCHLORA KENNEDYI,FALSE,PR,"SP,CB",,,Species,ODONATA,CORDULIIDAE-SOMATOCHLORA KENNEDYI,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,LIBELLULIDAE/CORDULIIDAE,CORDULIIDAE,CORDULIINAE,,SOMATOCHLORA,KENNEDYI,,,,,,,,SOMATOCHLORA KENNEDYI
SOMATOCHLORA LINEARIS,FALSE,PR,"SP,CB",,,Species,ODONATA,CORDULIIDAE-SOMATOCHLORA LINEARIS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,LIBELLULIDAE/CORDULIIDAE,CORDULIIDAE,CORDULIINAE,,SOMATOCHLORA,LINEARIS,,,,,,,,SOMATOCHLORA LINEARIS
SOMATOCHLORA MINOR,FALSE,PR,"SP,CB",,,Species,ODONATA,CORDULIIDAE-SOMATOCHLORA MINOR,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,LIBELLULIDAE/CORDULIIDAE,CORDULIIDAE,CORDULIINAE,,SOMATOCHLORA,MINOR,,,,,,,,SOMATOCHLORA MINOR
SOMATOCHLORA PROVOCANS,FALSE,PR,"SP,CB",,,Species,ODONATA,CORDULIIDAE-SOMATOCHLORA PROVOCANS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,LIBELLULIDAE/CORDULIIDAE,CORDULIIDAE,CORDULIINAE,,SOMATOCHLORA,PROVOCANS,,,,,,,,SOMATOCHLORA PROVOCANS
SOMATOCHLORA TENEBROSA,FALSE,PR,"SP,CB",,,Species,ODONATA,CORDULIIDAE-SOMATOCHLORA TENEBROSA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,LIBELLULIDAE/CORDULIIDAE,CORDULIIDAE,CORDULIINAE,,SOMATOCHLORA,TENEBROSA,,,,,,,,SOMATOCHLORA TENEBROSA
SOMATOCHLORA WALSHII,FALSE,PR,"SP,CB",,,Species,ODONATA,CORDULIIDAE-SOMATOCHLORA WALSHII,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,LIBELLULIDAE/CORDULIIDAE,CORDULIIDAE,CORDULIINAE,,SOMATOCHLORA,WALSHII,,,,,,,,SOMATOCHLORA WALSHII
SOMATOCHLORA WILLIAMSONI,FALSE,PR,"SP,CB",,,Species,ODONATA,CORDULIIDAE-SOMATOCHLORA WILLIAMSONI,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,LIBELLULIDAE/CORDULIIDAE,CORDULIIDAE,CORDULIINAE,,SOMATOCHLORA,WILLIAMSONI,,,,,,,,SOMATOCHLORA WILLIAMSONI
SOMATOGYRUS,FALSE,SC,NA,,,Genus,GASTROPODA,HYDROBIIDAE-SOMATOGYRUS,ANIMALIA,MOLLUSCA,,GASTROPODA,ORTHOGASTROPODA,LITTORINIDA,RISSOIDINA,TRUNCATELLOIDEA,HYDROBIIDAE,,,SOMATOGYRUS,,,,,,,,,
SOMATOGYRUS CRASSILABRIS,FALSE,SC,NA,,,Species,GASTROPODA,HYDROBIIDAE-SOMATOGYRUS CRASSILABRIS,ANIMALIA,MOLLUSCA,,GASTROPODA,ORTHOGASTROPODA,LITTORINIDA,RISSOIDINA,TRUNCATELLOIDEA,HYDROBIIDAE,,,SOMATOGYRUS,CRASSILABRIS,,,,,,,,SOMATOGYRUS CRASSILABRIS
SOMATOGYRUS DEPRESSUS,FALSE,SC,NA,,,Species,GASTROPODA,HYDROBIIDAE-SOMATOGYRUS DEPRESSUS,ANIMALIA,MOLLUSCA,,GASTROPODA,ORTHOGASTROPODA,LITTORINIDA,RISSOIDINA,TRUNCATELLOIDEA,HYDROBIIDAE,,,SOMATOGYRUS,DEPRESSUS,,,,,,,,SOMATOGYRUS DEPRESSUS
SOMATOGYRUS TRYONI,FALSE,SC,NA,,,Species,GASTROPODA,HYDROBIIDAE-SOMATOGYRUS TRYONI,ANIMALIA,MOLLUSCA,,GASTROPODA,ORTHOGASTROPODA,LITTORINIDA,RISSOIDINA,TRUNCATELLOIDEA,HYDROBIIDAE,,,SOMATOGYRUS,TRYONI,,,,,,,,SOMATOGYRUS TRYONI
SOYEDINA,FALSE,SH,"SP,CN",uni,,Genus,PLECOPTERA,NEMOURIDAE-SOYEDINA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,EUHOLOGNATHA,,NEMOURIDAE,NEMOURINAE,,SOYEDINA,,,,,,,,,
SPARBARUS,FALSE,NA,SP,,,Genus,EPHEMEROPTERA,CAENIDAE-SPARBARUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,FURCATERGALIA,,CAENIDAE,BRACHYCERCINAE,SPARBARINI,SPARBARUS,,,,,,,,,
SPARBARUS LACUSTRIS,FALSE,NA,SP,,,Species,EPHEMEROPTERA,CAENIDAE-SPARBARUS LACUSTRIS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,FURCATERGALIA,,CAENIDAE,BRACHYCERCINAE,SPARBARINI,SPARBARUS,LACUSTRIS,,,,,,,,SPARBARUS LACUSTRIS
SPARBARUS MACULATUS,FALSE,NA,SP,,,Species,EPHEMEROPTERA,CAENIDAE-SPARBARUS MACULATUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,FURCATERGALIA,,CAENIDAE,BRACHYCERCINAE,SPARBARINI,SPARBARUS,MACULATUS,,,,,,,,SPARBARUS MACULATUS
SPARBARUS NASTUTUS,FALSE,NA,SP,,,Species,EPHEMEROPTERA,CAENIDAE-SPARBARUS NASTUTUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,FURCATERGALIA,,CAENIDAE,BRACHYCERCINAE,SPARBARINI,SPARBARUS,NASTUTUS,,,,,,,,SPARBARUS NASTUTUS
SPARGANOPHILIDAE,FALSE,NA,NA,,,Family,OTHER NON-INSECT,DNI,ANIMALIA,ANNELIDA,,CLITELLATA,,OPISTHOPORA,CRASSICLITELLATA,,SPARGANOPHILIDAE,,,,,,,,,,,,
SPECARIA,FALSE,CG,"BU,SP",uni,,Genus,OLIGOCHAETA,NAIDIDAE-SPECARIA,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,NAIDINAE,,SPECARIA,,,,,,,,,
SPERCHON,FALSE,"PR,PA",CB,uni,,Genus,TROMBIDIFORMES,SPERCHONTIDAE-SPERCHON,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,SPERCHONTIDAE,,,SPERCHON,,,,,,,,,
SPERCHONOPSIS,FALSE,"PR,PA",CB,uni,,Genus,TROMBIDIFORMES,SPERCHONTIDAE-SPERCHONOPSIS,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,SPERCHONTIDAE,,,SPERCHONOPSIS,,,,,,,,,
SPERCHONTIDAE,FALSE,"PR,PA",CB,uni,,Family,TROMBIDIFORMES,SPERCHONTIDAE,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,SPERCHONTIDAE,,,,,,,,,,,,
SPERCHOPSIS,FALSE,"CG,PR",CN,,,Genus,COLEOPTERA,HYDROPHILIDAE-SPERCHOPSIS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,HYDROPHILIDAE,,,SPERCHOPSIS,,,,,,,,,
SPERCHOPSIS TESSELLATA,FALSE,"CG,PR",CN,,,Species,COLEOPTERA,HYDROPHILIDAE-SPERCHOPSIS TESSELLATA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,HYDROPHILIDAE,HYDROPHILINAE,SPERCHOPSINI,SPERCHOPSIS,TESSELLATA,,,,,,,,SPERCHOPSIS TESSELLATA
SPHAERIIDAE,FALSE,CF,BU,,,Family,BIVALVIA,SPHAERIIDAE,ANIMALIA,MOLLUSCA,,BIVALVIA,HETERODONTA,VENEROIDA,,CORBICULOIDEA,SPHAERIIDAE,,,,,,,,,,,,
SPHAERIUS,FALSE,NA,NA,,,Genus,COLEOPTERA,SPHAERIUSIDAE,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,MYXOPHAGA,,SPHAERIUSIDAE,,,SPHAERIUS,,,,,,,,,
SPHAERIUSIDAE,FALSE,NA,NA,,,Genus,COLEOPTERA,SPHAERIUSIDAE,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,MYXOPHAGA,,SPHAERIUSIDAE,,,SPHAERIUS,,,,,,,,,
SPHAEROMATIDAE,FALSE,NA,NA,,,Family,AMPHIPODA_ISOPODA,SPHAEROMATIDAE,ANIMALIA,ARTHROPODA,,MALACOSTRACA,,ISOPODA,,,SPHAEROMATIDAE,,,,,,,,,,,,
SPINADIS SIMPLEX,FALSE,NA,NA,,,Species,EPHEMEROPTERA,HEPTAGENIIDAE-SPINADIS SIMPLEX,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,HEPTAGENIIDAE,,,SPINADIS,SIMPLEX,,,,,,,,SPINADIS SIMPLEX
SPIONIDAE,FALSE,NA,NA,,,Family,OTHER NON-INSECT,POLYCHAETA-SPIONIDAE,ANIMALIA,ANNELIDA,,POLYCHAETA,SEDENTARUA,SPIONIDA,,,SPIONIDAE,,,,,,,,,,,,
SPIROSPERMA,FALSE,CG,"BU,SP",uni,,Genus,OLIGOCHAETA,NAIDIDAE-SPIROSPERMA,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,TUBIFICINAE,,SPIROSPERMA,,,,,,,,,
STACTOBIELLA,FALSE,"PH,SH",CN,multi,,Genus,TRICHOPTERA,HYDROPTILIDAE-STACTOBIELLA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPTILIDAE,HYDROPTILINAE,STACTOBIINI,STACTOBIELLA,,,,,,,,,
STAGNICOLA,FALSE,"CG,SC",CB,,,Genus,GASTROPODA,LYMNAEIDAE-STAGNICOLA,ANIMALIA,MOLLUSCA,,GASTROPODA,,BASOMMATOPHORA,,LYMNAEA SENSU HUBENDICK,LYMNAEIDAE,,,STAGNICOLA,,,,,,,,,
STAGNICOLA APICINA,FALSE,"CG,SC",CB,,,Species,GASTROPODA,LYMNAEIDAE-STAGNICOLA APICINA,ANIMALIA,MOLLUSCA,,GASTROPODA,,BASOMMATOPHORA,,LYMNAEA SENSU HUBENDICK,LYMNAEIDAE,,,STAGNICOLA,APICINA,,,,,,,,STAGNICOLA APICINA
STAGNICOLA CAPERATA,FALSE,"CG,SC",CB,,,Species,GASTROPODA,LYMNAEIDAE-STAGNICOLA CAPERATA,ANIMALIA,MOLLUSCA,,GASTROPODA,,BASOMMATOPHORA,,LYMNAEA SENSU HUBENDICK,LYMNAEIDAE,,,STAGNICOLA,CAPERATA,,,,,,,,STAGNICOLA CAPERATA
STAGNICOLA CATASCOPIUM,FALSE,"CG,SC",CB,,,Species,GASTROPODA,LYMNAEIDAE-STAGNICOLA CATASCOPIUM,ANIMALIA,MOLLUSCA,,GASTROPODA,,BASOMMATOPHORA,,LYMNAEA SENSU HUBENDICK,LYMNAEIDAE,,,STAGNICOLA,CATASCOPIUM,,,,,,,,STAGNICOLA CATASCOPIUM
STAGNICOLA ELODES,FALSE,"CG,SC",CB,,,Species,GASTROPODA,LYMNAEIDAE-STAGNICOLA ELODES,ANIMALIA,MOLLUSCA,,GASTROPODA,,BASOMMATOPHORA,,LYMNAEA SENSU HUBENDICK,LYMNAEIDAE,,,STAGNICOLA,ELODES,,,,,,,,STAGNICOLA ELODES
STAGNICOLA EMARGINATA,FALSE,"CG,SC",CB,,,Species,GASTROPODA,LYMNAEIDAE-STAGNICOLA EMARGINATA,ANIMALIA,MOLLUSCA,,GASTROPODA,,BASOMMATOPHORA,,LYMNAEA SENSU HUBENDICK,LYMNAEIDAE,,,STAGNICOLA,EMARGINATA,,,,,,,,STAGNICOLA EMARGINATA
STAGNICOLA EXILIS,FALSE,"CG,SC",CB,,,Species,GASTROPODA,LYMNAEIDAE-STAGNICOLA EXILIS,ANIMALIA,MOLLUSCA,,GASTROPODA,,BASOMMATOPHORA,,LYMNAEA SENSU HUBENDICK,LYMNAEIDAE,,,STAGNICOLA,EXILIS,,,,,,,,STAGNICOLA EXILIS
STAGNICOLA WALKERIANA,FALSE,"CG,SC",CB,,,Species,GASTROPODA,LYMNAEIDAE-STAGNICOLA WALKERIANA,ANIMALIA,MOLLUSCA,,GASTROPODA,,BASOMMATOPHORA,,LYMNAEA SENSU HUBENDICK,LYMNAEIDAE,,,STAGNICOLA,WALKERIANA,,,,,,,,STAGNICOLA WALKERIANA
STAGNICOLA WOODRUFFI,FALSE,"CG,SC",CB,,,Species,GASTROPODA,LYMNAEIDAE-STAGNICOLA WOODRUFFI,ANIMALIA,MOLLUSCA,,GASTROPODA,,BASOMMATOPHORA,,LYMNAEA SENSU HUBENDICK,LYMNAEIDAE,,,STAGNICOLA,WOODRUFFI,,,,,,,,STAGNICOLA WOODRUFFI
STAPHYLINIDAE,FALSE,NA,NA,,,Family,COLEOPTERA,STAPHYLINIDAE,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,STAPHYLINIDAE,,,,,,,,,,,,
STEGOPTERNA,FALSE,CF,CN,uni,,Genus,DIPTERA,SIMULIIDAE-STEGOPTERNA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,SIMULIIDAE,SIMULIINAE,SIMULIINI,STEGOPTERNA,,,,,,,,,
STEMPELLINA,FALSE,CG,"CN,CB",multi,,Genus,CHIRONOMIDAE,STEMPELLINA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,STEMPELLINA,,,,,,,,,
STEMPELLINA BAUSEI GROUP,FALSE,CG,"CN,CB",multi,,Species,CHIRONOMIDAE,STEMPELLINA BAUSEI GROUP,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,STEMPELLINA,BAUSEI GROUP,,,,,,,,STEMPELLINA BAUSEI GROUP
STEMPELLINA JOHANNSENII GROUP,FALSE,CG,"CN,CB",multi,,SpeciesGroup,CHIRONOMIDAE,STEMPELLINA JOHANNSENII GROUP,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,STEMPELLINA,,,,,STEMPELLINA JOHANNSENII GROUP,,,,
STEMPELLINA SPECIES 2,FALSE,CG,"CN,CB",multi,,Species,CHIRONOMIDAE,STEMPELLINA SPECIES 2,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,STEMPELLINA,SPECIES 2,,,,,,,,STEMPELLINA SPECIES 2
STEMPELLINA SPECIES A,FALSE,CG,"CN,CB",multi,,Species,CHIRONOMIDAE,STEMPELLINA SPECIES A,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,STEMPELLINA,SPECIES A,,,,,,,,STEMPELLINA SPECIES A
STEMPELLINA SPECIES B,FALSE,CG,"CN,CB",multi,,Species,CHIRONOMIDAE,STEMPELLINA SPECIES B,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,STEMPELLINA,SPECIES B,,,,,,,,STEMPELLINA SPECIES B
STEMPELLINA SPECIES C,FALSE,CG,"CN,CB",multi,,Species,CHIRONOMIDAE,STEMPELLINA SPECIES C,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,STEMPELLINA,SPECIES C,,,,,,,,STEMPELLINA SPECIES C
STEMPELLINELLA,FALSE,CG,"CB,CN,SP",multi,,Genus,CHIRONOMIDAE,STEMPELLINELLA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,STEMPELLINELLA,,,,,,,,,
STEMPELLINELLA BOLTONI,FALSE,CG,"CB,CN,SP",multi,,Species,CHIRONOMIDAE,STEMPELLINELLA BOLTONI,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,STEMPELLINELLA,BOLTONI,,,,,,,,STEMPELLINELLA BOLTONI
STEMPELLINELLA FIMBRIATA,FALSE,CG,"CB,CN,SP",multi,,Species,CHIRONOMIDAE,STEMPELLINELLA FIMBRIATA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,STEMPELLINELLA,FIMBRIATA,,,,,,,,STEMPELLINELLA FIMBRIATA
STEMPELLINELLA LEPTOCELLOIDES,FALSE,CG,"CB,CN,SP",multi,,Species,CHIRONOMIDAE,STEMPELLINELLA LEPTOCELLOIDES,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,STEMPELLINELLA,LEPTOCELLOIDES,,,,,,,,STEMPELLINELLA LEPTOCELLOIDES
STEMPELLINELLA SPECIES A,FALSE,CG,"CB,CN,SP",multi,,Species,CHIRONOMIDAE,STEMPELLINELLA SPECIES A,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,STEMPELLINELLA,SPECIES A,,,,,,,,STEMPELLINELLA SPECIES A
STEMPELLINELLA SPECIES B,FALSE,CG,"CB,CN,SP",multi,,Species,CHIRONOMIDAE,STEMPELLINELLA SPECIES B,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,STEMPELLINELLA,SPECIES B,,,,,,,,STEMPELLINELLA SPECIES B
STENACRON,FALSE,"SC,CG",CN,uni,,Genus,EPHEMEROPTERA,HEPTAGENIIDAE-STENACRON,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,HEPTAGENIIDAE,,,STENACRON,,,,,,,,,
STENELMIS,FALSE,SC,CN,semi,,Genus,COLEOPTERA,ELMIDAE-STENELMIS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,ELMIDAE,ELMINAE,ELMINI,STENELMIS,,,,,,,,,
STENELMIS ANTENNALIS,FALSE,SC,CN,semi,,Species,COLEOPTERA,ELMIDAE-STENELMIS ANTENNALIS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,ELMIDAE,ELMINAE,ELMINI,STENELMIS,ANTENNALIS,,,,,,,,STENELMIS ANTENNALIS
STENELMIS BICARINATA,FALSE,SC,CN,semi,,Species,COLEOPTERA,ELMIDAE-STENELMIS BICARINATA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,ELMIDAE,ELMINAE,ELMINI,STENELMIS,BICARINATA,,,,,,,,STENELMIS BICARINATA
STENELMIS CHERYL,FALSE,SC,CN,semi,,Species,COLEOPTERA,ELMIDAE-STENELMIS CHERYL,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,ELMIDAE,ELMINAE,ELMINI,STENELMIS,CHERYL,,,,,,,,STENELMIS CHERYL
