Taxon_orig,OTU_BCG_v1,Modified_BCG_v1,Rationale_modifyBCG,OTU_FinerRezWorms,Taxon_group
Astacidae,Pacifastacus,yes,nomenclature,Pacifastacus,Crustacea
Psephenus,Psephenus,no,,Psephenus,Coleoptera
Pacifastacus connectens,Pacifastacus,yes,backed off to genus,Pacifastacus,Crustacea
Pseudochironomus,Pseudochironomus,no,,Pseudochironomus,Chironomidae
Pacifastacus leniusculus,Pacifastacus,yes,backed off to genus,Pacifastacus,Crustacea
Pacifastacus leniusculus (signal crayfish),Pacifastacus,yes,backed off to genus,Pacifastacus,Crustacea
Pacifastacus sp.,Pacifastacus,yes,sp.,Pacifastacus,Crustacea
Pseudodiamesa,Pseudodiamesa,no,,Pseudodiamesa,Chironomidae
Pagastia sp.,Pagastia,yes,sp.,Pagastia,Chironomidae
Pseudorthocladius,Pseudorthocladius,no,,Pseudorthocladius,Chironomidae
Parachaetocladius sp.,Parachaetocladius,yes,sp.,Parachaetocladius,Chironomidae
Pseudosmittia,Pseudosmittia,no,,Pseudosmittia,Chironomidae
Parachironomus sp.,Parachironomus,yes,sp.,Parachironomus,Chironomidae
Paracladius sp.,Paracladius,yes,sp.,Paracladius,Chironomidae
Psilometriocnemus,Psilometriocnemus,no,,Psilometriocnemus,Chironomidae
Paracladopelma sp.,Paracladopelma,yes,sp.,Paracladopelma,Chironomidae
Paracricotopus sp.,Paracricotopus,yes,sp.,Paracricotopus,Chironomidae
Parakiefferiella sp.,Parakiefferiella,yes,sp.,Parakiefferiella,Chironomidae
Psychodidae,Psychodidae,no,,Psychodidae,Diptera
Psychodini,Psychodini,no,,Psychodini,Diptera
Psychoglypha,Psychoglypha,no,,Psychoglypha,Trichoptera
Paralauterborniella nigrohalteralis,Paralauterborniella,yes,"Single species in Genus (nigrohalteralis), but left at genus due to historic spelling issues",Paralauterborniella,Chironomidae
Paralauterborniella nigrohalteris,Paralauterborniella,yes,"Single species in Genus (nigrohalteralis), but left at genus due to historic spelling issues",Paralauterborniella,Chironomidae
Paraleptophlebia bicornuta,Paraleptophlebia Bicornuta Group,yes,Formatting,Paraleptophlebia Bicornuta Group,Ephemeroptera
Psychomyia,Psychomyia,no,,Psychomyia,Trichoptera
Paraleptophlebia bicornuta group,Paraleptophlebia Bicornuta Group,yes,Formatting,Paraleptophlebia Bicornuta Group,Ephemeroptera
Psychomyiidae,Psychomyiidae,no,,Psychomyiidae,Trichoptera
Pteronarcella,Pteronarcella,no,,Pteronarcella,Plecoptera
Paraleptophlebia bicornuta Group,Paraleptophlebia Bicornuta Group,yes,Formatting,Paraleptophlebia Bicornuta Group,Ephemeroptera
Parametriocnemus sp.,Parametriocnemus,yes,sp.,Parametriocnemus,Chironomidae
Pteronarcyidae,Pteronarcyidae,no,,Pteronarcyidae,Plecoptera
Pteronarcys,Pteronarcys,no,,Pteronarcys,Plecoptera
Pteronarcys californica,Pteronarcys californica,no,,Pteronarcys californica,Plecoptera
Pteronarcys princeps,Pteronarcys princeps,no,,Pteronarcys princeps,Plecoptera
Paraperla sp.,Paraperla,yes,sp.,Paraperla,Plecoptera
Ptychoptera,Ptychoptera,no,,Ptychoptera,Diptera
"Paraphaenocladius ""n. sp.""",Paraphaenocladius,yes,naming scheme,Paraphaenocladius,Chironomidae
Ptychopteridae,Ptychopteridae,no,,Ptychopteridae,Diptera
Paraphaenocladius sp.,Paraphaenocladius,yes,sp.,Paraphaenocladius,Chironomidae
Parapsyche sp.,Parapsyche,yes,sp.,Parapsyche,Trichoptera
Paratanytarsus sp.,Paratanytarsus,yes,sp.,Paratanytarsus,Chironomidae
Paratendipes sp.,Paratendipes,yes,sp.,Paratendipes,Chironomidae
Parochlus kiefferi,Parochlus,yes,backed off to genus,Parochlus,Chironomidae
Radix auricularia,Radix auricularia,no,,Radix auricularia,Mollusca
Radotanypus,Radotanypus,no,,Radotanypus,Chironomidae
Parochlus sp.,Parochlus,yes,sp.,Parochlus,Chironomidae
Parorthocladius sp.,Parorthocladius,yes,sp.,Parorthocladius,Chironomidae
Pedicia sp.,Pedicia,yes,sp.,Pedicia,Diptera
Rhabdomastix,Rhabdomastix,no,,Rhabdomastix,Diptera
Pedomoecus,Pedomoecus sierra,yes,monotypic,Pedomoecus sierra,Trichoptera
Pentaneura sp.,Pentaneura,yes,sp.,Pentaneura,Chironomidae
Pericoma/Telmatoscopus,Pericomaini,yes,backed off to tribe,Pericomaini,Diptera
Pericoma/Telmatoscopus sp.,Pericomaini,yes,backed off to tribe,Pericomaini,Diptera
Rheocricotopus,Rheocricotopus,no,,Rheocricotopus,Chironomidae
Pictetiella expansa,Perlidae,yes,"backed off toe family; not known from OR, WA, known from ID, MT",Perlidae,Plecoptera
Rheosmittia,Rheosmittia,no,,Rheosmittia,Chironomidae
Perlinodes,Perlinodes aureus,yes,monotypic; often misspelled,Perlinodes aureus,Plecoptera
Rheotanytarsus,Rheotanytarsus,no,,Rheotanytarsus,Chironomidae
Perlinodes aurea,Perlinodes aureus,yes,monotypic; often misspelled,Perlinodes aureus,Plecoptera
Rhithrogena,Rhithrogena,no,,Rhithrogena,Ephemeroptera
Perlomyia sp.,Perlomyia,yes,sp.,Perlomyia,Plecoptera
Petrophila (aquatic caterpillars),Petrophila,yes,naming scheme,Petrophila,Lepidoptera
Petrophila sp.,Petrophila,yes,sp.,Petrophila,Lepidoptera
Phaenopsectra Punctipes Group,Phaenopsectra,yes,backed off to genus,Phaenopsectra,Chironomidae
Phaenopsectra sp.,Phaenopsectra,yes,sp.,Phaenopsectra,Chironomidae
Phaenopsectra obediens group,Phaenopsectra Obediens Group,yes,Formatting,Phaenopsectra Obediens Group,Chironomidae
Rhyacophila,Rhyacophila,no,,Rhyacophila,Trichoptera
Philocasca sp.,Philocasca,yes,sp.,Philocasca,Trichoptera
Rhyacophila Alberta Group,Rhyacophila Alberta Group,no,,Rhyacophila Alberta Group,Trichoptera
Physa,Physa/Physella,yes,slashed taxon,Physa/Physella,Mollusca
Physa (Physella) sp.,Physa/Physella,yes,slashed taxon,Physa/Physella,Mollusca
Physa sp.,Physa/Physella,yes,slashed taxon,Physa/Physella,Mollusca
Rhyacophila arnaudi,Rhyacophila arnaudi,no,,Rhyacophila arnaudi,Trichoptera
Rhyacophila atrata complex,Rhyacophila atrata complex,no,,Rhyacophila atrata complex,Trichoptera
Physella,Physa/Physella,yes,slashed taxon,Physa/Physella,Mollusca
Rhyacophila Betteni Group,Rhyacophila Betteni Group,no,,Rhyacophila Betteni Group,Trichoptera
Physidae,Physa/Physella,yes,slashed taxon,Physa/Physella,Mollusca
Pilaria sp.,Pilaria,yes,sp.,Pilaria,Diptera
Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,no,,Rhyacophila Brunnea/Vemna Groups,Trichoptera
Piscicola,Piscicolidae,yes,backed off to family,Piscicolidae,Leeches
Piscicola sp.,Piscicolidae,yes,backed off to family,Piscicolidae,Leeches
Pisidium sp.,Pisidium,yes,sp.,Pisidium,Mollusca
Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,no,,Rhyacophila Hyalinata Group,Trichoptera
Rhyacophila narvae,Rhyacophila narvae,no,,Rhyacophila narvae,Trichoptera
Planorbella sp.,Planorbella,yes,sp.,Planorbella,Mollusca
Planorbella subcrenata,Planorbella,yes,backed off to genus,Planorbella,Mollusca
Ancylidae,Planorbidae,yes,backed off to family,Planorbidae,Mollusca
Rhyacophila Rotunda Group,Rhyacophila Rotunda Group,no,,Rhyacophila Rotunda Group,Trichoptera
Promenetus,Planorbidae,yes,backed off to family,Planorbidae,Mollusca
Rhyacophila Sibirica Group,Rhyacophila Sibirica Group,no,,Rhyacophila Sibirica Group,Trichoptera
Promenetus umbilicatellus,Planorbidae,yes,backed off to family,Planorbidae,Mollusca
Trepaxonemata,Platyhelminthes,yes,backed off to Platyhelminthes,Platyhelminthes,Misc. Phyla
Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,no,,Rhyacophila Vagrita Group,Trichoptera
Turbellaria,Platyhelminthes,yes,backed off to Platyhelminthes,Platyhelminthes,Misc. Phyla
Platysmittia bilyji,Platysmittia,yes,backed off to genus,Platysmittia,Chironomidae
Rhyacophila Verrula Group,Rhyacophila Verrula Group,no,,Rhyacophila Verrula Group,Trichoptera
Rhyacophila Visor Group,Rhyacophila Visor Group,no,,Rhyacophila Visor Group,Trichoptera
Platysmittia fimbriata,Platysmittia,yes,backed off to genus,Platysmittia,Chironomidae
Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,no,,Rhyacophila Vofixa Group,Trichoptera
Robackia,Robackia,no,,Robackia,Chironomidae
Plauditus cestus,Plauditus,yes,backed off to genus,Plauditus,Ephemeroptera
Plauditus sp.,Plauditus,yes,sp.,Plauditus,Ephemeroptera
Podmosta sp.,Podmosta,yes,sp.,Podmosta,Plecoptera
Roederiodes/Wiedemannia,Roederiodes/Wiedemannia,no,,Roederiodes/Wiedemannia,Diptera
Saetheria,Saetheria,no,,Saetheria,Chironomidae
Polycelis sp.,Polycelis,yes,sp.,Polycelis,Misc. Phyla
Polycentropus,Polycentropus sensu lato,yes,nomenclature,Polycentropus sensu lato,Trichoptera
Polycentropus sp.,Polycentropus sensu lato,yes,nomenclature,Polycentropus sensu lato,Trichoptera
Polypedilum sp.,Polypedilum,yes,sp.,Polypedilum,Chironomidae
Sciomyzidae,Sciomyzidae,no,,Sciomyzidae,Diptera
Scleroprocta,Scleroprocta,no,,Scleroprocta,Diptera
Sergentia,Sergentia,no,,Sergentia,Chironomidae
Potthastia Gaedii Gr.,Potthastia Gaedii Group,yes,formatting,Potthastia Gaedii Group,Chironomidae
Potthastia gaedii group,Potthastia Gaedii Group,yes,formatting,Potthastia Gaedii Group,Chironomidae
Sericostriata surdickae,Sericostriata surdickae,no,monotypic,Sericostriata surdickae,Trichoptera
Potthastia longimana gr.,Potthastia Longimanus Group,yes,formatting,Potthastia Longimanus Group,Chironomidae
Potthastia Longimana Group,Potthastia Longimanus Group,yes,spelling and formatting,Potthastia Longimanus Group,Chironomidae
Procladius sp.,Procladius,yes,sp.,Procladius,Chironomidae
Prodiamesa sp.,Prodiamesa,yes,sp.,Prodiamesa,Chironomidae
Serratella micheneri,Serratella micheneri,no,,Serratella micheneri,Ephemeroptera
Nemertea (carnivorous ribbon worm),Prostoma,yes,naming scheme,Prostoma,Misc. Phyla
Prostoma sp.,Prostoma,yes,sp.,Prostoma,Misc. Phyla
Psectrocladius sp.,Psectrocladius,yes,sp.,Psectrocladius,Chironomidae
Setvena,Setvena,no,,Setvena,Plecoptera
Psectrotanypus sp.,Psectrotanypus,yes,sp.,Psectrotanypus,Chironomidae
Sialis,Sialis,no,,Sialis,Megaloptera
Psephenus sp.,Psephenus,yes,sp.,Psephenus,Coleoptera
Pseudochironomus sp.,Pseudochironomus,yes,sp.,Pseudochironomus,Chironomidae
Simuliidae,Simuliidae,no,,Simuliidae,Diptera
Simulium,Simulium,no,,Simulium,Diptera
Pseudodiamesa sp.,Pseudodiamesa,yes,sp.,Pseudodiamesa,Chironomidae
Siphlonuridae,Siphlonuridae,no,,Siphlonuridae,Ephemeroptera
Siphlonurus,Siphlonurus,no,,Siphlonurus,Ephemeroptera
Pseudorthocladius sp.,Pseudorthocladius,yes,sp.,Pseudorthocladius,Chironomidae
Skwala,Skwala,no,,Skwala,Plecoptera
Pseudosmittia sp.,Pseudosmittia,yes,sp.,Pseudosmittia,Chironomidae
Psilometriocnemus sp.,Psilometriocnemus,yes,sp.,Psilometriocnemus,Chironomidae
Psychoda,Psychodini,yes,backed off to tribe,Psychodini,Diptera
Smittia,Smittia,no,,Smittia,Chironomidae
Psychoda sp.,Psychodini,yes,backed off to tribe,Psychodini,Diptera
Psychoglypha bella,Psychoglypha,yes,"backed off to genus; Wisseman et al. (in prep) is working on a key to separate out several species and groups that are widespread and common in PNW streams, but for now genus is the STE.",Psychoglypha,Trichoptera
Psychoglypha sp.,Psychoglypha,yes,sp.,Psychoglypha,Trichoptera
Psychoglypha subborealis,Psychoglypha,yes,"backed off to genus; Wisseman et al. (in prep) is working on a key to separate out several species and groups that are widespread and common in PNW streams, but for now genus is the STE.",Psychoglypha,Trichoptera
Psychomyia sp.,Psychomyia,yes,sp.,Psychomyia,Trichoptera
Pteronarcella ( dwarf salmonfly),Pteronarcella,yes,naming scheme,Pteronarcella,Plecoptera
Pteronarcella sp.,Pteronarcella,yes,sp.,Pteronarcella,Plecoptera
Pteronarcys sp.,Pteronarcys,yes,sp.,Pteronarcys,Plecoptera
Sphaeriidae,Sphaeriidae,no,,Sphaeriidae,Mollusca
Ptychoptera sp.,Ptychoptera,yes,sp.,Ptychoptera,Diptera
Radotanypus sp.,Radotanypus,yes,sp.,Radotanypus,Chironomidae
Rhabdomastix fascigera gr.,Rhabdomastix,yes,backed off to genus,Rhabdomastix,Diptera
Rhabdomastix setigera gr.,Rhabdomastix,yes,backed off to genus,Rhabdomastix,Diptera
Rhabdomastix Setigera Gr.,Rhabdomastix,yes,backed off to genus,Rhabdomastix,Diptera
Rhabdomastix sp.,Rhabdomastix,yes,sp.,Rhabdomastix,Diptera
Stactobiella,Stactobiella,no,,Stactobiella,Trichoptera
Rheocricotopus sp.,Rheocricotopus,yes,sp.,Rheocricotopus,Chironomidae
Rheosmittia sp.,Rheosmittia,yes,sp.,Rheosmittia,Chironomidae
Rheotanytarsus sp.,Rheotanytarsus,yes,sp.,Rheotanytarsus,Chironomidae
Rhithrogena sp.,Rhithrogena,yes,sp.,Rhithrogena,Ephemeroptera
Stempellina,Stempellina,no,,Stempellina,Chironomidae
Rhyacophila sp.,Rhyacophila,yes,sp.,Rhyacophila,Trichoptera
Stempellinella,Stempellinella,no,,Stempellinella,Chironomidae
Rhyacophila Alberta Gr.,Rhyacophila Alberta Group,yes,formatting,Rhyacophila Alberta Group,Trichoptera
Stenelmis,Stenelmis,no,,Stenelmis,Coleoptera
Rhyacophila angelita,Rhyacophila Angelita Group,yes,formatting,Rhyacophila Angelita Group,Trichoptera
Stenochironomus,Stenochironomus,no,,Stenochironomus,Chironomidae
Rhyacophila Angelita Gr.,Rhyacophila Angelita Group,yes,formatting,Rhyacophila Angelita Group,Trichoptera
Rhyacophila angelita group,Rhyacophila Angelita Group,yes,formatting,Rhyacophila Angelita Group,Trichoptera
Rhyacophila pellisa/valuma,Rhyacophila atrata complex,yes,nomenclature,Rhyacophila atrata complex,Trichoptera
Stictochironomus,Stictochironomus,no,,Stictochironomus,Chironomidae
Rhyacophila Betteni Gr.,Rhyacophila Betteni Group,yes,formatting,Rhyacophila Betteni Group,Trichoptera
Stictocladius,Stictocladius,no,,Stictocladius,Chironomidae
Rhyacophila brunnea gr.,Rhyacophila Brunnea/Vemna Groups,yes,nomenclature,Rhyacophila Brunnea/Vemna Groups,Trichoptera
Rhyacophila brunnea group,Rhyacophila Brunnea/Vemna Groups,yes,nomenclature,Rhyacophila Brunnea/Vemna Groups,Trichoptera
Rhyacophila Coloradensis Gr.,Rhyacophila Coloradensis Group,yes,formatting,Rhyacophila Coloradensis Group,Trichoptera
Rhyacophila coloradensis group,Rhyacophila Coloradensis Group,yes,formatting,Rhyacophila Coloradensis Group,Trichoptera
Rhyacophila Hyalinata Gr.,Rhyacophila Hyalinata Group,yes,formatting,Rhyacophila Hyalinata Group,Trichoptera
Stilocladius,Stilocladius,no,,Stilocladius,Chironomidae
Rhyacophila Rotunda Gr.,Rhyacophila Rotunda Group,yes,formatting,Rhyacophila Rotunda Group,Trichoptera
Stratiomyidae,Stratiomyidae,no,,Stratiomyidae,Diptera
Rhyacophila Sibirica Gr.,Rhyacophila Sibirica Group,yes,formatting,Rhyacophila Sibirica Group,Trichoptera
Stygobromus,Stygobromus,no,,Stygobromus,Crustacea
Rhyacophila Vagrita Gr.,Rhyacophila Vagrita Group,yes,formatting,Rhyacophila Vagrita Group,Trichoptera
Rhyacophila verrula,Rhyacophila Verrula Group,yes,formatting,Rhyacophila Verrula Group,Trichoptera
Rhyacophila Verrula Gr.,Rhyacophila Verrula Group,yes,formatting,Rhyacophila Verrula Group,Trichoptera
Rhyacophila oreia,Rhyacophila Visor Group,yes,nomenclature,Rhyacophila Visor Group,Trichoptera
Rhyacophila Vofixa Gr.,Rhyacophila Vofixa Group,yes,formatting,Rhyacophila Vofixa Group,Trichoptera
Robackia demeijerei,Robackia,yes,backed off to genus,Robackia,Chironomidae
Robackia sp.,Robackia,yes,sp.,Robackia,Chironomidae
Roederiodes,Roederiodes/Wiedemannia,yes,Slashed taxon,Roederiodes/Wiedemannia,Diptera
Sublettea,Sublettea,no,,Sublettea,Chironomidae
Wiedemannia,Roederiodes/Wiedemannia,yes,Slashed taxon,Roederiodes/Wiedemannia,Diptera
Wiedemannia sp.,Roederiodes/Wiedemannia,yes,Slashed taxon,Roederiodes/Wiedemannia,Diptera
Saetheria sp.,Saetheria,yes,sp.,Saetheria,Chironomidae
Saetheria tylus,Saetheria,yes,backed off to genus,Saetheria,Chironomidae
Ormosia (Sceleroprocta) sp.,Scleroprocta,yes,naming scheme,Scleroprocta,Diptera
Symbiocladius,Symbiocladius,no,,Symbiocladius,Chironomidae
Sergentia sp.,Sergentia,yes,sp.,Sergentia,Chironomidae
Sericostriata,Sericostriata surdickae,yes,monotypic,Sericostriata surdickae,Trichoptera
Setvena sp.,Setvena,yes,sp.,Setvena,Plecoptera
Sympotthastia,Sympotthastia,no,,Sympotthastia,Chironomidae
Sialis sp.,Sialis,yes,sp.,Sialis,Megaloptera
Synorthocladius,Synorthocladius,no,,Synorthocladius,Chironomidae
Simulium sp.,Simulium,yes,sp.,Simulium,Diptera
Syrphidae,Syrphidae,no,,Syrphidae,Diptera
Tabanidae,Tabanidae,no,,Tabanidae,Diptera
Siphlonurus sp.,Siphlonurus,yes,sp.,Siphlonurus,Ephemeroptera
Taeniopterygidae,Taeniopterygidae,no,,Taeniopterygidae,Plecoptera
Tanyderidae,Tanyderidae,no,,Tanyderidae,Diptera
Tanypus,Tanypus,no,,Tanypus,Chironomidae
Skwala sp.,Skwala,yes,sp.,Skwala,Plecoptera
Tanytarsini,Tanytarsini,no,,Tanytarsini,Chironomidae
Tanytarsus,Tanytarsus,no,,Tanytarsus,Chironomidae
Smittia sp.,Smittia,yes,sp.,Smittia,Chironomidae
Pisidiidae,Sphaeriidae,yes,nomenclature,Sphaeriidae,Mollusca
Sphaeriidae (Pisidiidae),Sphaeriidae,yes,naming scheme,Sphaeriidae,Mollusca
Stempellina sp.,Stempellina,yes,sp.,Stempellina,Chironomidae
Stempellinella sp.,Stempellinella,yes,sp.,Stempellinella,Chironomidae
Stenelmis sp.,Stenelmis,yes,sp.,Stenelmis,Coleoptera
Stenochironomus sp.,Stenochironomus,yes,sp.,Stenochironomus,Chironomidae
Stictochironomous,Stictochironomus,yes,spelling,Stictochironomus,Chironomidae
Stictochironomus sp.,Stictochironomus,yes,sp.,Stictochironomus,Chironomidae
Thaumaleidae,Thaumaleidae,no,,Thaumaleidae,Diptera
Stictocladius sp.,Stictocladius,yes,sp.,Stictocladius,Chironomidae
Stilocladius sp.,Stilocladius,yes,sp.,Stilocladius,Chironomidae
Thienemanniella,Thienemanniella,no,,Thienemanniella,Chironomidae
Caloparyphus/Euparyphus,Stratiomyidae,yes,backed off to family,Stratiomyidae,Diptera
Stratiomys sp.,Stratiomyidae,yes,sp.,Stratiomyidae,Diptera
Stygobromus sp.,Stygobromus,yes,sp.,Stygobromus,Crustacea
Sublettea sp.,Sublettea,yes,sp.,Sublettea,Chironomidae
Symbiocladius sp.,Symbiocladius,yes,sp.,Symbiocladius,Chironomidae
Sympotthastia sp.,Sympotthastia,yes,sp.,Sympotthastia,Chironomidae
Synorthocladius sp.,Synorthocladius,yes,sp.,Synorthocladius,Chironomidae
Atylotus/Tabanus sp.,Tabanidae,yes,backed off to family,Tabanidae,Diptera
Timpanoga hecuba,Timpanoga hecuba,no,monotypic,Timpanoga hecuba,Ephemeroptera
Tinodes,Tinodes,no,,Tinodes,Trichoptera
Chrysops,Tabanidae,yes,backed off to family,Tabanidae,Diptera
Tipula,Tipula,no,,Tipula,Diptera
Chrysops sp.,Tabanidae,yes,backed off to family,Tabanidae,Diptera
Tipulidae,Tipulidae,no,,Tipulidae,Diptera
Tokunagaia,Tokunagaia,no,,Tokunagaia,Chironomidae
Taenionema sp.,Taeniopterygidae,yes,backed off to family,Taeniopterygidae,Plecoptera
Protanyderus sp.,Tanyderidae,yes,backed off to family,Tanyderidae,Diptera
Tanypus sp.,Tanypus,yes,sp.,Tanypus,Chironomidae
Tanytarsus sp.,Tanytarsus,yes,sp.,Tanytarsus,Chironomidae
Thienemanniella sp.,Thienemanniella,yes,sp.,Thienemanniella,Chironomidae
Triaenodes,Triaenodes,no,,Triaenodes,Trichoptera
Helopelopia,Thienemannimyia Group,yes,nomenclature,Thienemannimyia Group,Chironomidae
Tribelos,Tribelos,no,,Tribelos,Chironomidae
Meropelopia sp.,Thienemannimyia Group,yes,nomenclature,Thienemannimyia Group,Chironomidae
Thienemannimyia,Thienemannimyia Group,yes,These should all be Group,Thienemannimyia Group,Chironomidae
Thienemannimyia complex,Thienemannimyia Group,yes,These should all be Group,Thienemannimyia Group,Chironomidae
Thienemannimyia Genus Gr.,Thienemannimyia Group,yes,These should all be Group,Thienemannimyia Group,Chironomidae
Trichoptera,Trichoptera,no,,Trichoptera,Trichoptera
Tricorythodes,Tricorythodes,no,,Tricorythodes,Ephemeroptera
Thienemannimyia gr. sp.,Thienemannimyia Group,yes,These should all be Group,Thienemannimyia Group,Chironomidae
Thienemannimyia group,Thienemannimyia Group,yes,These should all be Group,Thienemannimyia Group,Chironomidae
Timpanoga,Timpanoga hecuba,yes,monotypic,Timpanoga hecuba,Ephemeroptera
Triogma,Triogma,no,,Triogma,Diptera
Tinodes sp.,Tinodes,yes,sp.,Tinodes,Trichoptera
Tipula sp.,Tipula,yes,sp.,Tipula,Diptera
Tokunagaia sp.,Tokunagaia,yes,sp.,Tokunagaia,Chironomidae
Truncatelloidea,Truncatelloidea,no,,Truncatelloidea,Mollusca
Triaenodes sp.,Triaenodes,yes,sp.,Triaenodes,Trichoptera
Tribelos jucundum,Tribelos,yes,backed off to genus,Tribelos,Chironomidae
Tribelos sp.,Tribelos,yes,sp.,Tribelos,Chironomidae
Tricorythodes explicatus,Tricorythodes,yes,backed off to genus,Tricorythodes,Ephemeroptera
Tricorythodes minutus,Tricorythodes,yes,backed off to genus,Tricorythodes,Ephemeroptera
Tricorythodes sp.,Tricorythodes,yes,sp.,Tricorythodes,Ephemeroptera
Triogma sp.,Triogma,yes,sp.,Triogma,Diptera
Tvetenia,Tvetenia,no,,Tvetenia,Chironomidae
Amnicolidae,Truncatelloidea,yes,backed off to Truncatelloidea,Truncatelloidea,Mollusca
Fluminicola,Truncatelloidea,yes,backed off to Truncatelloidea,Truncatelloidea,Mollusca
Fluminicola (new sp. near fuscus),Truncatelloidea,yes,backed off to Truncatelloidea,Truncatelloidea,Mollusca
Fluminicola sp.,Truncatelloidea,yes,backed off to Truncatelloidea,Truncatelloidea,Mollusca
Tvetenia tshernovskii,Tvetenia tshernovskii,no,,Tvetenia tshernovskii,Chironomidae
Hydrobiidae,Truncatelloidea,yes,backed off to Truncatelloidea,Truncatelloidea,Mollusca
Twinnia,Twinnia,no,,Twinnia,Diptera
Pyrgulopsis,Truncatelloidea,yes,backed off to Truncatelloidea,Truncatelloidea,Mollusca
Pyrgulopsis bruneauensis,Truncatelloidea,yes,backed off to Truncatelloidea,Truncatelloidea,Mollusca
Taylorconcha serpenticola,Truncatelloidea,yes,backed off to Truncatelloidea,Truncatelloidea,Mollusca
Uenoidae,Uenoidae,no,,Uenoidae,Trichoptera
Ulomorpha,Ulomorpha,no,,Ulomorpha,Diptera
Tvetenia Bavarica Gr.,Tvetenia Bavarica Group,yes,FORMATTING,Tvetenia Bavarica Group,Chironomidae
Tvetenia bavarica group,Tvetenia Bavarica Group,yes,FORMATTING,Tvetenia Bavarica Group,Chironomidae
Tvetenia Discoloripes Gr.,Tvetenia tshernovskii,yes,nomenclature,Tvetenia tshernovskii,Chironomidae
Tvetenia discoloripes group,Tvetenia tshernovskii,yes,nomenclature,Tvetenia tshernovskii,Chironomidae
Tvetenia Vitracies Group,Tvetenia tshernovskii,yes,nomenclature,Tvetenia tshernovskii,Chironomidae
Twinnia sp.,Twinnia,yes,sp.,Twinnia,Diptera
Unionida,Unionida,no,,Unionida,Mollusca
Ulomorpha sp.,Ulomorpha,yes,sp.,Ulomorpha,Diptera
Anodonta sp.,Unionida,yes,backed off to Unionida,Unionida,Mollusca
Unionacea,Unionida,yes,backed off to Unionida,Unionida,Mollusca
Valvata,Valvata,no,,Valvata,Mollusca
Unionidae,Unionida,yes,backed off to Unionida,Unionida,Mollusca
Unionoida,Unionida,yes,naming scheme,Unionida,Mollusca
Valvata humeralis,Valvata,yes,backed off to genus,Valvata,Mollusca
Valvata sp.,Valvata,yes,sp.,Valvata,Mollusca
Valvata utahensis,Valvata,yes,backed off to genus,Valvata,Mollusca
Veneroida,Veneroida,no,,Veneroida,Mollusca
Visoka,Visoka cataractae,yes,monotypic,Visoka cataractae,Plecoptera
Visoka cataractae,Visoka cataractae,no,monotypic,Visoka cataractae,Plecoptera
Visoka sp.,Visoka cataractae,yes,monotypic,Visoka cataractae,Plecoptera
Vorticifex,Vorticifex,no,,Vorticifex,Mollusca
Vorticifex effusa,Vorticifex,yes,backed off to genus,Vorticifex,Mollusca
Wormaldia sp.,Wormaldia,yes,sp.,Wormaldia,Trichoptera
Xenochironomus,Xenochironomus xenolabis,yes,monotypic,Xenochironomus xenolabis,Chironomidae
Yoraperla brevis,Yoraperla,yes,backed off to genus,Yoraperla,Plecoptera
Yoraperla sp.,Yoraperla,yes,sp.,Yoraperla,Plecoptera
Wormaldia,Wormaldia,no,,Wormaldia,Trichoptera
Zaitzevia parvula,Zaitzevia,yes,backed off to genus,Zaitzevia,Coleoptera
Zaitzevia posthonia,Zaitzevia,yes,backed off to genus,Zaitzevia,Coleoptera
Xenochironomus xenolabis,Xenochironomus xenolabis,no,monotypic,Xenochironomus xenolabis,Chironomidae
Yoraperla,Yoraperla,no,,Yoraperla,Plecoptera
Zaitzevia sp.,Zaitzevia,yes,sp.,Zaitzevia,Coleoptera
Zapada sp.,Zapada,yes,sp.,Zapada,Plecoptera
Zaitzevia,Zaitzevia,no,,Zaitzevia,Coleoptera
Zapada Oregonensis Gr.,Zapada Oregonensis Group,yes,Formatting,Zapada Oregonensis Group,Plecoptera
Paramerina,Zavrelimyia,yes,nomenclature,Zavrelimyia,Chironomidae
Paramerina sp.,Zavrelimyia,yes,nomenclature,Zavrelimyia,Chironomidae
Zapada,Zapada,no,,Zapada,Plecoptera
Zapada cinctipes,Zapada cinctipes,no,,Zapada cinctipes,Plecoptera
Zapada columbiana,Zapada columbiana,no,,Zapada columbiana,Plecoptera
Zapada frigida,Zapada frigida,no,,Zapada frigida,Plecoptera
Reomyia,Zavrelimyia,yes,nomenclature,Zavrelimyia,Chironomidae
Zapada Oregonensis Group,Zapada Oregonensis Group,no,,Zapada Oregonensis Group,Plecoptera
Reomyia sp.,Zavrelimyia,yes,nomenclature,Zavrelimyia,Chironomidae
Zavrelimyia,Zavrelimyia,no,,Zavrelimyia,Chironomidae
Zavrelimyia sp.,Zavrelimyia,yes,sp.,Zavrelimyia,Chironomidae
Zumatrichia,Zumatrichia,no,,Zumatrichia,Trichoptera
Zumatrichia notosa,Zumatrichia,yes,backed off to genus,Zumatrichia,Trichoptera
Zumatrichia notosa (Leucotrichia notosa),Zumatrichia,yes,backed off to genus,Zumatrichia,Trichoptera
Zygoptera,Zygoptera,no,,Zygoptera,Odonata
