TaxaID,Rank,NonTarget,BCG_Attr,BCG_Attr2,FFG,FFG_Src,HABIT,HABIT_Src,LIFE_CYCLE,LIFE_CYCLE_Src,AirBreather,PHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,SUBFAMILY,TRIBE,GENUS,TolVal,NOD,AP,HM,POC,SA,SSS,Min_HM1988,Max_HM1988,Mean_HM1988,KBTOLR
GLYPTOTENDIPES,Genus,FALSE,4,4_worse,"SH,CG,CF",MODNR; MN; Tward; NRSA; OK; NE,BU,NE; MODNR; OK; MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,GLYPTOTENDIPES,6,5,3,1,3,4,5,1,5,3.5,6
GOELDICHIRONOMUS,Genus,FALSE,4,4_middle,CG,NE; MODNR; OK; MN; Tward; NRSA,BU,NE; MODNR; OK; MN; Tward; NRSA,NA,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,GOELDICHIRONOMUS,5,5,2,2,2,4,4,2,5,3.166666667,6
GOELDICHIRONOMUS HOLOPRASINUS,Species,FALSE,4,4_middle,CG,Tward; NRSA,BU,Tward; NRSA,NA,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,GOELDICHIRONOMUS,5,5,2,2,2,4,4,2,5,3.166666667,6
GOMPHIDAE,Family,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; NRSA,BU,IA; NE; MODNR; OK; MN; NRSA,semi,NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,,,5,3,2,1,3,3,4,1,4,2.666666667,
GOMPHURUS,Genus,FALSE,4,4_middle,PR,NRSA,BU,NRSA,semi,NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,,GOMPHURUS,,,,,,,,,,,
GOMPHUS,Genus,FALSE,4,4_middle,PR,NRSA,BU,NRSA,semi,NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,,GOMPHUS,5,3,2,1,3,3,5,1,5,2.833333333,4
GOMPHUS EXTERNUS,Species,FALSE,4,4_middle,PR,NRSA,BU,NRSA,semi,NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,,GOMPHUS,5,3,2,1,3,3,5,1,5,2.833333333,4
GOMPHUS GRASLINELLUS,Species,FALSE,4,4_middle,PR,NRSA,BU,NRSA,semi,NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,,GOMPHUS,5,3,2,1,3,3,5,1,5,2.833333333,4
GOMPHUS MILITARIS,Species,FALSE,4,4_middle,PR,NRSA,BU,NRSA,semi,NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,,GOMPHUS,5,3,2,1,3,3,5,1,5,2.833333333,4
GOMPHUS VASTUS,Species,FALSE,4,4_middle,PR,NRSA,BU,NRSA,semi,NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,,GOMPHUS,5,2,2,1,3,3,5,1,5,2.666666667,4
GORDIIDAE,Family,TRUE,4,4_middle,PA,IA; MODNR,NA,,NA,,FALSE,NEMATOMORPHA,GORDIODEA,,GORDIIDA,GORDIIDAE,,,,5,,,,,,,,,,
GORDIUS,Genus,TRUE,4,4_worse,PR,NRSA,BU,NRSA,NA,,FALSE,NEMATOMORPHA,GORDIODEA,,GORDIIDA,GORDIIDAE,,,GORDIUS,6,,,,,,,,,,99
GYMNOCHTHEBIUS,Genus,FALSE,,NA,SC,Tward; NRSA,CN,NE; OK; Tward; NRSA,NA,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDRAENIDAE,,,GYMNOCHTHEBIUS,NA,,,,,,,,,,99
GYRAULUS,Genus,FALSE,4,4_worse,SC,IA; NE; MODNR; OK; MN; ; NRSA,CB,OK; MN; NRSA,NA,,FALSE,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,PLANORBIDAE,,,GYRAULUS,6,,,,,,,,,,6
GYRETES,Genus,FALSE,4,4_middle,PR,NE; MODNR; OK; Tward; NRSA,SW,MODNR; OK; Tward; NRSA,uni,Tward,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,GYRINIDAE,,,GYRETES,5,2,4,2,3,3,2,2,4,2.666666667,99
GYRINIDAE,Family,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; NRSA,SW,IA; NE; MODNR; OK; MN; ;,NA,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,GYRINIDAE,,,,5,2,4,3,3,3,2,2,4,2.833333333,
GYRINUS,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,SW,NE; MODNR; OK; MN; Tward; NRSA,uni,Tward,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,GYRINIDAE,,,GYRINUS,5,2,4,3,3,3,2,2,4,2.833333333,99
HAEMOPIDAE,Family,FALSE,,NA,SH,NRSA,SP,NRSA,NA,,FALSE,ANNELIDA,CLITELLATA,HIRUDINEA,ARHYNCHOBDELLID,HAEMOPIDAE,,,,,,,,,,,,,,
HAEMOPIS,Genus,FALSE,,NA,"PR,SH",NE; MN; NRSA,SP,OK; NRSA,NA,,FALSE,ANNELIDA,CLITELLATA,HIRUDINEA,ARHYNCHOBDELLID,HAEMOPIDAE,,,HAEMOPIS,NA,,,,,,,,,,9
HAGENIUS,Genus,FALSE,3,,PR,MODNR; OK; MN; Tward; NRSA,SP,MODNR; Tward; NRSA,semi,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,,HAGENIUS,,,,,,,,,,,
HAGENIUS BREVISTYLUS,Species,FALSE,3,,PR,MODNR; OK; MN; Tward; NRSA,SP,MODNR; Tward; NRSA,semi,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,,HAGENIUS,2,1,2,1,3,3,3,1,3,2.166666667,4
HALIPLIDAE,Family,FALSE,4,4_worse,PH,NRSA; MN; MODNR; IA,CN,IA; NE; OK; MN,multi,NRSA,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HALIPLIDAE,,,,6,3,4,3,3,3,2,2,4,3,
HALIPLUS,Genus,FALSE,4,4_worse,"SH,PH",MODNR; OK; MN; NRSA,CB,OK; MN; Tward; NRSA,multi,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HALIPLIDAE,,,HALIPLUS,6,3,4,2,3,3,2,2,4,2.833333333,99
HALIPLUS TRIOPSIS,Species,FALSE,4,4_worse,PH,IA; Tward; NRSA,CB,Tward; NRSA,multi,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HALIPLIDAE,,,HALIPLUS,6,3,4,2,3,3,2,2,4,2.833333333,99
HARNISCHIA,Genus,FALSE,4,4_middle,CG,NE; MODNR; OK; Tward; NRSA,"CB,BU",OK; Tward; NRSA,multi,Tward,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,HARNISCHIA,5,4,3,1,3,3,4,1,4,3,6
HEBRIDAE,Family,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; ;,CB,MN,NA,,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,HEBRIDAE,,,,5,3,3,3,3,3,3,3,3,3,
HEBRUS,Genus,FALSE,4,4_middle,PR,MODNR; OK; MN; Tward; NRSA,CB,NRSA,uni,Tward,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,HEBRIDAE,,,HEBRUS,5,3,3,4,3,4,4,3,4,3.5,99
HELICHUS,Genus,FALSE,4,4_middle,"SC,SH,CG",IA; MODNR; NRSA; Tward,CN,OK; MN; Tward; NRSA,semi,Tward,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,DRYOPIDAE,,,HELICHUS,5,2,4,3,3,3,4,2,4,3.166666667,4
HELICHUS BASALIS,Species,FALSE,4,4_middle,"SC,SH,CG",IA; MODNR; NRSA; Tward,CN,Tward; NRSA,semi,Tward,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,DRYOPIDAE,,,HELICHUS,5,2,4,3,3,3,4,2,4,3.166666667,4
HELICHUS FASTIGIATUS,Species,FALSE,3,,"SC,SH,CG",IA; MODNR; NRSA; Tward,CN,MN; Tward; NRSA,semi,Tward,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,DRYOPIDAE,,,HELICHUS,2,2,4,3,3,3,4,2,4,3.166666667,4
HELICHUS LITHOPHILUS,Species,FALSE,4,4_middle,"SC,SH,CG",IA; MODNR; NRSA; Tward,CN,MN; Tward; NRSA,semi,Tward,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,DRYOPIDAE,,,HELICHUS,5,2,4,3,3,3,4,2,4,3.166666667,4
HELICHUS SUTURALIS,Species,FALSE,4,4_middle,"SC,SH,CG",IA; MODNR; NRSA; Tward,CN,Tward; NRSA,semi,Tward,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,DRYOPIDAE,,,HELICHUS,5,3,4,3,3,3,4,3,4,3.333333333,4
HELICOPSYCHE,Genus,FALSE,4,4_middle,SC,IA; NE; MODNR; OK; MN; Tward,CN,NE; OK; MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HELICOPSYCHIDAE,,,HELICOPSYCHE,5,2,2,1,2,3,1,1,3,1.833333333,4
HELICOPSYCHE BOREALIS,Species,FALSE,4,4_middle,SC,IA; NE; OK; MN; Tward,CN,NE; MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HELICOPSYCHIDAE,,,HELICOPSYCHE,5,2,2,1,2,3,1,1,3,1.833333333,4
HELICOPSYCHE PIORA,Species,FALSE,4,4_middle,SC,NE; OK; Tward,CN,NE; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HELICOPSYCHIDAE,,,HELICOPSYCHE,5,2,2,1,2,3,1,1,3,1.833333333,4
HELISOMA,Genus,FALSE,4,4_middle,SC,IA; NE; MODNR; OK; MN; ; NRSA,CB,MN; NRSA,"multi,uni",NRSA,FALSE,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,PLANORBIDAE,,,HELISOMA,5,,,,,,,,,,6
HELOBDELLA,Genus,FALSE,4,4_worse,PR,NE; OK; MN; NRSA,SP,OK; NRSA,multi,NRSA,FALSE,ANNELIDA,CLITELLATA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,,,HELOBDELLA,7,,,,,,,,,,9
HELOBDELLA FUSCA,Species,FALSE,4,4_worse,PR,IA; NE; MN; NRSA,SP,NRSA; mixed,multi,NRSA,FALSE,ANNELIDA,CLITELLATA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,,,HELOBDELLA,7,,,,,,,,,,9
HELOCHARES,Genus,FALSE,4,4_middle,"PR,CG",NE; MODNR; Tward; NRSA;MN,CB,Tward,multi,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,,HELOCHARES,5,2,4,1,3,3,3,1,4,2.666666667,99
HELOCHARES MACULICOLLIS,Species,FALSE,4,4_middle,"PR,CG",Tward; NRSA,CB,Tward,multi,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,,HELOCHARES,5,2,4,1,3,3,3,1,4,2.666666667,99
HELOCOMBUS,Genus,FALSE,,NA,CG,MODNR; MN,SW,OK; Tward; NRSA,uni,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,,HELOCOMBUS,NA,3,4,1,3,2,3,1,4,2.666666667,99
HELOPHORUS,Genus,FALSE,4,4_worse,SH,IA; NE; MODNR; OK; MN; Tward; NRSA,SW,IA; NE; OK; MN; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,HELOPHORIDAE,,,HELOPHORUS,6,3,3,1,2,3,1,1,3,2.166666667,99
HEMERODROMIA,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,SP,MODNR; OK; MN; Tward; NRSA,"multi,uni",Tward,FALSE,ARTHROPODA,INSECTA,,DIPTERA,EMPIDIDAE,,,HEMERODROMIA,5,3,4,5,3,4,2,2,5,3.5,10
HEPTAGENIA,Genus,FALSE,4,4_middle,SC,IA; NE; MODNR; MN; NRSA; Tward,CN,IA; NE; OK; MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,,HEPTAGENIA,5,2,2,2,2,3,3,2,3,2.333333333,4
HEPTAGENIA ELEGANTULA,Species,FALSE,4,4_middle,SC,IA; NE; NRSA; Tward,CN,NE; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,,HEPTAGENIA,7,3,2,2,2,3,3,2,3,2.5,4
HEPTAGENIA FLAVESCENS,Species,FALSE,4,4_middle,SC,IA; NE; MN; NRSA; Tward,CN,NE; MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,,HEPTAGENIA,5,2,2,2,2,3,3,2,3,2.333333333,4
HEPTAGENIA MARGINALIS,Species,FALSE,4,4_middle,SC,NE; NRSA; Tward,CN,NE; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,,HEPTAGENIA,5,2,2,2,2,3,4,2,4,2.5,4
HEPTAGENIA PULLA,Species,FALSE,4,4_middle,SC,IA; MN; NRSA; Tward,CN,MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,,HEPTAGENIA,5,0,2,2,2,3,3,0,3,2,4
HEPTAGENIIDAE,Family,FALSE,4,4_middle,SC,IA; NE; MODNR; OK; MN; NRSA,CN,NE; OK; MN,uni,NRSA,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,,,5,2,2,2,2,3,3,2,3,2.333333333,
HESPEROCORIXA,Genus,FALSE,4,4_middle,PH,IA; MODNR; NRSA; Tward; MN,SW,IA; NE; MODNR; OK; MN; Tward; NRSA,uni,NRSA,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,CORIXIDAE,,,HESPEROCORIXA,5,2,4,3,3,4,3,2,4,3.166666667,99
HETAERINA,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,"CB,CN",NE; OK; MN; Tward; NRSA,semi,Tward,FALSE,ARTHROPODA,INSECTA,,ODONATA,CALOPTERYGIDAE,,,HETAERINA,5,3,2,1,2,3,3,1,3,2.333333333,4
HETAERINA AMERICANA,Species,FALSE,4,4_middle,PR,IA; NE; OK; MN; Tward; NRSA,"CB,CN",NE; MN; Tward; NRSA,semi,Tward,FALSE,ARTHROPODA,INSECTA,,ODONATA,CALOPTERYGIDAE,,,HETAERINA,5,3,2,1,2,4,3,1,4,2.5,4
HETAERINA TITIA,Species,FALSE,4,4_middle,PR,OK; MN; Tward; NRSA,"CB,CN",MN; Tward; NRSA,semi,Tward,FALSE,ARTHROPODA,INSECTA,,ODONATA,CALOPTERYGIDAE,,,HETAERINA,5,,,,,,,,,,4
HETERELMIS,Genus,FALSE,4,4_middle,CG,OK; Tward,CN,Tward; NRSA,semi,Tward,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,ELMIDAE,,,HETERELMIS,,,,,,,,,,,
HETERELMIS VULNERATA,Species,FALSE,4,4_middle,CG,OK; Tward,CN,Tward; NRSA,semi,Tward,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,ELMIDAE,,,HETERELMIS,5,2,5,1,3,3,2,1,5,2.666666667,4
HETEROCERIDAE,Family,FALSE,4,4_worse,NA,mixed,CN,NE,NA,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HETEROCERIDAE,,,,6,4,4,3,3,3,3,3,4,3.333333333,
HETEROCLOEON,Genus,FALSE,,NA,SC,IA; NE; MODNR; OK; MN; NRSA; Tward,SW,NE; MODNR; OK; MN; Tward; NRSA,multi,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,,HETEROCLOEON,NA,,,,,,,,,,4
HETEROSTERNUTA,Genus,FALSE,4,4_middle,PR,IA; MODNR; OK; MN; Tward,SW,MODNR; MN; Tward,NA,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,HETEROSTERNUTA,5,,,,,,,,,,99
HETEROSTERNUTA DIVERSICORNIS,Species,FALSE,4,4_middle,PR,IA; OK; Tward,SW,Tward,NA,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,HETEROSTERNUTA,5,,,,,,,,,,99
HETEROSTERNUTA PULCHER,Species,FALSE,4,4_middle,PR,IA; OK; Tward,SW,Tward,NA,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,HETEROSTERNUTA,5,,,,,,,,,,99
HETEROSTERNUTA WICKHAMI,Species,FALSE,4,4_middle,PR,IA; OK; Tward,SW,Tward,NA,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,HETEROSTERNUTA,5,,,,,,,,,,99
HEXAGENIA,Genus,FALSE,4,4_middle,CG,IA; MODNR; OK; MN; Tward; NRSA,BU,IA; NE; MODNR; OK; MN; Tward; NRSA,semi,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,EPHEMERIDAE,,,HEXAGENIA,5,3,3,3,3,3,3,3,3,3,5
HEXAGENIA LIMBATA,Species,FALSE,4,4_middle,CG,IA; MODNR; OK; MN; Tward; NRSA,BU,NE; MODNR; MN; Tward; NRSA,semi,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,EPHEMERIDAE,,,HEXAGENIA,5,3,3,3,3,3,2,2,3,2.833333333,5
HEXATOMA,Genus,FALSE,3,,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,BU,IA; NE; MODNR; OK; MN; Tward; NRSA,uni,Tward,FALSE,ARTHROPODA,INSECTA,,DIPTERA,TIPULIDAE,,,HEXATOMA,2,3,3,2,3,3,2,2,3,2.666666667,4
HIRUDINEA,Subclass,FALSE,4,4_worse,PR,NE; OK; MN; NRSA,SP,OK; MN,semi,NRSA,FALSE,ANNELIDA,CLITELLATA,HIRUDINEA,,,,,,7,,,,,,,,,,
HIRUDINIDAE,Family,FALSE,,NA,PR,NRSA,SP,NRSA,NA,,FALSE,ANNELIDA,CLITELLATA,HIRUDINEA,ARHYNCHOBDELLID,HIRUDINIDAE,,,,,,,,,,,,,,
HOMOEONEURIA,Genus,FALSE,,NA,CF,IA; MODNR; OK; MN; Tward; NRSA,BU,MODNR; OK; MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,OLIGONEURIIDAE,,,HOMOEONEURIA,NA,2,0,2,0,3,1,0,3,1.333333333,3
HOMOEONEURIA AMMOPHILA,Species,FALSE,,NA,CF,IA; OK; MN; Tward; NRSA,BU,MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,OLIGONEURIIDAE,,,HOMOEONEURIA,NA,2,0,2,0,3,1,0,3,1.333333333,3
HYALELLA,Genus,FALSE,4,4_worse,CG,IA; NE; MODNR; OK; MN; ; NRSA,SP,MN; NRSA,multi,NRSA,FALSE,ARTHROPODA,MALACOSTRACA,,AMPHIPODA,HYALELLIDAE,,,HYALELLA,,,,,,,,,,,
HYALELLA AZTECA,Species,FALSE,4,4_worse,CG,IA; NE; MODNR; OK; MN; ; NRSA,SP,MN; NRSA,multi,NRSA,FALSE,ARTHROPODA,MALACOSTRACA,,AMPHIPODA,HYALELLIDAE,,,HYALELLA,6,,,,,,,,,,4
HYBOMITRA,Genus,FALSE,4,4_middle,PR,IA; MODNR; MN; Tward,SP,IA; MODNR; OK; MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,DIPTERA,TABANIDAE,,,HYBOMITRA,5,,,,,,,,,,10
HYDROBAENUS,Genus,FALSE,4,4_worse,SC,NE; MODNR; MN; NRSA; Tward,SP,NE; MODNR; OK; MN; Tward; NRSA,uni,Tward,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,HYDROBAENUS,6,2,2,1,2,1,4,1,4,2,6
HYDROBIIDAE,Family,FALSE,4,4_middle,SC,IA; NE; MODNR; OK; MN,CB,OK; MN,multi,NRSA,FALSE,MOLLUSCA,GASTROPODA,,NEOTAENIOGLOSSA,HYDROBIIDAE,,,,5,,,,,,,,,,
HYDROBIUS,Genus,FALSE,4,4_worse,PR,IA; NE; MODNR; MN; NRSA,"CB,CN",OK; MN; Tward; NRSA,uni,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,,HYDROBIUS,6,1,4,1,3,3,1,1,4,2.166666667,99
HYDROCANTHUS,Genus,FALSE,,NA,PR,IA; Tward; NRSA,CB,Tward; NRSA,uni,Tward,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,NOTERIDAE,,,HYDROCANTHUS,,,,,,,,,,,
HYDROCANTHUS IRICOLOR,Species,FALSE,,NA,PR,IA; Tward; NRSA,CB,Tward; NRSA,uni,Tward,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,NOTERIDAE,,,HYDROCANTHUS,NA,,,,,,,,,,99
HYDROCHARA,Genus,FALSE,,NA,PR,NE; MODNR; OK; Tward,"SW,CB",NE; MODNR; OK; MN; Tward; NRSA,uni,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,,HYDROCHARA,NA,3,4,1,3,3,3,1,4,2.833333333,99
HYDROCHUS,Genus,FALSE,4,4_worse,SH,IA; NE; MODNR; OK; MN; Tward; NRSA,"CB,SW",Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROCHIDAE,,,HYDROCHUS,6,3,3,1,3,3,2,1,3,2.5,99
HYDROMETRA,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,SK,NE; MODNR; OK; MN; Tward; NRSA,multi,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,HYDROMETRIDAE,,,HYDROMETRA,5,4,5,4,4,3,4,3,5,4,99
HYDROMETRA MARTINI,Species,FALSE,4,4_middle,PR,IA; MN; Tward; NRSA,SK,MN; Tward; NRSA,multi,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,HYDROMETRIDAE,,,HYDROMETRA,5,4,5,5,4,3,4,3,5,4.166666667,99
HYDROPERLA,Genus,FALSE,3,,PR,MODNR; OK; MN; Tward,CN,OK; MN; Tward,uni,Tward,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLODIDAE,,,HYDROPERLA,2,1,2,1,1,3,2,1,3,1.666666667,2
HYDROPERLA CROSBYI,Species,FALSE,3,,PR,MODNR; OK; MN; Tward,CN,MN; Tward,uni,Tward,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLODIDAE,,,HYDROPERLA,2,2,2,2,1,2,2,1,2,1.833333333,2
HYDROPERLA FUGITANS,Species,FALSE,3,,PR,MODNR; OK; Tward,CN,Tward,uni,Tward,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLODIDAE,,,HYDROPERLA,2,1,2,1,1,3,2,1,3,1.666666667,2
HYDROPHILIDAE,Family,FALSE,4,4_middle,PR,NE; MODNR; OK; MN; NRSA,SW,IA; NE; MODNR; OK; MN; ;,uni,NRSA,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,,,5,3,4,1,3,3,3,1,4,2.833333333,
HYDROPHILUS,Genus,FALSE,,NA,PR,IA; NE; MODNR; OK; MN; Tward;,"SW,CB",NE; MODNR; OK; MN; Tward; NRSA,uni,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,,HYDROPHILUS,NA,2,4,1,3,3,3,1,4,2.666666667,99
HYDROPHILUS TRIANGULARIS,Species,FALSE,,NA,PR,IA; OK; Tward,"SW,CB",Tward; NRSA,uni,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,,HYDROPHILUS,NA,2,4,1,3,3,3,1,4,2.666666667,99
HYDROPORINI,Tribe,FALSE,4,4_middle,PR,OK,SW,NRSA,NA,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,HYDROPORINI,5,,,,,,,,,,
HYDROPORUS,Genus,FALSE,4,4_middle,PR,IA; MN; Tward; NRSA,SW,MN; Tward; NRSA,semi,Tward,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,HYDROPORUS,,,,,,,,,,,
HYDROPORUS NIGER,Species,FALSE,4,4_middle,PR,IA; OK; MN; Tward; NRSA,SW,MN; Tward; NRSA,semi,Tward,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,HYDROPORUS,5,2,5,1,4,3,2,1,5,2.833333333,99
HYDROPORUS NOTABILIS,Species,FALSE,4,4_middle,PR,IA; MN; Tward; NRSA,SW,IA; MN; Tward; NRSA,semi,Tward,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,HYDROPORUS,5,1,5,1,4,3,2,1,5,2.666666667,99
HYDROPSYCHE,Genus,FALSE,4,4_worse,CF,IA; NE; MODNR; OK; MN; Tward; NRSA,CN,NE; OK; MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,,,HYDROPSYCHE,6,3,3,1,1,3,3,1,3,2.333333333,4
HYDROPSYCHE ARINALE,Species,FALSE,4,4_middle,CF,IA; NE; OK; MN; Tward; NRSA,CN,NE; MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,,,HYDROPSYCHE,5,2,3,1,1,2,3,1,3,2,4
HYDROPSYCHE BETTENI,Species,FALSE,4,4_worse,CF,IA; NE; OK; MN; Tward; NRSA,CN,NE; MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,,,HYDROPSYCHE,6,3,3,3,1,3,3,1,3,2.666666667,4
HYDROPSYCHE BIDENS,Species,FALSE,4,4_middle,CF,IA; NE; OK; MN; Tward; NRSA,CN,NE; MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,,,HYDROPSYCHE,5,3,3,1,1,3,3,1,3,2.333333333,4
